,distance,num_discovered_nodes
0,47110.02768920231,125
1,38085.847989115435,109
2,37952.35404204429,111
3,38817.880466056726,110
4,45352.250174907516,119
5,42650.40802177248,127
6,40819.89293580657,105
7,46592.874650858364,128
8,45406.9259629222,123
9,38471.058787614165,112
10,40375.695391378686,117
11,42540.19635757053,114
12,46720.97565032396,122
13,48232.550601968236,131
14,50060.80233282002,136
15,49596.670894002615,125
16,43003.58926954633,119
17,40193.271187992075,112
18,49029.584331829064,129
19,47525.027629333184,120
20,40308.65245229097,103
21,46173.583337799646,126
22,42588.959286595484,113
23,46671.129788829836,126
24,42055.81500520543,114
25,45197.85438662893,125
26,43695.448994750324,126
27,45344.993322866045,121
28,44035.0873220311,119
29,44972.68864479135,126
30,48653.9695705976,126
31,45254.51523516962,117
32,39360.2631736581,120
33,46709.59600375316,116
34,46757.41579795296,128
35,45390.72688104462,125
36,46147.34019217799,122
37,33631.592657536145,92
38,49433.96489547377,132
39,38641.15765847139,104
40,44588.308255650634,125
41,43280.60985102599,127
42,45865.792275768625,109
43,42988.74760845994,120
44,41341.72591504586,106
45,43242.42326895672,113
46,47556.76691147462,132
47,48142.13941743451,129
48,39811.46979176471,122
49,44372.4030095269,121
50,41028.213033342414,121
51,38629.12286648736,108
52,40233.29052476528,120
53,43043.08363726274,118
54,42074.990074918045,119
55,40062.66887036022,112
56,43842.46082023007,126
57,44062.2626004593,127
58,46243.09253963985,127
59,41959.83255453336,119
60,46985.56652747639,121
61,41290.10150782472,114
62,44733.79256201664,121
63,45605.76386545814,116
64,44422.29044574377,125
65,36991.26327848261,105
66,46138.0483468167,130
67,46702.84063669335,116
68,46914.695941855076,119
69,44815.19157484122,125
70,43235.91905304592,112
71,44329.93390435514,117
72,49575.93524756458,121
73,43803.43510513414,121
74,51472.15461755632,128
75,42011.68034063937,112
76,43537.25795100349,118
77,47254.9184870888,126
78,49300.289487022084,137
79,42523.27533101719,120
80,40632.57943078619,106
81,40394.426997969975,113
82,41580.573015929636,110
83,42938.12191393495,129
84,44291.515246395524,122
85,45027.46198566789,126
86,48535.81209656858,128
87,47729.86871551829,123
88,50059.14174537862,125
89,50044.85462090493,130
90,46139.32183138177,130
91,36419.753704111754,108
92,39828.52540942447,104
93,41069.97441420224,116
94,44774.656972364675,124
95,43131.12121444248,123
96,41982.528884204425,116
97,47615.62301479458,131
98,41698.932862766196,119
99,41598.26944499921,119
100,46079.69252506807,124
101,41803.83081898048,113
102,44172.97901954062,116
103,43004.08040316697,117
104,40923.06070398413,114
105,40858.412282994424,120
106,41707.36752404112,119
107,48015.13751819239,117
108,46866.534716286485,122
109,41327.11909738437,120
110,33155.6153751503,104
111,42747.39256575762,119
112,43816.34789641214,118
113,45031.86376958731,123
114,45015.48590249914,121
115,41020.601879626905,121
116,53343.975014511336,131
117,45513.071850452376,123
118,46563.062879822,124
119,38835.80591938492,112
