,20,num_discovered_nodes
0,39013.34773133911,72
1,46168.741680950705,83
2,32218.718911344575,61
3,35530.89754062802,56
4,38966.02303464623,62
5,48873.28657654186,67
6,50160.17446202814,78
7,50837.102899255544,64
8,50486.1848449095,83
9,41477.13008542575,69
10,42430.585375714225,76
11,45001.6423696371,72
12,44743.73438989853,74
13,41102.14157810708,67
14,43142.33057935895,70
15,42837.87007787581,74
16,31924.141183657182,55
17,45411.31896524464,71
18,37376.680318732506,65
19,32858.949735805516,58
20,36989.133323229406,59
21,35509.414680513524,62
22,32940.56797638123,62
23,37991.85410145767,57
24,27714.766766927965,50
25,43696.83389485583,72
26,38335.86738223556,59
27,49093.52644744711,85
28,33028.41235180286,56
29,38694.486627755694,69
0,40752.10215034864,68
1,52771.22316560816,88
2,52367.889297596405,81
3,45046.726456207725,73
4,52669.16364266785,91
5,44936.60202060657,79
6,48208.43938966378,79
7,38650.45349078482,62
8,42890.75017981927,72
9,40458.449003098336,65
10,31805.287909620714,46
11,45717.23102729053,80
12,38050.72289166507,68
13,33821.04733353829,58
14,51180.41252807141,86
15,46880.387360996945,72
16,44182.912558478296,79
17,38858.09876395483,66
18,34086.05036812493,60
19,37895.509571455004,55
20,53243.022268354754,87
21,43636.6969831249,82
22,49332.573172729484,87
23,44963.62276667013,80
24,40516.99593135748,73
25,46523.68505789513,78
26,47072.93580726295,81
27,34779.85101267197,60
28,50944.15311424664,88
29,37012.16354456605,64
0,52207.30761431053,86
1,42110.878357676134,67
2,37249.27048696248,63
3,50880.46271342882,81
4,43554.18904928348,76
5,39846.2998996824,59
6,40542.388530086624,74
7,45489.490992197076,80
8,43081.247815207105,77
9,34049.820553902326,55
10,48122.01833251127,80
11,37713.31406840808,63
12,36282.623388869535,68
13,41976.172837332866,72
14,45756.54434662839,73
15,40326.95040784579,68
16,50620.0203670616,82
17,39462.45875534888,62
18,42619.91918600037,78
19,50415.85283211293,82
20,43161.6911998461,73
21,35854.579085422425,53
22,44738.24745730045,74
23,42106.19005404908,72
24,43278.805850171164,68
25,38017.35489000205,64
26,38899.2246838135,71
27,41697.88799446009,68
28,45294.00708782267,77
29,44208.656765413085,73
0,47592.41411899164,74
1,39029.200296244744,60
2,47010.410669762416,80
3,44140.57426557078,79
4,42980.75301307416,81
5,38324.06736239224,60
6,46256.10208905095,77
7,38288.8395727383,72
8,41243.34906677434,71
9,45785.609763379754,72
10,50378.657627159875,85
11,40095.191932662696,65
12,45507.39172956705,86
13,45196.01545934592,74
14,52948.41581930398,94
15,36577.1473486398,61
16,45977.432166188555,76
17,46500.88911567591,81
18,51321.13298752399,75
19,40558.19791363193,66
20,43710.85770348099,76
21,39099.35774952976,71
22,33499.06330068066,58
23,45618.95768339796,68
24,51862.01029747767,81
25,33011.82225592009,58
26,49694.4082897614,78
27,40944.654926795665,69
28,54863.22217992319,84
29,41397.102571009076,70
