,distance,num_discovered_nodes
0,35988.75111783579,113
1,44298.19699644666,115
2,45486.07837290624,121
3,45846.18428105714,134
4,48924.155136937334,130
5,41362.736819768616,125
6,45214.76698671288,128
7,53824.89332594652,125
8,39302.11111951218,110
9,39371.70462595284,113
10,41300.17909133641,119
11,49217.55924996328,126
12,43021.21952312153,124
13,43042.67264839043,117
14,42114.28768729206,125
15,44665.57798907804,124
16,47689.83236377347,121
17,47002.15248848847,130
18,39898.08984766407,121
19,40430.02157068859,120
20,43006.029574081054,125
21,45873.30527589766,121
22,46324.20457597517,133
23,46058.00249647955,131
24,45882.207038876964,128
25,48105.865345534046,125
26,50257.5980784943,126
27,47895.240157849425,127
28,45673.8543381067,126
29,36709.50557912704,105
30,50473.77398000657,133
31,43611.828349866155,121
32,49631.04513101456,131
33,39483.708048511,116
34,44491.98844309118,127
35,39082.80885208929,124
36,50906.42540531319,135
37,50448.86792179537,130
38,43941.89578468535,124
39,39428.40114659593,114
40,47365.570978175485,127
41,43059.23101582383,117
42,48165.228703520464,133
43,40639.56528501753,106
44,43270.95834767923,117
45,40561.80201037227,125
46,41010.706789294585,130
47,44494.13042470647,126
48,43248.65236414621,116
49,38496.887022747615,114
50,43884.3697677316,120
51,41398.63398249776,124
52,42397.61196962697,126
53,48204.651117787085,133
54,47029.75957020535,122
55,43690.74345830362,112
56,43478.35485564465,120
57,44154.243864131786,120
58,40652.16519755048,121
59,42369.51857048483,124
60,46067.10050547297,130
61,41208.57154668625,125
62,29629.029742623065,96
63,38146.897824969004,121
64,48825.0021836794,135
65,44657.37597129419,130
66,41954.04912841654,119
67,39418.26585573532,131
68,41274.70558071033,118
69,47297.89160231419,128
70,42466.53597862822,128
71,40856.21208600046,123
72,36639.35386474814,108
73,45398.083775512445,126
74,42636.5587725561,126
75,44310.79621495163,136
76,37818.223472512356,114
77,42956.616477748124,131
78,34857.24278823384,110
79,41289.16019020834,121
80,41161.43810701376,124
81,46423.88869987501,137
82,42551.00009030402,122
83,43473.80049893045,119
84,41027.30810572607,113
85,45021.19725486404,130
86,41606.70127597977,122
87,39378.248390446206,110
88,37793.4082033277,120
89,42888.97332644766,126
90,37101.927647214354,115
91,45360.90514996363,113
92,38167.22361226537,116
93,34114.59480856586,111
94,44226.87589965958,119
95,44497.7496193151,119
96,39260.36769497348,110
97,41553.44089101199,120
98,45251.22686453337,132
99,42089.53403597239,121
100,47640.28586500269,135
101,43659.790227052974,130
102,43068.970291635735,117
103,44359.91766532727,140
104,44681.63130603244,120
105,48575.284737807946,132
106,38087.59710881553,117
107,39870.8567234019,127
108,40788.81424091901,117
109,43343.67400930344,124
110,39474.04442620647,125
111,44058.54173225619,132
112,47865.42876131978,129
113,44502.47108482575,118
114,43100.03105075879,134
115,43913.661635047036,117
116,44574.680123127684,123
117,44936.49907464854,118
118,44888.24171622594,122
119,43373.72070549673,124
