,10,num_discovered_nodes
0,22855.577574344945,32
1,24572.5363835511,40
2,26423.66022163522,43
3,22689.575060016083,31
4,23732.52798133763,39
5,21230.98547062634,27
6,23043.01657345026,28
7,26489.28042213972,41
8,22569.061248155223,29
9,22112.36313611256,28
10,26702.220394455937,39
11,26125.5288794865,41
12,25265.258215801085,36
13,23357.370660544828,32
14,22312.2762980339,34
15,21825.604446072994,32
16,26927.943699768162,36
17,20064.06158639077,24
18,21093.38487850883,27
19,24545.52690132802,34
20,19181.114548639714,24
21,24082.272254803524,38
22,24061.18954618381,33
23,23403.87458740334,34
24,22702.8208051889,31
25,21305.71056955743,32
26,22171.704051200795,35
27,27498.31213984504,41
28,23106.579865893626,32
29,24562.332909467495,33
0,25321.601189151592,35
1,24484.591829822795,34
2,23541.165276276595,25
3,27010.383390187817,39
4,21506.970931499807,27
5,22789.455902953567,30
6,21490.105147498936,36
7,25720.656642933587,38
8,26681.346808434824,41
9,21605.78860116398,25
10,24084.620446916426,35
11,21382.083416141344,24
12,20825.611544203246,32
13,24256.79549143699,34
14,26442.603873481126,39
15,26486.491477833148,41
16,25971.01761860547,36
17,25026.94938997823,39
18,28298.51924548192,40
19,21517.318740334078,29
20,20853.691690120795,28
21,21975.344751833105,34
22,25092.694150719588,34
23,23762.335019001915,35
24,27564.06604295159,42
25,22140.035664366194,31
26,22422.570318252816,29
27,26206.208406177844,37
28,26074.756166814655,44
29,23630.75504299184,37
0,24828.63324396654,32
1,20627.736349573028,22
2,24954.69343250668,40
3,23697.202972534767,34
4,29600.088746087604,49
5,23980.567489823472,33
6,24308.74224588851,31
7,21262.377054949466,33
8,21715.59306234404,34
9,22380.60363780623,34
10,23019.40137529199,33
11,28374.95991065299,50
12,26081.768075583408,46
13,19006.83327964482,23
14,21791.46129031496,28
15,28063.206496677954,44
16,20975.410569535707,27
17,23551.684359429426,37
18,24918.583283721335,38
19,21842.290256550314,28
20,22914.131500486026,30
21,21332.685419018555,29
22,19203.022759394586,21
23,23400.817218080403,30
24,21131.754424870356,25
25,22418.526729931564,25
26,23757.31842835475,39
27,26657.273689830774,38
28,23153.3518592414,36
29,24763.714469548275,37
0,24440.612057082675,31
1,19996.16003294979,28
2,25402.844709414912,40
3,27261.707952127777,49
4,24811.69856004564,37
5,22512.257492316905,29
6,20510.372761029896,24
7,21520.232283124336,32
8,27319.892633184896,34
9,22120.4765305598,29
10,23751.804857573527,31
11,22517.12050589578,36
12,23031.741647823324,36
13,24113.530218454696,35
14,22911.970197823175,36
15,21742.53086590449,28
16,24176.71665091347,37
17,22854.867408434373,35
18,24223.22074669461,35
19,25353.001251615624,41
20,22777.86036282417,34
21,28103.908808331453,38
22,25574.578474319398,43
23,23954.464833663074,39
24,22059.655755594835,30
25,23683.470755438982,34
26,23078.823297844192,32
27,22972.54781170639,35
28,21458.73629381622,30
29,21490.527847045094,29
