,distance,num_discovered_nodes
0,38146.66865693766,150
1,37790.72023897928,149
2,37256.98798787624,150
3,35562.732209236136,146
4,36703.521882718305,150
5,42839.90892873354,150
6,38501.67146861924,149
7,37639.51137561058,150
8,39290.58254546219,150
9,38370.593738698044,150
10,36964.21359078873,150
11,38323.15808395393,150
12,38392.16412916563,149
13,38079.13141149209,150
14,38035.71204942753,149
15,37955.00133782026,150
16,40211.455234698675,150
17,34635.36945690239,150
18,36421.39127151888,149
19,35417.22264150067,150
20,38970.87071644877,150
21,38634.710562565946,150
22,36177.26023791317,150
23,36646.486995934596,150
24,40654.68959086802,150
25,37570.50798441579,150
26,39526.15947708103,150
27,38010.13373583305,150
28,38673.07415688484,149
29,38455.57301959109,150
30,37439.66355456925,150
31,37422.72601668797,150
32,38375.32863123671,149
33,37894.06781551816,150
34,36779.1401565105,150
35,35902.950926569545,150
36,38202.07214404459,149
37,39752.03428003623,150
38,38656.19248126141,149
39,37618.04751742124,149
40,40683.96791345403,150
41,36288.40054927018,150
42,37228.67111830847,149
43,41155.21588409115,150
44,38130.30355909119,149
45,38086.946859825955,150
46,38974.934761797245,150
47,37671.669416731784,150
48,39608.6114978729,150
49,35490.58302883429,150
50,36157.321469723705,150
51,38849.98681132935,150
52,38767.018165424946,150
53,39390.686442731894,150
54,39772.15560169971,150
55,36334.982134392056,147
56,38700.26086465346,149
57,36921.40436007513,150
58,37721.6528755696,150
59,37890.48805222947,150
60,41814.96766206997,149
61,35522.94481328079,150
62,36879.53038125838,150
63,37256.88008645458,150
64,38285.068902435865,150
65,38797.77653239375,150
66,37847.715926701094,149
67,37285.06703510618,150
68,39448.54187522664,150
69,38963.0039942043,150
70,35999.0129919037,149
71,38718.983904392444,150
72,38756.50462261493,150
73,37162.63454225577,150
74,38525.5947801525,150
75,39011.5878720231,149
76,38449.26051391522,150
77,38029.61036471676,150
78,37119.27411589374,150
79,38242.26026366078,150
80,38179.90583987975,149
81,38480.470405386055,150
82,38154.88463288477,149
83,41604.835752638115,150
84,39619.05495979587,149
85,41251.99221358869,150
86,35542.51409148183,150
87,39027.26185269011,150
88,38545.64498820689,150
89,39673.47743341331,150
90,36785.73638731571,150
91,40294.36540342551,149
92,39705.354622382176,150
93,34999.965151652104,150
94,36975.952662257114,150
95,38153.86364801706,150
96,38486.28897299812,150
97,36737.48493121585,150
98,36970.454785160066,149
99,39465.839227501245,150
100,37987.44945478645,150
101,36050.09275606621,149
102,39750.43802291443,150
103,39145.284394373564,150
104,37480.7687204172,149
105,36210.96136935302,150
106,37850.977512540645,150
107,39458.72119660651,150
108,40923.75893274096,150
109,39663.67543392065,150
110,36891.47427509375,150
111,38978.109497005295,149
112,38114.1519202994,150
113,38929.492142766096,150
114,37982.563623905895,150
115,36230.41169742512,150
116,39536.68865648787,150
117,40246.80749476094,150
118,36868.48826446333,150
119,38913.94503431382,150
