,50,num_discovered_nodes
0,39089.11263361237,47
1,38223.8418506096,44
2,39547.28545072378,48
3,40152.36142762771,47
4,35296.11954212961,44
5,36617.11570924508,43
6,40125.34174719151,45
7,39113.12548666705,47
8,35952.14869201569,44
9,39446.76585318925,47
10,33046.90496710584,43
11,39111.58617250014,42
12,41511.901068176805,47
13,41105.45422969482,47
14,38061.84356420388,47
15,36036.227287626614,45
16,36972.57900082078,44
17,38653.908785418855,47
18,40024.84423000032,46
19,40198.48502165471,45
20,41091.78255365451,48
21,38164.81958201012,41
22,38287.773039326836,50
23,39516.86136731733,48
24,40201.484275593524,46
25,42438.51176974866,45
26,42454.265926074586,44
27,34360.910011654116,44
28,37297.21897870369,45
29,42348.20119511768,44
0,40222.30781507382,48
1,41845.523140866106,45
2,39430.656946915675,46
3,37402.34965180268,43
4,39172.28716742553,50
5,40644.65720671617,46
6,39127.33744103401,43
7,44406.50369317457,46
8,38997.380576913245,46
9,43139.90115535025,45
10,37388.27819776014,45
11,40733.512457438264,46
12,41749.1141950795,45
13,39827.975846013695,43
14,43256.88867892954,45
15,34027.38751350584,45
16,44333.67902000769,46
17,42373.51731685979,49
18,41360.13575461031,49
19,39996.217099099944,46
20,37664.12981548962,46
21,39270.04962460628,49
22,43044.47440553685,48
23,41473.117484630784,49
24,40999.18808782328,47
25,39401.49799593508,46
26,41336.37996103531,46
27,38189.545351548215,42
28,42737.049716818765,48
29,37792.72216070492,43
0,39918.49563315402,44
1,45673.86855489662,47
2,39579.126951331295,46
3,41798.955031421,49
4,37448.5304011716,43
5,40754.086581025316,45
6,39685.78897132402,46
7,40192.08504721542,44
8,43670.50182476541,46
9,39697.93438325755,46
10,41472.109991946345,47
11,40910.31383935151,49
12,40371.2298128778,46
13,39446.26952838138,42
14,42059.549901977814,46
15,43013.82091311546,45
16,43071.02724116887,47
17,41592.48013095766,43
18,42373.99123042044,45
19,40527.531688272145,47
20,41745.114793568384,47
21,40005.29855834855,44
22,38119.819505382504,42
23,42074.65386343781,45
24,35850.14539248104,46
25,38939.17862686205,43
26,39567.88940446231,47
27,41040.73727780386,43
28,44140.167142662736,44
29,39617.96711887301,47
0,39840.88423495353,45
1,38681.50179349311,48
2,41153.56439422684,49
3,42302.68706401798,47
4,39345.050921262715,48
5,41763.17682182481,46
6,39331.9751461946,46
7,38703.00477310158,43
8,41302.43592292006,49
9,39727.8422132214,48
10,38947.284345822816,46
11,39781.7100456536,46
12,38518.035106799194,46
13,38948.53353799325,50
14,40735.404063204325,48
15,39764.94833580713,44
16,40197.255502681604,46
17,39996.881686105015,47
18,40063.134989153084,47
19,37961.59653984904,42
20,43364.51743468726,44
21,41394.47975026592,49
22,38250.70719939103,41
23,40026.9654465806,38
24,41575.19973526276,47
25,41487.22204497947,45
26,39454.728313391366,45
27,39274.510256533766,46
28,42362.6668099771,44
29,44150.69859688602,48
