,distance,num_discovered_nodes
0,36897.50129210951,150
1,37218.51924346585,149
2,37975.35713543757,149
3,39078.11599616919,150
4,39658.11092522976,149
5,34052.122521804486,149
6,36040.69446266235,150
7,35280.532391156485,149
8,37667.65602145759,149
9,38850.45608407438,150
10,36362.84171976063,150
11,35403.418820522376,149
12,35516.291356240545,149
13,36020.908801223566,150
14,36721.25777090286,149
15,37155.89726017457,149
16,36370.62854226262,150
17,37034.422046494605,150
18,35013.510023095696,150
19,39183.393417634165,150
20,35555.46976829559,150
21,38369.27362571265,149
22,37314.68399136,150
23,35450.10933356144,149
24,36088.57287883631,150
25,33742.361795533114,149
26,36416.48058537379,149
27,35455.66733297988,149
28,34667.89570946365,149
29,35019.608077375444,150
30,37343.8643282971,149
31,35691.00238439379,149
32,36812.744861670064,150
33,35762.489707702036,150
34,36657.06516059117,150
35,37643.84481397325,150
36,37533.71614872984,150
37,33970.94705133945,150
38,34682.99215803715,149
39,34923.8085921348,149
40,35258.0089416789,150
41,35129.54328883476,149
42,35522.97550733238,149
43,34956.21833838021,149
44,34903.55623071295,150
45,38128.890942561324,149
46,36441.382371969215,150
47,36192.74760635104,149
48,35024.072499281676,149
49,35817.18228537167,150
50,36579.23391149898,150
51,35432.885162294595,150
52,34670.51238364035,150
53,36387.596374175606,150
54,36358.379252406885,150
55,35097.37163673231,150
56,36087.145027939005,150
57,35181.46657435861,149
58,34654.60713720071,149
59,36902.853998003186,149
60,35058.101277724505,149
61,38802.42496235375,150
62,34395.185962380645,149
63,38176.87018423807,149
64,37202.13069645151,149
65,34933.37538732595,150
66,35937.43693565337,149
67,37358.03599636334,149
68,37793.570159898154,150
69,34351.173928135286,150
70,33612.62244735832,149
71,37265.960476887194,149
72,37739.695196637214,150
73,34988.18841876303,150
74,36109.513162214316,150
75,36112.26967930716,150
76,34539.15445500866,149
77,36051.63028836194,149
78,35143.22368676014,149
79,39478.70023619341,150
80,33432.26750353537,149
81,34067.52150157938,149
82,33130.91964148863,150
83,34985.19062330393,149
84,35325.68617399313,150
85,36609.68661043895,150
86,36560.36790619749,149
87,36392.86478848752,149
88,35621.82553132769,150
89,35312.02261590365,149
90,34114.71755967043,150
91,34580.348275497534,149
92,36329.934206304315,149
93,36605.34491428173,150
94,35575.318471030274,149
95,34589.57425621899,150
96,35471.848784355585,150
97,36624.91743506468,149
98,36135.51539837964,149
99,35276.82560904983,150
100,34322.33339554296,150
101,36017.37291325754,149
102,35690.832609152756,150
103,35286.34396684813,150
104,34627.37736459754,149
105,37417.70208632423,150
106,35171.37943409797,150
107,35408.63946159308,150
108,37157.33592148579,150
109,37150.72150678508,150
110,37133.606089984205,149
111,36012.49817621626,150
112,36268.70057908181,150
113,33832.03466040458,150
114,38680.549385872575,150
115,36717.193441369636,149
116,36149.06391694638,150
117,35484.40662655579,149
118,38348.614615992265,149
119,37485.59009829379,150
