,0.25
0,38602.70040054632
1,33913.3170141547
2,36517.286382456674
3,38579.60275357854
4,38723.81743087684
5,36246.74739432034
6,39721.90609816399
7,37762.094087453384
8,36794.11478539738
9,36500.0835007101
10,35996.93117683431
11,38029.17566620946
12,39475.389362641254
13,40473.17837369827
14,37814.96088474357
15,37648.61295280997
16,38103.11304716325
17,37874.03465792289
18,36123.55133994008
19,36770.316930450346
20,37917.39158480799
21,36657.269868075324
22,37126.758520420015
23,36799.65462145259
24,37019.696234270996
25,36975.929989933626
26,36087.06184807438
27,39097.953199520925
28,38245.24746093099
29,37026.63842491883
0,37048.78430579012
1,36963.98576238654
2,36535.20363175139
3,33765.30850420056
4,37293.47441944888
5,35255.21673045529
6,37589.82945901289
7,37314.32967457026
8,36099.39532710874
9,37624.02339672396
10,37704.79416009508
11,38719.05433527297
12,36119.7350195266
13,36555.789195030055
14,36740.997632011175
15,36341.4958119749
16,36412.11760683934
17,37541.9500784754
18,36963.121324191125
19,37017.53628678306
20,35375.78386216227
21,37042.24470453298
22,37288.21952114097
23,37601.411006449685
24,38935.74137192097
25,39061.19498156985
26,38305.64407866399
27,36175.83961288291
28,36167.30309235105
29,37184.60428777039
0,37253.0380610808
1,38454.11522099439
2,35698.95968077179
3,35359.4441560576
4,41712.13297489899
5,37847.9651161664
6,36587.766142724446
7,35099.13455176747
8,37176.77032133921
9,39082.52755121702
10,36916.09065524404
11,37189.5525922954
12,36360.84043465419
13,39486.856042973865
14,39396.53029076171
15,36087.93405247887
16,33705.91743183223
17,37396.66990032438
18,36244.11049840855
19,35021.36463486894
20,36360.25197134391
21,38470.845062915025
22,36359.147288722445
23,34770.731530585734
24,35894.19666565019
25,35449.661128907224
26,37787.640284930116
27,35594.38483798087
28,39633.7429118715
29,37318.35854357602
0,34446.56126717462
1,37942.57574928577
2,36731.90538413454
3,40203.50030538794
4,36107.241806073966
5,34508.44775899636
6,37221.20077685293
7,35665.68119633901
8,40297.67566938027
9,36266.52695756806
10,41325.59790737614
11,37188.355769264774
12,38185.74144031437
13,38278.801205617616
14,34662.04791973295
15,38234.26271261817
16,39203.4739088026
17,39148.244332765236
18,37052.966195973546
19,36135.53738233725
20,37484.39344650143
21,34914.07154525708
22,37661.31687116882
23,35607.0197669805
24,36718.91042957743
25,35426.94886223179
26,37628.75396659741
27,35712.72822018284
28,36011.7878750751
29,35349.49491815208
