,0.75
0,46121.732029675564
1,46984.27481330084
2,44773.14397212054
3,42546.374847346415
4,43627.69148433356
5,44654.24044800842
6,44135.647921266296
7,43302.181256997326
8,42321.45377096892
9,45460.16692874386
10,44064.23635967546
11,44893.72614427463
12,44913.46149735357
13,44302.80902657248
14,40980.40691315661
15,43654.602520982015
16,40885.336646021206
17,45249.794862773364
18,43019.175225288345
19,41741.399618184296
20,44365.73237943311
21,46257.65297575948
22,43288.47578827679
23,43258.045793754114
24,43915.62563819206
25,42866.49094878018
26,43516.87389132014
27,44368.6427277044
28,44171.02131524556
29,45634.29909723464
0,43340.038453267465
1,43913.86208659008
2,43874.04995126272
3,42328.84859753144
4,43663.35282719717
5,44287.3222001747
6,44109.880657582806
7,43556.28413464499
8,42091.85642139177
9,46093.1750529434
10,47078.88347480291
11,40838.876540248624
12,42980.10396699493
13,43634.372581589465
14,44787.79506480876
15,43619.050363045455
16,46151.23477141277
17,45554.13926025942
18,44141.82466963834
19,46387.53271349636
20,44234.25461872291
21,43699.471862544546
22,42896.711317057576
23,44053.66391714474
24,42528.491570666054
25,46113.67589025936
26,43122.24378522473
27,45182.57568804767
28,44455.91918649485
29,47113.37888851496
0,44007.67533124518
1,42661.856112389956
2,44113.93343441519
3,43720.66281507491
4,43001.01592215233
5,41065.8243174472
6,44088.78490626793
7,44129.51521718425
8,43661.94904820004
9,41498.70742802774
10,40469.621981858596
11,44999.95487695968
12,44800.81015888367
13,45733.79694815518
14,43294.12807637142
15,45427.141483592975
16,41176.94581629381
17,41041.349261031544
18,43943.66937549792
19,44386.26704421235
20,43083.755996363136
21,46336.51747842267
22,43806.20072279689
23,42507.400821412746
24,45289.00565960375
25,41280.20143751585
26,42337.99425033805
27,42742.89626460862
28,44859.56197695869
29,44142.88104969602
0,40809.02483744741
1,46865.63192826901
2,44413.28655571101
3,44252.33741333653
4,45520.668910844135
5,44238.2222499075
6,45496.61718463302
7,44866.389253263726
8,43163.020879248535
9,43465.179148026495
10,46107.83043314747
11,45299.62217928444
12,44094.55901762279
13,44002.04577733392
14,42253.15278295452
15,42765.65356497249
16,43393.577464701564
17,47157.34563975516
18,44987.836446666195
19,43394.6042074416
20,44215.47547152552
21,46993.441260135
22,43187.164064480996
23,43851.18842444955
24,45317.297413593544
25,43938.79505216123
26,45248.47561932437
27,47420.206575884025
28,42685.19654156352
29,45174.06503346648
