,0.75
0,58964.892945195985
1,57251.70731882507
2,57704.15081273647
3,59604.90283055655
4,58057.74376929116
5,55367.30916826794
6,60462.01733454957
7,59007.15275339414
8,59684.480179153055
9,59393.375667680775
10,59354.20647720326
11,56450.60407411028
12,63229.68806387277
13,55733.655658508185
14,62565.57200089519
15,54467.52102107328
16,57500.835001695785
17,59015.61603679092
18,55808.88571679661
19,59321.46586352952
20,65580.9221961848
21,60443.95129600699
22,61454.57017809239
23,54614.08498071716
24,55007.86526072611
25,58116.7691379392
26,54065.10720372508
27,56720.967735311955
28,57677.94470730945
29,55768.98934922651
0,62585.60693272836
1,59737.738369946
2,56915.6280037168
3,56494.922920185956
4,56048.41041121801
5,58409.42919929691
6,59378.471255730394
7,60242.51011397247
8,61294.65635321772
9,59227.12733548428
10,57092.334782992424
11,59549.257585868705
12,58082.729495011416
13,56060.360307894414
14,53006.22391208976
15,63635.6505892497
16,58089.05539214407
17,62465.83338517042
18,57760.442561268814
19,58033.66569222076
20,58212.66360274202
21,60697.68314760382
22,56278.84562313733
23,60521.28215394095
24,60628.9872076179
25,59170.468764836995
26,60077.21004851763
27,57084.84762040145
28,59592.089663123574
29,54997.0204193431
0,52340.16820084184
1,55512.86737795729
2,54267.85115562496
3,56456.663907533446
4,54779.67189171313
5,56205.79595304457
6,61110.467661935516
7,57268.66712585243
8,59234.73182821578
9,55459.61578487113
10,58077.72725111928
11,57167.13405517851
12,61090.59975763825
13,61892.924087715066
14,57815.53780895861
15,55678.297601022
16,57218.93931825733
17,57256.402680683925
18,57838.20105608143
19,55781.5344070081
20,61221.08547727257
21,54869.11904609743
22,54837.06563727793
23,57544.49417120408
24,54232.90589214565
25,58681.704223969784
26,56933.88920424994
27,63230.764232535716
28,56055.78185058581
29,61732.500465921374
0,54579.93097558379
1,60376.3550238203
2,55217.4207685248
3,59351.881916170394
4,55031.57102116263
5,56638.73138555837
6,61208.159152176035
7,60218.54898372541
8,56048.59959773579
9,59843.80193393126
10,58131.63097938308
11,55909.64095499496
12,60230.502566859715
13,56763.964168928396
14,60608.471033850336
15,59840.46223103806
16,59647.87397279176
17,55860.21166720356
18,55176.01292255054
19,61137.71996156069
20,62631.04515700218
21,54978.3987853081
22,61807.794678753824
23,54998.78822464112
24,59912.5535921921
25,59007.585362007776
26,58915.50062057052
27,58313.84626647444
28,60157.29503135769
29,57758.71789488888
