,0.5
0,39508.34167488725
1,38018.89318779439
2,38176.535597720256
3,38065.25068300251
4,36974.62466243363
5,40639.139428438146
6,39237.84984444911
7,38013.196725354035
8,36800.23707565214
9,37933.8014642831
10,36808.87415258971
11,36829.37405001122
12,38860.78966029715
13,36239.52376001392
14,36123.18394793301
15,38110.901117589034
16,38742.9897426742
17,35911.83016569857
18,37929.92152561716
19,40708.53943499824
20,37650.14239563895
21,38590.18034871524
22,38877.4220858735
23,39816.9567238898
24,38154.7190669289
25,37257.24613959874
26,39325.62464880207
27,38771.094400799804
28,37060.27077140122
29,36030.24437222209
0,39638.810266683424
1,39389.46666192996
2,37557.60270610196
3,38349.171601701535
4,38349.401656045084
5,36889.2881608427
6,38349.55423627585
7,39411.86328944491
8,39485.82066740353
9,39576.710518882704
10,36953.674914144314
11,37228.54444279438
12,36815.23854336184
13,35559.54361285033
14,41430.271453189875
15,39439.07578062793
16,38135.970720081335
17,38440.61289496691
18,37608.35599029286
19,40029.43271608666
20,36720.18653530267
21,36929.979144699595
22,40228.468441664976
23,40995.27574777574
24,36424.46184155383
25,38526.627109015804
26,37029.70344761368
27,37416.95424330893
28,39603.09156044972
29,37523.81842977456
0,40064.3517901203
1,39886.7065207359
2,38138.04084222275
3,37615.4220252887
4,36841.153694855326
5,38200.05086411189
6,40092.29397054157
7,36532.26775428047
8,37791.53142243084
9,41706.7285951474
10,36485.41231248516
11,41870.74025481132
12,37106.074479885356
13,37827.68379926053
14,39276.12925139296
15,37780.243111988006
16,40236.40791952663
17,38480.72639355394
18,38696.644848666
19,40944.14594341237
20,39385.96532198415
21,36202.9190797299
22,38071.121042851584
23,37681.830931351345
24,40825.921571700754
25,38068.36455122714
26,37248.69577836847
27,36720.41620066163
28,36936.278398675066
29,36699.93809219621
0,40203.226070835335
1,38121.545099146606
2,37870.03729162501
3,40248.56281692719
4,39189.12416591854
5,38861.89526937829
6,39378.64356338806
7,37284.439994093365
8,37497.438092038574
9,35868.87513104887
10,38667.01775624675
11,38622.46149298776
12,38747.960624678344
13,37413.14152642472
14,38328.27101331385
15,38435.960556800426
16,38855.9484149462
17,41506.64165072512
18,41026.38825398726
19,39563.64903795155
20,39496.09571244186
21,44570.6370996408
22,36126.268220173566
23,38476.78174448753
24,40279.56774889136
25,41275.43687939913
26,38051.869256252954
27,41561.25653246369
28,37631.42374938961
29,39953.94235089249
