,0.5
0,30911.823271956247
1,31743.591062350024
2,31717.597390527066
3,30027.51676877752
4,33413.64030460592
5,31546.354593056418
6,30851.16040502059
7,31705.653814421923
8,32586.569615665034
9,31345.43266179349
10,33186.6526671058
11,35134.87631848852
12,30665.433172725217
13,30075.20475734753
14,34033.767572695186
15,33390.705550798346
16,32153.507659686533
17,31440.09344249172
18,32080.863179172746
19,30067.05790519591
20,32179.883711465376
21,32699.09192727152
22,32939.98628549836
23,33249.55804888769
24,31904.788483356828
25,31288.97822715627
26,33330.394073621275
27,29932.318268737497
28,32357.048965111175
29,32497.687927907235
0,31191.67020374064
1,31035.791927212405
2,31604.026452014634
3,32018.604297713006
4,31683.088505086183
5,32496.035002474644
6,30946.786994567472
7,31380.574562987713
8,31875.433257515993
9,32241.765485273194
10,33085.68025920428
11,34540.06544239718
12,33194.12989824115
13,32686.933304311555
14,31401.050951832836
15,34704.60265442177
16,34029.83369577264
17,32729.940497708274
18,33190.983530238664
19,31527.477029621565
20,31921.194376160423
21,33216.71972391365
22,32284.09749270634
23,32900.121570260766
24,31051.775200631968
25,31704.84750797308
26,29700.58168079797
27,34873.31858873013
28,31563.50569754341
29,33285.844151883546
0,32049.37755087836
1,33139.95620248018
2,29917.24193568767
3,29871.680251635917
4,32724.607265374045
5,33812.744060713165
6,32994.087951232534
7,32386.406836068632
8,33805.82275355552
9,33873.31881951982
10,34166.101843314864
11,30865.213341071518
12,34258.86298373574
13,33590.651315416035
14,32278.07993235387
15,31279.4776747044
16,33393.837422911034
17,33546.051146004545
18,33536.98290634425
19,32560.097809327315
20,34963.779275259934
21,31972.67854397371
22,30927.613115325228
23,30849.62033869218
24,34823.944289811865
25,32222.17914183515
26,31217.296643508962
27,30530.251912286247
28,31765.198225392487
29,32269.185351872973
0,32965.69083965979
1,32643.03165814837
2,31077.98031994858
3,31804.505271638816
4,32058.30022442073
5,33803.61081394673
6,31403.366709839385
7,31325.198098976096
8,33517.709927307675
9,31489.003234347307
10,31094.462325243756
11,32828.50227679424
12,32287.87777118979
13,32929.89530872476
14,31542.30545868967
15,31819.98885148317
16,30370.703985770684
17,33000.446171188814
18,31275.407915835247
19,32726.729642058886
20,31506.100090826352
21,34143.378989629164
22,32731.21591277557
23,32168.242517579
24,33637.73544086813
25,31728.068355822234
26,33791.70215669438
27,31945.545582305047
28,33875.62690348542
29,32843.382625928134
