,0.5
0,55360.34611609993
1,53183.17212369697
2,59966.95637353122
3,56544.0468386621
4,57998.51816376384
5,55806.88981025747
6,53959.845844974145
7,49303.29261431208
8,58444.28810297039
9,57102.19046877
10,52629.07823420292
11,56763.11121125724
12,60071.64735958852
13,57667.07858091121
14,57922.85427876083
15,59731.7521124486
16,56718.516642588074
17,55145.7351128811
18,54229.49910656448
19,57033.91265737143
20,57174.859547082255
21,57069.511987329315
22,60750.73060168096
23,62365.85228624278
24,57739.05943631507
25,54972.72800612411
26,55525.90095357458
27,60970.806269328044
28,53919.48919005808
29,60129.75323544377
0,60747.32279965628
1,57961.22882266023
2,54046.074964315776
3,59191.5953258097
4,57273.16952259025
5,60630.47125995282
6,54299.64874100339
7,58842.80101975959
8,61223.52921744347
9,51054.215202963416
10,55091.54052945113
11,56256.53463138849
12,59039.45819187222
13,54985.79311881942
14,59443.180808088255
15,55167.74830838937
16,53953.64131135866
17,55962.734415326355
18,61528.48373234898
19,56954.537124933224
20,55717.82112060658
21,60918.798362030226
22,53990.25127512201
23,57330.68059536283
24,54707.070013463024
25,55769.47878390358
26,61178.83022657637
27,58506.84371295134
28,58068.92506019487
29,55630.96532727431
0,59001.07348874623
1,55310.68803225379
2,58003.11008390341
3,56390.354524232964
4,61001.857749248695
5,55166.825398699184
6,57220.79906657967
7,57094.73007845775
8,55673.95038856528
9,62537.660501645616
10,63141.94595067393
11,55324.0046241095
12,60948.10699159911
13,55517.51741710874
14,61259.53247695159
15,53859.68508539468
16,57290.85173840125
17,59052.03300040307
18,58136.467425441464
19,54001.18371836415
20,58126.30978674735
21,56923.39663518722
22,57522.398827767145
23,53882.59721245078
24,57330.32621869921
25,54592.24575958417
26,59789.13366898418
27,53074.11966312689
28,61996.04579790159
29,55853.982414465776
0,54172.1154989705
1,57635.6132791754
2,53835.87180161151
3,56407.40807062088
4,61544.545193056496
5,54759.96133998158
6,59368.272966295
7,56726.14773702136
8,53977.018199872895
9,62335.580429763206
10,53718.82297438094
11,59170.97936962812
12,53637.871993309265
13,54977.98882749083
14,61387.22947736121
15,55639.973122779506
16,59678.85609530229
17,48500.575199698185
18,52452.906530490174
19,61900.66073138433
20,61991.98085683976
21,57528.4563023724
22,59294.06296901547
23,57671.46734602569
24,58285.639430776064
25,57212.02558183357
26,55716.785812495946
27,58812.80983265812
28,63233.39400937803
29,60787.729401425815
