,0.25
0,56736.31296323874
1,54173.892035430894
2,58983.477394569665
3,60128.171163784165
4,55646.5515865408
5,52523.46003844264
6,57515.918091450265
7,53454.88831010869
8,56011.41855914678
9,56537.783224876
10,52827.51365807316
11,61664.65071683575
12,53372.900643282526
13,56597.87532430523
14,55861.13668532599
15,58098.03477048284
16,49591.057695472125
17,54965.00507826489
18,55310.18569298565
19,57433.86472232743
20,54346.16227122559
21,57625.26681111233
22,53437.95403113487
23,49982.461048035424
24,56865.229642123275
25,55734.459191527276
26,57238.90925048443
27,55851.06557993142
28,50582.64653530598
29,58060.22743147082
0,56275.49383270263
1,54847.778406563826
2,55190.89151299104
3,51846.211506634754
4,53751.43687216824
5,52087.686517798895
6,55239.443255751445
7,56732.81312397026
8,54285.14396463918
9,56080.24475069588
10,59213.06133750636
11,54757.9855641208
12,60523.61583207685
13,58679.50352295765
14,56406.50173531487
15,50006.00617872183
16,55270.00883833954
17,55613.17517176411
18,52089.19551042835
19,54293.96279357136
20,53950.30484737076
21,56691.00064376176
22,58451.65292571971
23,56786.72522398343
24,54367.132828144975
25,56738.216777120106
26,50583.4719104393
27,58684.035775325196
28,57074.71496322299
29,56658.90620556821
0,56100.45129843207
1,52849.44016477448
2,54571.273461350385
3,57811.602773735365
4,57277.89395761653
5,55878.08855603593
6,58126.33823321272
7,56068.4890616155
8,58468.19941435768
9,55283.449360542
10,53734.3594423543
11,54663.973449427715
12,50524.097869347715
13,60118.058265263084
14,59626.58252952445
15,54829.00879908637
16,58657.385842442316
17,57829.826446495455
18,55124.71963379486
19,54177.85431533716
20,53266.65705162066
21,50342.734896818925
22,54523.81279933807
23,60409.413861871595
24,57582.69095679344
25,59410.12629404427
26,48558.80631800925
27,53847.72688037473
28,53603.739378836384
29,52923.53504867872
0,57479.57799350748
1,57223.86505226227
2,55059.12043507505
3,58713.68669369522
4,54251.6373680345
5,58756.611348190774
6,56554.866524147365
7,57600.932153381706
8,54884.34001391299
9,55944.00932587575
10,54085.16407495219
11,53415.586746166475
12,51769.57081793195
13,56505.09258996046
14,55722.551347622604
15,57907.67248742716
16,61743.47344052414
17,54060.779003944794
18,59778.937050740125
19,58390.79583472082
20,53399.038866949515
21,54845.54872250075
22,50682.02090680238
23,50782.69673328085
24,55051.61904319673
25,55825.808066818354
26,50974.42541546689
27,56242.5823481275
28,53488.029587876554
29,51696.94621705466
