,0.25
0,50696.63738011938
1,52812.27107574658
2,57334.12725345468
3,52847.289149445554
4,50791.31398718267
5,54787.47425934431
6,50479.08144205854
7,57969.258222003984
8,54249.6183165969
9,55602.40422685649
10,49668.52198098548
11,59702.37106443714
12,50279.403455777945
13,56915.666126900476
14,49985.594073319255
15,51079.35032059186
16,59573.07632715079
17,54187.19113631089
18,53732.1423052049
19,52751.713587609556
20,51220.286168069506
21,54324.27235586415
22,52850.98834750567
23,51251.95123698017
24,53533.915500199444
25,51971.05402195537
26,50565.21167008269
27,54470.60054190817
28,50237.8454899617
29,49521.44828964477
0,52614.561517280046
1,51016.190601581366
2,57914.733488148224
3,54321.77916636771
4,59565.95433885893
5,52906.789926522135
6,49264.16442823541
7,56765.09567665203
8,51088.64040653294
9,50436.23810462787
10,52026.50731789976
11,50374.104460419956
12,49667.124394251
13,51900.40755894525
14,52056.323635250534
15,51711.751991610945
16,48282.13417027562
17,56042.310111611165
18,55069.81936946547
19,53918.15103759007
20,50219.07381512667
21,53603.48966941757
22,53020.897371469844
23,51025.81716209109
24,52736.98209790926
25,50664.05818563103
26,57700.3136590295
27,58223.40366410954
28,54863.66852107576
29,50759.05237283364
0,53845.944635231666
1,49778.35086933624
2,56937.700479373554
3,59921.93009775531
4,56709.18411999112
5,61290.758916130006
6,58245.05840402596
7,49166.28627710763
8,53335.735806193596
9,51949.27981660477
10,52646.66877564861
11,50113.41255224224
12,50646.73587692304
13,54353.064517761275
14,51445.26941688323
15,54094.67359906551
16,56267.43972522922
17,53060.04588958777
18,54933.383884247174
19,53732.35733137121
20,52962.227055576375
21,51089.812486637966
22,54787.35481093726
23,54567.54983051811
24,56341.13731675381
25,51965.369564959816
26,51334.273479651965
27,53970.52023616271
28,49615.67593422749
29,55551.292216096976
0,49913.47702437186
1,55687.16474507716
2,50867.61951706584
3,55908.44298607546
4,54030.64377255954
5,55320.54111991603
6,51953.60268125017
7,54936.598738586676
8,52815.34947336956
9,48979.43115088444
10,51797.019596171485
11,51312.857551019115
12,54150.02516935926
13,51835.86662387866
14,58632.29297162723
15,53403.2787758927
16,52084.649018599295
17,49141.48285333566
18,51906.20747474772
19,54235.72571591481
20,50438.192629862366
21,54792.8181419039
22,56127.5737315376
23,51531.271856289495
24,55238.6302208936
25,55669.479226888376
26,56515.09111024482
27,56619.615495947546
28,54747.192310198385
29,59953.0377098605
