,0.5
0,49361.32157770297
1,46246.35517891948
2,45306.989806433216
3,42034.517345668966
4,44875.93243117771
5,48618.92487763025
6,47553.76904381601
7,43767.27532779554
8,42725.60922993815
9,45208.17600025579
10,45364.66773104315
11,45054.838602054704
12,50798.94706023378
13,44374.35273916973
14,46407.632020679266
15,41693.80308417042
16,44134.67908816813
17,43775.80327184466
18,46482.74244933959
19,43589.22729460005
20,47011.11171010445
21,43805.850317622215
22,42607.966688652756
23,45845.61828277352
24,43041.169491890796
25,42255.86562010155
26,45315.27995282896
27,45854.89716365031
28,45638.227256136226
29,45602.673046678305
0,45872.52890650436
1,47233.842923117576
2,44888.14352511535
3,42784.86824034776
4,49631.14294677946
5,45255.53151549042
6,44264.90293832392
7,43706.30530566857
8,44915.17709308138
9,44300.66987605003
10,44105.26966780702
11,44463.75617803859
12,45539.28061533803
13,47658.34585770236
14,47625.707341136615
15,46876.822245711905
16,46794.621981824006
17,49814.449646054134
18,47561.78205852854
19,48282.68445658619
20,46282.369159506154
21,48552.43987205602
22,44667.785279480275
23,47035.40079669112
24,46025.25149905339
25,47563.63293385212
26,45490.49287420469
27,44815.49924558689
28,44523.238264382984
29,45227.48177951707
0,42808.1885220152
1,45559.9402752751
2,45582.83727516648
3,46745.2294295554
4,45822.3112482001
5,44660.064639044984
6,44862.305868974996
7,42725.19747934379
8,44476.911181292206
9,46009.06468680492
10,43700.77481336106
11,41956.55278500417
12,43494.92464939761
13,47720.04722755683
14,48358.15071527393
15,45483.052099748325
16,42830.13959858631
17,41904.665702764265
18,43862.44635664713
19,46213.33083529001
20,42597.188527002705
21,45159.105491449845
22,46644.17527867132
23,47368.99538061644
24,45380.67107995114
25,48555.74380106175
26,45112.67397609706
27,45722.04909252648
28,43654.730440406594
29,46159.427617530564
0,46931.42212324102
1,48142.21135726496
2,44753.963515969546
3,42850.982243510094
4,48443.315790558496
5,44455.967516525045
6,46169.661473561406
7,46430.44052517739
8,45098.03116242625
9,47471.343516805064
10,45599.564235763384
11,41640.262654701604
12,46217.08878897704
13,45929.71107717157
14,45690.91993800158
15,46960.06138025671
16,44044.99201781608
17,41564.02216511478
18,47111.451562104696
19,43188.842040490104
20,44738.799503327835
21,45816.22657930258
22,44229.61320110711
23,44872.839356920886
24,48928.23903587776
25,42866.34400663888
26,42202.61315575563
27,40403.542682350606
28,46581.19147724773
29,46607.73567561818
