,0.25
0,33810.10976997597
1,38605.13737805406
2,33866.56035128935
3,33530.82870474987
4,35504.74698889418
5,32559.79263171662
6,34801.69407305956
7,39526.950412614766
8,37811.42900043856
9,36499.045064709775
10,33958.551685388185
11,34647.269124474085
12,33035.040634022705
13,32808.2745086231
14,34251.30332037721
15,32960.974838279566
16,33683.947638716185
17,36432.14321548331
18,32551.27735973838
19,35973.19723128363
20,34463.13571021961
21,34485.74836246355
22,34248.2079304644
23,36055.93450246346
24,38045.32955805364
25,35502.79074174971
26,32782.11294990792
27,35444.75061276282
28,34214.56095388019
29,33819.04888410823
0,35656.07148776647
1,34522.60148944441
2,34633.532188136414
3,33673.53062707157
4,33494.95525723731
5,34234.614539821654
6,34956.847130579496
7,37186.53951897569
8,31382.696087103534
9,33452.23094369017
10,34658.878852786715
11,33508.59323164007
12,35447.97267418731
13,33436.544085952984
14,35310.13245860221
15,34477.20654042541
16,34510.699507643796
17,33796.747187222965
18,35931.36374911929
19,34715.106719016316
20,36201.95153912556
21,36121.6764825408
22,33210.70216470831
23,33062.838648280034
24,35350.8057030743
25,36592.15634506448
26,35606.94215990081
27,31777.356145366004
28,36412.39990725997
29,36823.45315553653
0,37133.001346998884
1,34688.63427089467
2,32748.379295959905
3,34090.96677916073
4,35411.221043373545
5,34295.55523818485
6,34548.26376807145
7,31802.212042165465
8,37618.74475502086
9,33024.34549004478
10,33971.2930209373
11,33684.484429801756
12,33014.50020481549
13,32116.902682154345
14,34075.53709658959
15,34130.199687987995
16,36587.14918657708
17,32999.30756064836
18,32740.667660937226
19,33939.32528305245
20,34090.85478206172
21,35160.42504123834
22,34714.40962618175
23,34201.072296176084
24,36582.73065110403
25,33730.217555884905
26,32451.76338891234
27,33438.27677063246
28,33243.203742254635
29,34137.97198051226
0,33503.39599211783
1,33734.67205775979
2,30769.32341963374
3,36301.86374469717
4,35540.52824881987
5,34150.92059860947
6,34129.42977879764
7,34538.44158318357
8,33877.73612581526
9,33817.91069715636
10,33512.298859433984
11,33982.39465526042
12,34529.25689899404
13,35377.92531902181
14,34398.36245769029
15,33476.7801434612
16,33699.48725634743
17,35412.70190611288
18,34668.98304049372
19,37108.797940064804
20,37428.238106175566
21,35850.05308684734
22,34685.75038906462
23,35176.693438203394
24,33962.1028961639
25,35267.09079849221
26,33079.82433440415
27,36116.93931108461
28,33119.402885574884
29,37940.15792087739
