,0.5
0,69587.31636756846
1,67877.037249782
2,68475.23678741339
3,66946.32511490978
4,70933.28726015118
5,73781.80793501648
6,70114.11206663163
7,71239.10858835382
8,60735.58804713015
9,70327.14297099427
10,62252.71442683658
11,66438.88613485971
12,72313.407173924
13,65524.02107996021
14,69628.35923114016
15,70129.44937701416
16,67466.66207261277
17,65579.07453821649
18,67515.3277935943
19,72818.46665406312
20,65326.856290635136
21,67550.38991039198
22,68315.90308910215
23,66119.19127409377
24,65936.84147535531
25,65589.14682965692
26,68412.2417939763
27,72145.90461488388
28,74512.82678317933
29,68202.58129067262
0,70442.38833349639
1,64644.511106044476
2,67022.21501797052
3,66141.13271187227
4,66686.64141966925
5,68728.15232695072
6,68694.35732296694
7,66505.11211006407
8,62852.11704186951
9,69641.39831680701
10,68629.0956517284
11,64400.06451507839
12,65416.03069014442
13,72506.76463110787
14,66626.21631708165
15,60941.0344003763
16,69195.22429146276
17,66858.37398564188
18,62726.93044505461
19,62653.2685096045
20,67715.11084847324
21,64731.337819111584
22,64064.97542475315
23,68717.91304617867
24,65101.40722107329
25,64220.447915517376
26,63722.203943589084
27,68991.9217928957
28,63900.27580493322
29,72067.99739361032
0,64339.09679345885
1,73124.58453477036
2,67951.54259813305
3,64409.21407529971
4,68223.52316696255
5,66074.49043555686
6,68229.68080376933
7,66936.54698708374
8,72033.67031578285
9,73290.67753000921
10,71400.98906071758
11,76556.393721427
12,73859.54216564856
13,67947.20056754813
14,66537.38838494384
15,65884.4495903407
16,73435.27848920967
17,64254.490325644234
18,67417.13123241853
19,67757.75030844015
20,64475.06068900867
21,67384.8897940367
22,65127.493484136554
23,68421.24181569979
24,68714.30176384587
25,72079.33074811447
26,69252.11317222488
27,68580.14789605902
28,63023.45749425899
29,67262.07802667822
0,71465.02513168466
1,74369.21914482675
2,72745.82729155787
3,66535.68715701377
4,67752.56751315322
5,62175.76543635006
6,65025.33700053511
7,67879.43102279327
8,68378.10811430236
9,73782.1462242196
10,68850.95601886632
11,66175.62212251058
12,70260.98066506325
13,65286.411494480424
14,68171.22101627427
15,66293.20457016627
16,62360.307610768636
17,64679.89629392231
18,64174.0028288267
19,68984.81418810577
20,74725.72123182405
21,68084.8153000295
22,71537.75627189667
23,66416.90290650594
24,65545.39760001814
25,68775.27483835391
26,70538.22528063234
27,70097.8854389914
28,67743.70325923512
29,72203.84154070634
