,0.5
0,37115.16476554647
1,36153.35147921158
2,40485.779046881355
3,41449.59971415293
4,34159.625626387504
5,38959.82488467571
6,33509.16005668954
7,38229.160301701966
8,35925.77226154286
9,38858.827938569906
10,39691.30231785403
11,38570.2162343233
12,37430.53866232142
13,39548.960898488695
14,40180.938533227345
15,40102.21995746824
16,36787.980343229196
17,37302.26563317262
18,34757.82637757902
19,33516.98869608866
20,41233.901037973126
21,37027.57517492673
22,36747.41174514247
23,36593.46405621877
24,40848.407523497146
25,41062.718654928394
26,42342.45302247581
27,36693.21547141322
28,37797.25341777133
29,40048.873288443276
0,43579.75978218513
1,38960.405615669806
2,37291.587424681085
3,38200.20892727205
4,40970.70550076723
5,38121.64877619699
6,39039.02990713072
7,40214.137351403966
8,37834.98730884721
9,41158.798078549255
10,36867.37509180581
11,37192.670585105574
12,37739.179519150406
13,38565.08285436271
14,37061.971571594004
15,35239.61446073489
16,40116.19743690574
17,41834.07156016297
18,37675.841199916526
19,42038.04447045726
20,39597.89789176328
21,34771.11082028433
22,38221.47070558938
23,38797.37265812027
24,39856.24933232207
25,37906.3366833286
26,36339.25905593857
27,38208.08053615289
28,43186.10145997704
29,34375.208435540306
0,37402.757695554494
1,41546.69850096058
2,37124.90902195493
3,38641.232369941536
4,37345.12777908309
5,37123.40951707237
6,39113.419019234796
7,43293.31415801237
8,41074.33427007466
9,39843.80792249169
10,41229.786463749115
11,40484.422366802224
12,39358.85654539793
13,39084.86097280476
14,38664.42080695015
15,39319.4144685687
16,37899.96073060942
17,36231.39577267316
18,35869.39224896511
19,38475.64388233175
20,41996.971194494035
21,37409.61294382479
22,41777.32378047793
23,32990.91725497611
24,43051.177568687504
25,38578.999931695296
26,34159.58612269164
27,38729.61882015233
28,34917.266546896215
29,38645.69020042914
0,36119.09349461686
1,36141.41788131815
2,36185.592675618434
3,38437.61631749565
4,41360.15745779723
5,36369.02481809743
6,40838.00169327058
7,39717.98781995796
8,34266.85246022696
9,39099.26846674324
10,43689.44883227563
11,39107.59790406491
12,40856.76458634062
13,34717.59905751545
14,34933.90764378519
15,41198.494492080135
16,33510.83798740293
17,34871.62713894775
18,36847.25241958678
19,37585.157292739554
20,35771.23936994966
21,44418.22713177705
22,38385.77088731055
23,40248.50626945367
24,43329.35067722229
25,37965.95442956587
26,37456.192742989035
27,32869.01574054639
28,41738.04377723563
29,32540.21854611531
