,0.75
0,66187.7014588455
1,59366.40642242986
2,60912.596436319734
3,65768.45332809622
4,58246.48202633087
5,63297.21408764368
6,56820.38445964794
7,59943.82152277329
8,56394.42005095049
9,62496.31843813165
10,63308.64130396324
11,61094.847327294956
12,62919.34164597947
13,58621.45966407777
14,64810.64543124809
15,58855.01607935967
16,63530.83595194201
17,55723.109137516745
18,59786.57693660388
19,60442.94018433262
20,65699.83903241152
21,64259.67275602268
22,63326.354392741894
23,60445.28358002134
24,66819.83284417026
25,66612.65078374336
26,63578.45325547768
27,60553.4124405383
28,68743.37713951708
29,61352.58493376443
0,61001.43193656305
1,59057.64030040087
2,59701.954174852326
3,63492.247461655104
4,60169.76844923551
5,59464.48518191431
6,66763.33145031273
7,57998.048696194135
8,60609.051810379264
9,63893.34362341081
10,60420.941592938354
11,63712.039183261666
12,61102.36696076089
13,64959.310849628084
14,64295.982227944885
15,61138.706931864195
16,58796.19243837187
17,62380.85924327026
18,61127.59619472913
19,66667.96727974288
20,68441.22895810433
21,55278.0878228677
22,62063.361140568115
23,60666.86577631294
24,58454.85545259385
25,63121.93080815061
26,61620.2774407613
27,58495.36729736977
28,59870.118869668186
29,61652.09886112592
0,64384.06352807528
1,61874.96828490435
2,62745.103585054356
3,57237.63039981647
4,60264.22485082886
5,63189.28494321555
6,63271.83960045042
7,59307.911938246056
8,58405.23938651367
9,60635.56533036988
10,67032.29656564517
11,60427.88777115327
12,59718.35707565234
13,67723.7076461889
14,65629.03100440494
15,63637.538223589385
16,64940.63722865351
17,59425.00373399854
18,59095.87194868302
19,64234.286159633906
20,63925.55404580308
21,65200.37355249328
22,69032.67563382372
23,60015.165135978576
24,57766.51365650124
25,62230.55647858344
26,62321.03039353453
27,58186.38260059823
28,56713.02259421165
29,64997.6075857747
0,62793.260478066455
1,64644.235840875845
2,59449.09574546027
3,57100.638491098696
4,58379.49433319566
5,60814.84686747686
6,66880.47597254917
7,52564.771675323886
8,63238.8276469961
9,59537.79904557202
10,60972.23535350212
11,61760.20633556236
12,61578.838994321246
13,64601.129294027014
14,59501.76327624264
15,61239.63624274302
16,61848.532781353526
17,54814.93856030765
18,67916.67647585605
19,62363.81361488207
20,61449.498900601226
21,62366.565698126
22,61296.649465810035
23,63788.228603544245
24,58661.47464528663
25,62241.63130824796
26,63858.05344802822
27,58298.024753620375
28,66449.84018917962
29,56686.90386101649
