,0.25
0,28912.036610758067
1,28748.42461262826
2,27349.76113005179
3,30192.075581461144
4,28306.782162598192
5,27602.17005105242
6,30775.738042027813
7,26294.197753903336
8,29083.29746739391
9,28634.150566823642
10,29063.22056810136
11,29290.11204156687
12,32476.560472339217
13,28365.708220091125
14,28810.544758007058
15,32117.70913640448
16,30952.618539460218
17,28488.19054318373
18,28714.81269838527
19,28465.695621045517
20,29580.971604674723
21,29470.076746714614
22,30086.126110770147
23,29497.975729011298
24,28072.95572457423
25,28257.99827508305
26,27291.80011805625
27,31057.568549304167
28,29099.287844350514
29,29084.902355030186
0,30928.41398800472
1,29662.88168694992
2,30973.612035067294
3,29060.944750398423
4,30048.794344793543
5,30089.729808064203
6,29710.13530360761
7,29557.27470433919
8,28130.89382811776
9,29621.0114662864
10,28561.005364852106
11,33271.98886252584
12,30415.190195758067
13,28524.52697816467
14,27820.504057541864
15,30078.450136670574
16,30495.48544010447
17,26808.22087366685
18,29583.918160610163
19,27529.312437267217
20,30150.54009651393
21,30428.938939938882
22,31005.903267483696
23,28834.591468591694
24,28068.90730426619
25,29434.999357637567
26,28783.520423605758
27,26666.060579713096
28,27692.56687308792
29,30430.529153717693
0,31829.908311390947
1,30397.853666720166
2,27898.592111612645
3,29218.550109545264
4,30417.623547472424
5,28615.571124684404
6,28993.425685538274
7,26812.62506309867
8,30619.714556419905
9,26898.777393435365
10,27536.488601902904
11,28929.92504256441
12,30765.86431857423
13,29561.24047275962
14,28211.86608545752
15,32325.378108406654
16,29059.10276144967
17,29051.772665412744
18,28075.463571585926
19,29361.03506533563
20,29158.798934059367
21,30884.533267574825
22,29325.637527244227
23,31414.132798991817
24,30134.64883094801
25,27254.593859076533
26,32831.611588978616
27,29344.70275435746
28,28664.934182057055
29,28542.601838227358
0,29490.884726395645
1,30165.79521486984
2,27498.891904692544
3,27203.741637889554
4,27900.385159441947
5,29070.844015622548
6,30465.60300589442
7,30334.854840889562
8,28182.70994857223
9,31814.982819408757
10,31041.678467826332
11,28255.45364658251
12,30088.66945458339
13,28756.09548226554
14,28704.85999834186
15,29165.49776352093
16,27497.92433269868
17,28470.93878835624
18,31391.524181753975
19,27952.66759430303
20,29401.836958084434
21,31669.6574684326
22,30514.06234689436
23,33806.73369374263
24,30009.481896933572
25,32562.247153320346
26,28946.28430862168
27,31714.775355058315
28,29792.67039340704
29,31063.062757649317
