,0.25
0,33880.51055253299
1,31832.924462848372
2,36552.1613705672
3,31386.964151999848
4,30824.192463638403
5,34082.18347896967
6,33777.034056678
7,32348.791095995894
8,32404.25124657254
9,30254.819958485827
10,35212.173225354585
11,33207.61880792976
12,34350.44157746523
13,33814.47193374087
14,32001.082908719945
15,34876.07877683234
16,31184.75961581543
17,33458.351839102026
18,32991.87151573777
19,34266.746631371374
20,34251.58608631842
21,33073.40810087513
22,34161.32568104326
23,32970.12661447071
24,31550.93081701259
25,29602.588399348053
26,35230.87434411463
27,30447.616782893667
28,33373.71600123175
29,34093.834101763896
0,30905.059733556685
1,33473.39579604431
2,32507.095418226134
3,34504.89487375203
4,33997.33675514321
5,34835.128134866005
6,34528.907069069886
7,34108.28546522443
8,33799.81983628733
9,33725.69348939824
10,32569.17127044163
11,32900.12196412873
12,32349.02975838691
13,34365.28078231517
14,33039.41345426224
15,31667.68904368288
16,31713.265881832773
17,31676.376307839153
18,34139.616040249624
19,33847.27440374118
20,35708.26344068778
21,34141.98227255419
22,34948.75143094706
23,32557.32208178919
24,31669.17109259687
25,33494.87262282895
26,33655.95245210221
27,33864.064119203875
28,34615.57268182811
29,31945.89899644745
0,34882.6071507844
1,34093.00379042613
2,34802.33839790745
3,33047.886826393624
4,32056.973738966342
5,34909.59515377251
6,32402.805505353976
7,33504.40058391265
8,34651.63884308995
9,34727.443904244676
10,33253.53986730676
11,33157.89903296809
12,34581.70682620085
13,32593.529032576866
14,35243.90880374168
15,33060.106290819785
16,30994.733556431103
17,33098.18369293225
18,35275.456475411374
19,31481.823568537897
20,33682.95193777322
21,32388.9086134567
22,34584.40083084989
23,33928.22088140003
24,30368.284161296222
25,32516.55734555825
26,33101.6682058113
27,32965.891890503364
28,30084.17206439048
29,32650.34813388898
0,34002.95917058912
1,33197.3480698016
2,35469.002333807126
3,32720.36316301428
4,33031.9569258443
5,34403.76807063405
6,34809.43688850725
7,35421.76713916507
8,31833.487203674602
9,36482.412388499964
10,32590.033562591285
11,31483.183658415666
12,33847.02334936195
13,31058.459986781647
14,33280.079809882445
15,30985.81600474647
16,31495.6734002515
17,33402.73527676137
18,31855.74033003471
19,33413.93992951278
20,35050.05682043513
21,34905.71961023557
22,32385.98587774363
23,33056.56473311114
24,31292.56525267147
25,31276.73644602676
26,30748.38801082618
27,33913.12228802876
28,34270.70135969746
29,34468.48160369503
