,0.75
0,26932.19065269954
1,26345.512436326346
2,24517.612557931065
3,24698.38444061708
4,26275.755441154753
5,23957.40089953857
6,26546.348105182064
7,26207.443295391815
8,24739.586673249214
9,26702.193951893565
10,26101.61617341113
11,26067.947126663275
12,25365.377904594177
13,25039.72852470574
14,27552.933126910044
15,24988.618891926693
16,25846.39997180312
17,24901.073117815675
18,27476.17166509029
19,27280.911710124088
20,25499.807836416774
21,23594.663453446527
22,26187.769992753605
23,26032.676398235897
24,24196.495996235873
25,26017.798489506124
26,25635.371962623118
27,25329.767852395293
28,24561.743791267876
29,23921.256112698902
0,25603.954121904815
1,23871.234403349736
2,26049.95213922271
3,24443.9520024038
4,25564.888465520668
5,25478.474299268983
6,25832.95687047743
7,26738.832639875276
8,23379.652801467953
9,27425.395336499816
10,26286.433324934525
11,25319.567188018675
12,27917.687773787722
13,27220.198879433014
14,24443.83095002524
15,27389.848649125684
16,24821.24712910511
17,25100.008276682012
18,26404.528241209868
19,27968.73752444665
20,26280.478898074554
21,27069.8906883162
22,28388.21003593474
23,26939.63174440974
24,25316.822736249655
25,25366.114099338796
26,25350.682635415942
27,25108.12606531083
28,26393.676974684335
29,25054.473021268397
0,27537.335545904603
1,26999.147146751686
2,24665.860947372643
3,27753.769244140814
4,26249.440605089563
5,26735.845804783756
6,26440.473055376868
7,24835.073570132587
8,27328.93743042955
9,25655.159146908467
10,26320.09220063454
11,26780.69874192465
12,24684.734737660812
13,26546.141040186503
14,24484.398475596936
15,26321.018473472584
16,26278.797722237712
17,24664.058210313095
18,27523.501190185154
19,27289.957464213345
20,25755.774050796488
21,24339.001005829996
22,26297.713909928163
23,27129.60036912696
24,25993.676913498195
25,23882.64494393674
26,24796.626971495458
27,26883.78764263109
28,25313.342571707268
29,25760.988521430045
0,27894.017139800737
1,24613.70306726975
2,26916.9602726674
3,27928.11364077129
4,26321.486815701064
5,26506.107560001583
6,26716.649450569836
7,24374.062882943108
8,25689.37080338359
9,26105.018923276253
10,25957.020458990886
11,24329.25490282722
12,24617.990177732536
13,26676.0727960492
14,27070.591018047548
15,25473.62361124529
16,24893.106065784537
17,25791.729725095436
18,23273.32722676969
19,27565.564768466727
20,24902.63161974486
21,26816.791037058443
22,24402.583099779204
23,27002.100028764882
24,23684.08138938015
25,25943.314213638077
26,24837.31950165158
27,25719.376120564317
28,25839.279777024203
29,26740.24992803539
