,0.5
0,39339.17828895568
1,39774.37729799597
2,42656.42220702393
3,40909.30029033768
4,40162.07198461678
5,41503.31733622079
6,45940.90167003634
7,43461.36160949545
8,38864.73930541064
9,39540.358161969365
10,41987.0309821718
11,40724.51195174668
12,42781.32632655961
13,43866.90730537432
14,38507.798859178234
15,39095.35049396653
16,44361.338014342335
17,41309.40655531325
18,38024.61635399778
19,35951.73397271688
20,43303.86113299662
21,39135.422927433676
22,40184.658311085834
23,40044.52350618144
24,40029.904231587985
25,41437.148306250936
26,40143.6278821375
27,40443.270364521515
28,46309.47873863263
29,39463.3935791211
0,35955.93044407664
1,41237.195442185286
2,42817.30400369746
3,42649.079122969895
4,44911.57257992176
5,41575.92727331363
6,42382.94064879969
7,40623.8668126408
8,42880.40398335427
9,41890.734102525705
10,43735.11271275494
11,38613.30292128747
12,38780.27891071947
13,43293.70168401214
14,40021.62166612207
15,40236.78134404639
16,42077.41889266641
17,44179.913266027
18,43523.03575078878
19,43861.27082662662
20,41302.41770865219
21,39268.85669681671
22,40324.34783285606
23,41130.37880270916
24,40312.90442104689
25,41903.25364017786
26,45647.6344114492
27,40992.69334353724
28,39407.604698088966
29,41649.42778482053
0,40754.970607294694
1,44265.555472294334
2,42174.55284741261
3,39746.73990548382
4,40857.008081630185
5,40084.693269769494
6,36627.640335706164
7,44309.34403765775
8,42392.12845911325
9,36328.469331534194
10,41132.61720621622
11,40078.62465111157
12,36420.85530769871
13,38685.75336114296
14,39040.898976579105
15,37968.31149733704
16,45335.9733297407
17,44615.9920754615
18,43414.99948907783
19,40211.941264272384
20,39448.61939628377
21,40432.0255991153
22,38803.900445378255
23,42431.78785727929
24,45056.598987833066
25,40060.162563226826
26,38885.73486994368
27,41303.621738608716
28,42629.339662919156
29,46960.142231551254
0,41944.72537798852
1,42100.85548196979
2,38176.774247327055
3,37600.136033811475
4,42396.53624714604
5,41888.16268731931
6,41449.97222261028
7,42348.38691268526
8,41763.45585413176
9,41576.43019218814
10,39860.03917190532
11,43794.3872362746
12,44362.43238493099
13,44350.61617328588
14,36888.11756218039
15,40798.94174368788
16,37260.65222234456
17,38441.5224711504
18,43402.62392857996
19,40790.447504534335
20,42482.285102388705
21,41388.950668736215
22,45105.45254376183
23,40796.34958451954
24,37719.47738193131
25,40557.87415942367
26,43285.311307536955
27,39381.411061166684
28,40284.44633507861
29,45363.40389138317
