,0.75
0,58493.04152064274
1,57840.83197719608
2,54341.493648112984
3,57818.23917075804
4,57154.465446147355
5,57334.59196750447
6,56371.1984996667
7,56871.83595304856
8,54774.565571416875
9,60992.755913855515
10,56172.037109902805
11,58150.855313874825
12,55151.54995822042
13,55613.151827895876
14,55428.43978773455
15,53949.84362641112
16,52658.64065562214
17,53213.39683027165
18,54698.55426325558
19,56681.21213658784
20,57703.872807413056
21,56800.67510446044
22,59391.088186379224
23,55725.943418479364
24,56089.55750302759
25,58468.7223165564
26,55791.32215754808
27,55537.36987180872
28,53428.37294022802
29,59172.45254284016
0,53604.891570472704
1,55066.64857512818
2,54956.02661040234
3,58592.33089793548
4,52586.15044305026
5,55473.24388505778
6,55998.73632352723
7,61449.71866999045
8,54627.16852179338
9,55484.366125732195
10,57181.40965923803
11,55115.55108882787
12,59062.00030925025
13,56030.317384622664
14,56571.09439075266
15,52663.779000499446
16,60127.63345296537
17,57679.49877898213
18,58444.51207166619
19,58006.19089905557
20,56750.043650773165
21,57734.2592692012
22,60560.41613262881
23,55433.69496098972
24,57403.582801410266
25,57861.45712493073
26,64616.53984848504
27,55222.28375877166
28,55440.28145377587
29,55311.18508184617
0,55929.21507560988
1,55419.288488761165
2,60942.52608487749
3,55673.43988330605
4,54054.18753953884
5,57436.82942343829
6,60792.204419841095
7,59730.6681780909
8,55804.14287078539
9,57072.858394785
10,52958.43677622057
11,55327.3909317118
12,58002.97317614247
13,53492.187172693084
14,59521.16577675091
15,63551.532547026785
16,56831.908382531685
17,56999.01487776254
18,55783.81777059989
19,58608.1976173145
20,53342.581179839515
21,54582.23907323385
22,53787.59306808769
23,58708.08870786543
24,56562.35034950616
25,57822.92948793392
26,58814.17634769004
27,56419.25961291735
28,54265.01355787322
29,52120.28308492909
0,60642.71684225947
1,56701.785161664346
2,51190.94279848475
3,61432.42478799523
4,57986.86389131043
5,57803.573543885526
6,56976.58679968554
7,58554.51102979197
8,56496.19820625
9,56842.39624256358
10,52190.186921495486
11,54821.02864082325
12,58513.6024776809
13,54845.739360622494
14,54504.363921513075
15,53791.10255183955
16,52904.12203988191
17,59746.96456011308
18,60042.59160457558
19,48310.274130279926
20,54240.31978416017
21,58742.30142714501
22,52875.24200653141
23,53324.280602668434
24,55473.926696190414
25,53161.976594951535
26,56120.02708374615
27,55091.8234682273
28,52570.62558212894
29,52963.16800952555
