,0.25
0,35450.03174096491
1,37712.03776536343
2,37914.729424525
3,35970.68489717017
4,38322.00097327176
5,39138.76748075684
6,38962.51613933213
7,37308.075151886944
8,36683.00090763258
9,36089.48673709282
10,36635.67702421355
11,36034.46009615272
12,35712.14817798575
13,35947.71358074522
14,39044.43528664214
15,39767.8310846251
16,37716.92287329461
17,35634.12039657928
18,35604.60202297842
19,40667.9367222959
20,36002.91456238447
21,37362.99628588313
22,38856.4811561068
23,34180.03791459028
24,37510.143092958526
25,39272.960683107
26,34371.03413182589
27,39481.91914198488
28,37266.2632655546
29,38867.84559386786
0,36349.41791088478
1,36153.29200569539
2,35041.4052859264
3,37103.158392788755
4,36708.3170822539
5,37851.448558171476
6,37732.39708167692
7,36448.081279302925
8,35266.65239997454
9,35508.31589825231
10,39437.344766283
11,37983.99033962617
12,38486.989962537766
13,37882.17898099536
14,41545.33677012202
15,36220.03859872175
16,35937.684065066256
17,36097.3387321453
18,35759.06337364364
19,35850.153600514546
20,36254.67697190275
21,34289.53534939854
22,35424.27743884876
23,34463.94955078365
24,34504.617422951946
25,39543.42305145857
26,38484.85654200626
27,35904.71388076135
28,36444.294584751624
29,37206.34355677791
0,33795.91128550672
1,41485.07291210338
2,38915.559490294756
3,35729.09335199774
4,34454.15347780354
5,36578.32128492781
6,40249.23875261431
7,37080.796908425786
8,38709.100815163
9,34981.810507666865
10,35528.026632226465
11,34950.0155832648
12,38393.81944863458
13,36617.18736753413
14,37936.133128584974
15,38555.90068687219
16,36549.68746713486
17,36891.66510446919
18,34526.605561537275
19,39405.27145519196
20,38995.261626018546
21,37052.84751670988
22,38019.53489159257
23,37198.14372280634
24,37951.11606079516
25,39505.95854772413
26,35936.91037161253
27,42094.78953604761
28,40006.592608735366
29,35056.49232920793
0,39340.43188107227
1,40370.09240590254
2,37757.641502017534
3,38103.998178096066
4,36168.44574223741
5,34576.43068348332
6,36995.214833046964
7,43946.4299955457
8,35227.453124504085
9,37655.02391337653
10,35592.723026613014
11,36068.06163294744
12,38413.211230023146
13,37194.50119931605
14,36777.69814631684
15,40721.593012598016
16,35721.74942009856
17,33948.00727864715
18,36107.91968044399
19,38738.23554409729
20,37233.438994056596
21,37270.43498220841
22,38127.570038515245
23,37364.337549399635
24,37186.9272380426
25,34673.35953599583
26,34495.43273975056
27,36759.08398012542
28,39041.58369279206
29,36594.71886102494
