,0.25
0,23266.698630789986
1,25071.85540739227
2,22948.40827868365
3,23237.445668306827
4,23441.018084048148
5,24021.912243026607
6,22520.999376546995
7,25762.732405376348
8,22474.551822587073
9,24225.13267086918
10,23311.510660710373
11,21183.908366373664
12,22215.43803022811
13,23401.807397514032
14,25669.136261117867
15,22904.692142316566
16,23240.61115347019
17,26613.570276376107
18,23355.27152857875
19,23105.323088552625
20,24465.04731896343
21,22765.722268643676
22,23402.22832326992
23,22928.39135873227
24,23591.742957557075
25,23123.224722372048
26,22405.5787052116
27,23932.167889811182
28,22020.38801658572
29,23318.02952316522
0,23065.657855985726
1,22626.568766753677
2,23242.037484253593
3,21371.912115632895
4,22606.783791506372
5,23918.41211905682
6,24509.678764065924
7,23618.565270483134
8,22881.244251243384
9,22483.07560883777
10,22128.868824654626
11,22484.335151882467
12,22797.835566316928
13,23483.474427997393
14,24416.33258684885
15,24349.8283001983
16,23306.26663455012
17,23162.27016466911
18,22707.949169624626
19,26213.777128593138
20,23173.924286298257
21,21512.88533423497
22,22774.42367499785
23,21358.120354349932
24,23231.44471441814
25,26815.550440632862
26,22369.359527949782
27,23591.209836772538
28,21868.981554427202
29,22560.934482462733
0,22750.388343716033
1,23953.225944487993
2,22074.04524287857
3,23141.250435315942
4,23633.654336779502
5,22001.678853153906
6,23611.0835657221
7,22588.046406952846
8,22490.19659391071
9,22225.38452541599
10,22331.187260820985
11,23191.6887311347
12,21869.977750294674
13,23823.051890628827
14,24099.020748828683
15,24348.427569684685
16,24034.839523116883
17,23705.07719123254
18,23401.06544881955
19,24132.93235103861
20,23693.82250449606
21,22356.957865413056
22,21865.941639426623
23,22505.92887592656
24,24402.547768419332
25,24475.257941852018
26,23514.711168201076
27,23825.21194866607
28,23809.46615657337
29,21862.17335302142
0,22377.285437454924
1,22997.192829307958
2,24094.108732229357
3,22486.48762900646
4,23414.718559813173
5,23620.12643229364
6,23003.13183961854
7,22808.093510364237
8,23219.118228275667
9,24124.654099303996
10,20436.581120358966
11,23127.81618061809
12,23479.922617966993
13,23903.91051363028
14,22029.086108462772
15,24207.735111049402
16,26068.047559528062
17,23872.799062540067
18,22152.888523380225
19,24036.344870195084
20,23353.122682320532
21,24304.72525405059
22,22047.20107179936
23,25029.406008051337
24,25609.181785300254
25,23004.317251359917
26,23157.588649110596
27,23684.11981175781
28,24616.782303957585
29,23223.34556580952
