,0.75
0,63686.43989781233
1,59843.113284177525
2,57590.79301563445
3,57099.11883299915
4,67018.91504759372
5,62644.260531602435
6,57693.81372187693
7,61274.53742709898
8,66208.23362970479
9,57356.4151073799
10,59091.38973517183
11,61739.7448359891
12,63316.57785710831
13,59911.231591805874
14,65294.33370755185
15,56819.34528576065
16,58046.953287681536
17,59415.88555834511
18,58281.395287463034
19,55004.895900682866
20,54757.62211945558
21,54991.33609009877
22,67149.22216373651
23,55687.412392808816
24,58008.32034909351
25,61211.886511783036
26,57840.73040631123
27,60185.05781665692
28,55053.898425726846
29,63161.0631329035
0,59892.05383234164
1,54980.46058037297
2,59894.7073187465
3,63982.808414872925
4,57721.31499290556
5,55669.01691402945
6,58196.18742496311
7,59211.07609989774
8,63111.733892275144
9,56423.94899123503
10,66478.82157825881
11,62380.72817031258
12,59148.08395067978
13,56852.91640180085
14,59846.852818853105
15,66452.35311348575
16,57145.82652531672
17,57168.80234548222
18,63045.51164960952
19,59264.10694668312
20,56217.4214594701
21,57065.88256717217
22,58771.90884813817
23,62375.8505257634
24,58993.528258605365
25,62876.71633564078
26,65280.8907677888
27,64121.4589281865
28,54357.56273889651
29,62659.39743158443
0,59558.60742144513
1,63672.928135367074
2,59109.03357629035
3,63260.54660915385
4,53838.88817483139
5,61674.24300317594
6,57304.95719993384
7,58612.436828326965
8,63024.704299709614
9,59862.505741685534
10,56593.95580213435
11,61437.612716626856
12,56097.46517345245
13,60300.455196381154
14,56650.64314052443
15,60391.21539947333
16,55051.3806846387
17,63132.649762092944
18,60691.467822027334
19,66021.57682301736
20,58565.29355904566
21,59150.010155893935
22,63030.54104085001
23,60039.62177439543
24,62950.81157150432
25,58425.1822887611
26,61792.93473358933
27,55876.483588939205
28,56638.688722755345
29,57566.20547547245
0,56983.89207942127
1,56271.396415655254
2,64742.44619936541
3,63126.46109101605
4,63381.14984301882
5,61705.61793633209
6,57844.24309883316
7,58866.324300217944
8,55986.10529619301
9,56901.94729582879
10,60472.592397257
11,66238.78008981352
12,55557.67839616968
13,53838.05644312057
14,56214.17001837412
15,60596.93846757329
16,57809.83125065719
17,58142.94858473153
18,62744.43801089382
19,58960.862972710456
20,58558.58013140513
21,63422.567518977616
22,59312.192206560016
23,56238.62416802905
24,66640.15385481
25,55347.251201604464
26,59448.26003017964
27,61618.06067775668
28,61433.267200303955
29,54469.78124694606
