,0.25
0,31324.566754756408
1,31442.36206782898
2,31418.174466907385
3,31241.055657287685
4,34509.081542941116
5,30349.282869958435
6,36710.86323121214
7,31640.77161485807
8,29651.298194135292
9,31588.545926340284
10,33583.65891030568
11,31429.637989168317
12,33199.25070644979
13,33490.49147174884
14,32905.844460373744
15,28766.69696373008
16,34240.65270147139
17,30703.64961765025
18,31722.46261115745
19,30686.375638836307
20,31781.078539107857
21,32859.62698626468
22,32987.02933781097
23,29723.951730687382
24,32395.497315211116
25,32985.966014221085
26,32739.592555931296
27,34108.5024711302
28,31169.1329447477
29,32764.605427705523
0,31044.800226549654
1,32605.320742395597
2,31805.87775033285
3,30833.345298277985
4,31326.63883370344
5,33715.69979241785
6,32368.601307420075
7,31899.361594826507
8,32686.70218472008
9,32313.411362846622
10,33211.27654785341
11,34752.11642556843
12,32864.77918269783
13,37179.958845747846
14,30240.431884832087
15,30785.367037785083
16,30944.201149418306
17,31383.418287828626
18,33672.96851064769
19,31094.492778944055
20,34082.079519925566
21,32820.834632417864
22,35252.314657312585
23,31728.709957575462
24,30997.945905500885
25,32510.998164220135
26,34406.625150949825
27,30607.107314453086
28,33394.66685024282
29,31668.0829917905
0,33687.55057355814
1,33847.50106384456
2,33137.82204191189
3,34934.26665434634
4,35995.07775333467
5,30930.560657522117
6,35431.80027128616
7,33873.58188953472
8,30220.511660177177
9,33486.47031398833
10,29258.200632245575
11,32662.629249334062
12,31565.6302912539
13,35386.06471875399
14,30730.76453011516
15,32939.43972060315
16,30711.427028040976
17,35885.763530674
18,32216.880642843724
19,32839.81764015086
20,29968.866193708487
21,34138.484885898266
22,34599.058536384
23,31272.86523941123
24,31804.45172890375
25,35314.97813807074
26,32288.790509016522
27,34671.13189816645
28,34570.10772595122
29,33409.85312208261
0,33413.95617864963
1,32475.759392289685
2,30934.58080576035
3,28776.243918096025
4,33300.99313035342
5,32844.01041577917
6,30449.37287027713
7,30913.76566808584
8,32901.915574838524
9,33611.60725997839
10,32776.04917937614
11,31525.782033296615
12,33490.63942148847
13,34404.57067691144
14,31840.298281912626
15,32694.835381928413
16,34557.700340634496
17,36951.45850057362
18,34309.02686188534
19,29492.595589690816
20,31712.762401408796
21,31892.82338432111
22,29765.434552340397
23,32629.59010413277
24,33739.31717482097
25,33564.886867716756
26,30579.116543059987
27,36407.7263934959
28,32676.486502520023
29,31897.935977978286
