,0.25
0,34239.97465127993
1,36227.289086013676
2,36140.69161160391
3,37645.2614398159
4,38237.64915892684
5,34221.27097088752
6,37644.44645912438
7,36438.80514003747
8,36546.230190336646
9,37308.163672623115
10,36088.22370542423
11,36257.2125336822
12,39958.42264573215
13,37107.990333496935
14,38057.0791896878
15,36026.7983533744
16,41082.953589966295
17,39005.964795772736
18,30833.931557042983
19,34991.49394027358
20,38902.380571667556
21,37996.94477661085
22,42200.65285143829
23,40574.866645571055
24,36949.69096356858
25,37174.604077176766
26,35490.416877741016
27,37056.33658808349
28,38604.56500471156
29,36019.794087717106
0,36010.31274708185
1,36179.40201228691
2,36444.20802068379
3,35859.38135901294
4,35154.97020095076
5,36169.15143176474
6,39718.19542457612
7,39566.71541273754
8,38815.887177244265
9,37627.616542720585
10,38023.67696675506
11,36484.47376624598
12,36813.52497503144
13,38486.74655219358
14,36890.516760443934
15,34975.76974243725
16,36583.76574414529
17,38070.544729506706
18,38891.77760526056
19,36788.377642071595
20,35336.481950584566
21,37912.2501649638
22,36096.01989100689
23,40146.23842857698
24,38967.98088612669
25,37668.05463785323
26,37113.16232637943
27,37402.45710859662
28,40650.42142378565
29,37367.38885187417
0,40003.36986365735
1,35225.101815072805
2,37430.46359116838
3,39120.68164182518
4,38899.60971062469
5,37877.05726088353
6,35258.78131974279
7,39335.41543262177
8,35003.79773569001
9,37350.96152576353
10,37164.191421934716
11,37464.38402781381
12,36605.57556777046
13,38132.52132660038
14,37322.065534422916
15,41639.79777328355
16,35139.88999049901
17,37594.76056713209
18,35684.32011472251
19,36709.07170671615
20,34525.38086212824
21,40494.651893566166
22,40167.71461252985
23,41151.10740333088
24,37423.534645936306
25,37259.843805941695
26,36591.05058496894
27,38077.245972415876
28,35626.126638228474
29,38047.773234070955
0,36931.887973654455
1,37266.60903063667
2,34600.684013539554
3,37995.47743261848
4,38626.566136342684
5,38071.80695605815
6,37697.09757359141
7,39573.18458026304
8,40845.59055860841
9,35870.35384525685
10,37558.46351412896
11,40127.51224014581
12,36075.699533313404
13,37637.47964458207
14,38739.09591704496
15,40074.2721090353
16,36934.34143018145
17,38985.08995214649
18,37310.621521764646
19,39194.41346081147
20,37525.62170353975
21,36995.72132163508
22,35028.59179700472
23,37500.470515663605
24,39642.299353692215
25,35969.10060239675
26,39186.08048516265
27,38467.33365244675
28,37150.74095858783
29,37684.510535844325
