,0.75
0,32252.647689782454
1,34991.34357401909
2,34010.661057102116
3,34669.03297381885
4,33533.97331834484
5,33468.87840556815
6,33274.070176254536
7,33071.489038591266
8,38968.61552947096
9,36581.722323572925
10,34665.433027924024
11,34972.71304893187
12,33895.62656708525
13,34779.37857218329
14,33863.853343187606
15,34363.405924561375
16,35855.44792078325
17,35176.04133730236
18,36272.47177258371
19,34140.27724698344
20,34945.45736433263
21,33936.477803830836
22,34055.67605808735
23,34582.59593598578
24,34485.216410217916
25,35581.48972701361
26,34160.26443697099
27,36714.56604372781
28,36539.332339610206
29,33661.23630610892
0,34490.02070388217
1,33493.07334121137
2,35034.32033594268
3,35776.40887026217
4,32910.30656558613
5,33760.7604468488
6,33821.92897183113
7,36606.64268058338
8,33718.86811221079
9,35316.76738218685
10,35101.14004474117
11,35128.298684914786
12,33861.04905566536
13,33713.05144666143
14,34819.92886944868
15,36326.786876221566
16,33762.31649671973
17,36497.43925475405
18,35577.02598844554
19,33136.98448336442
20,34018.04375448189
21,34229.46766192135
22,32712.994119470288
23,35259.259304379775
24,34306.50499109948
25,34064.14589961226
26,33563.59313482868
27,32372.92316717395
28,33789.94958950942
29,36147.22088420548
0,35166.86152454334
1,31984.09987761019
2,35715.37500573607
3,34774.61688170895
4,35281.14469739191
5,33078.50058132755
6,34279.11657352162
7,35533.49323852066
8,37885.09628643379
9,35339.826279932924
10,32203.74928546185
11,36546.533243553116
12,34658.393766828245
13,34906.9527686124
14,32556.197080623053
15,35824.908085795556
16,32708.503821574017
17,32949.044181053956
18,34769.51343781642
19,35155.07641175345
20,35533.19917506011
21,33803.67064605858
22,34006.91764489453
23,33773.813878567824
24,33558.334309403144
25,34408.697441056545
26,34769.61928842868
27,33535.8204955875
28,35048.86748415078
29,37051.43573430649
0,35860.15682052167
1,36320.91821024713
2,32431.861666636076
3,33837.3750314107
4,34962.1752375654
5,34950.118425979206
6,36242.91328517423
7,31630.505587815467
8,33567.37783120255
9,36234.717290897046
10,35403.53750294789
11,35436.19728430632
12,33166.06081286246
13,34070.11914080245
14,34243.051641562546
15,35100.04717094059
16,34046.29180378327
17,37259.78784693617
18,34013.5771105033
19,34373.8417448675
20,34508.816330816815
21,34429.596474667174
22,35098.66488176912
23,34605.38900421728
24,34791.4385941061
25,36229.01711278611
26,34977.794991417744
27,33806.38740901861
28,33977.64312399107
29,35548.85742823112
