,0.75
0,26370.782996682534
1,27299.769587681407
2,26850.494960142594
3,27570.316940998
4,26991.43584175494
5,25687.9208187426
6,27128.37085217115
7,25512.158819049822
8,26630.36343944033
9,26472.182113250845
10,25667.65726800847
11,27913.65589148774
12,26546.43389757653
13,26545.28712422272
14,27099.012622800245
15,27696.634723746498
16,27478.18379201689
17,27464.612038965915
18,26752.677495645607
19,25799.74586206006
20,26594.986183568
21,25590.236354330325
22,26730.891194902797
23,25095.600383782006
24,26022.223002955077
25,25696.92608414154
26,27068.300133970093
27,26509.676489631787
28,27895.543027270127
29,25146.218645271514
0,27007.480672493657
1,26648.17724899016
2,25661.87102004262
3,24792.28604028213
4,25772.373098890836
5,25877.388500135192
6,26745.332655842216
7,25673.19018720656
8,25734.680638624686
9,26624.142985867922
10,27650.630497870934
11,26538.424030405396
12,27908.39944841637
13,26853.009571370345
14,28296.098293708903
15,25018.181230836522
16,26752.5204289657
17,30847.402327920463
18,28166.251889479227
19,27503.931769110157
20,26879.498789323294
21,27541.84472661619
22,26641.69213215741
23,27944.694810872094
24,26906.310747545875
25,27351.63800826184
26,26086.46954683408
27,25752.906878663496
28,24817.286576166527
29,25903.711364406765
0,25086.908470899485
1,27942.139448379014
2,25279.529290568717
3,28280.37949160104
4,26129.5803588656
5,26229.365572773437
6,26461.591058180577
7,26683.67859135305
8,25405.885480719433
9,25828.877640278446
10,28517.487415948905
11,26463.098641645454
12,25774.36444653992
13,26999.17512872723
14,25577.01776656245
15,25251.727246037706
16,24583.38197234016
17,26660.73057106945
18,26016.511405216665
19,25892.557699631743
20,26867.852302293995
21,26570.902870819133
22,27349.75444706894
23,27851.01539192067
24,25336.87969939466
25,26873.79702477021
26,29171.094670785344
27,28036.003355385412
28,25425.78246639238
29,26441.64866568712
0,25894.499399951877
1,27990.08121162835
2,27072.40507501353
3,26412.626475539862
4,25886.48510472468
5,23856.867664100333
6,26365.52335270176
7,26182.44865702362
8,24501.329458568984
9,27275.21912782476
10,25851.722615688133
11,24792.911510269314
12,27736.391484010644
13,26730.04916070571
14,27867.328530629453
15,27796.979184555017
16,25704.76979231009
17,25688.4054515198
18,25039.901793076835
19,27167.03043631038
20,27378.78375861591
21,26565.90188024574
22,26822.390329005084
23,27025.49513459682
24,26338.94333004866
25,27956.427916228753
26,24951.65499738954
27,26066.272874432336
28,25813.084206951993
29,23990.456490017215
