,0.5
0,49764.04174582634
1,49575.152041434754
2,48581.82580002453
3,50400.933123904
4,52063.664210139854
5,48825.503475408164
6,45677.768612372485
7,47264.712657187425
8,51143.65617630548
9,52774.74605413666
10,49036.26465896526
11,54074.20773922065
12,54396.095495910005
13,51353.82322542158
14,48137.75499306232
15,55370.83162782635
16,47564.14257795858
17,47883.24951995276
18,53256.5249254437
19,43607.32375386282
20,49092.585029384594
21,49366.50798113165
22,47710.07493234126
23,49128.31154393292
24,50289.43557857058
25,52521.41723948208
26,50230.943151345964
27,47961.72726201974
28,47951.80928559244
29,54760.89506568505
0,50550.91272000688
1,50536.96562805173
2,50589.505531174946
3,49553.8138892219
4,51349.45236712794
5,50713.4141959347
6,52122.056128352764
7,49667.13468991017
8,45931.17161489506
9,47558.91137848593
10,52772.40342991748
11,57526.06833751621
12,49368.843674687356
13,52602.92439129193
14,53689.51330712742
15,48841.59448702026
16,47386.6984420839
17,53387.97054944237
18,49957.63875454849
19,48690.18181639687
20,49579.67730746575
21,47602.28675646677
22,53790.52998203623
23,47137.33176635209
24,46305.479073832255
25,52739.216541547845
26,50870.24783332098
27,47041.833716559566
28,49666.58281625118
29,48631.39236533103
0,50547.372498619625
1,52876.81314826671
2,47000.27069152926
3,54381.718773617955
4,49911.9519284954
5,50439.18804689742
6,50170.002877848376
7,47087.67152065468
8,49768.48288692794
9,50020.3715338849
10,46300.286335791825
11,47239.708665026425
12,48459.22490870315
13,52482.643915813955
14,49939.7943363291
15,46084.651030668945
16,46419.30642413967
17,44208.42151994288
18,46758.37219700503
19,51322.38657415894
20,49028.79059680118
21,48834.54102856672
22,52255.30808480996
23,53340.85348672362
24,50094.08050846573
25,53168.46839617667
26,49355.004674316806
27,49388.24744215451
28,51476.098393921784
29,49987.76587055364
0,50514.03409027535
1,48539.84781627252
2,47074.22291515473
3,51947.490097922106
4,52308.864522540294
5,52346.50443425344
6,48805.104892202755
7,50677.97750437946
8,52223.19921236146
9,53193.60131483048
10,50947.62427292586
11,53338.45459132176
12,49244.58826454843
13,46708.077712978265
14,55759.40331923638
15,49358.064194353705
16,47088.3566934348
17,51271.557677906254
18,50304.74152985711
19,46606.66705460387
20,55438.99004010018
21,50414.89866690199
22,45427.283997098035
23,51338.0692729532
24,51093.37830952939
25,53774.43091092992
26,53703.62906552118
27,47211.242164751
28,45300.47580679162
29,47252.426255161365
