,0.5
0,36283.98434945786
1,32819.93513094249
2,35075.511920097
3,34308.323086253586
4,35135.60107672741
5,40128.30956201589
6,36901.74335344233
7,36100.29027316661
8,32104.651161579928
9,34094.794655970865
10,29673.272915485126
11,35098.92744726502
12,33153.98243267906
13,34993.840389182995
14,35489.35693131971
15,33340.57166256981
16,34443.879363640975
17,32843.572690540226
18,31326.46136683224
19,35032.29172102287
20,32685.0241840504
21,33708.11904036824
22,36899.71529164193
23,38288.66972808772
24,32798.20444307218
25,36116.79668988236
26,37377.458507909614
27,32063.643409946075
28,36669.933515897676
29,31938.011274522712
0,39281.83696873011
1,33278.68490540925
2,34149.07363887809
3,32069.475301574843
4,32952.721749865355
5,33611.10246725883
6,35365.0217784212
7,32600.155657574145
8,34185.281226532505
9,34400.49454615653
10,33992.324930184164
11,33004.00352177168
12,34793.1470010625
13,35555.67673974367
14,32689.39171515675
15,34642.96900168598
16,33421.64689798731
17,34073.6129243321
18,34802.28323756238
19,33394.87074633274
20,36252.74625086855
21,33259.99625364986
22,33098.40793685142
23,34550.57058367107
24,33796.15412672383
25,34002.05093601293
26,32607.14747160301
27,35697.75341482795
28,34585.89151735152
29,32580.776140586127
0,35207.01412600103
1,36028.56599376505
2,35153.079502435685
3,31696.169600475692
4,34657.62484105648
5,31646.46594309939
6,33598.16255575767
7,33059.2503803797
8,35460.69807077438
9,35489.26184101521
10,33405.379547958946
11,37279.94528668622
12,31319.63393953073
13,33749.518493307565
14,34411.16537850826
15,34814.92029338699
16,32201.450177159873
17,34063.426221608235
18,33813.33936194689
19,31531.36048956446
20,32845.81382580777
21,35484.5751181779
22,34507.441429170576
23,33627.629129588655
24,33198.5439537023
25,36325.87556772597
26,34316.30529704187
27,33852.04931834661
28,33979.59938250379
29,35177.297191343685
0,34510.414771126205
1,35997.82374915735
2,32952.542916325554
3,37206.208339994046
4,37493.93953540864
5,34922.89073324983
6,30770.317916873475
7,34876.8244473944
8,33809.51535879684
9,34659.755303414175
10,34933.70916358715
11,31498.849786022623
12,34901.93624400349
13,36704.998835418344
14,33519.89611414247
15,36352.39354424671
16,34702.028784921546
17,29812.821854611982
18,33478.10754717492
19,33920.76053039957
20,35998.384758299486
21,33339.34078765885
22,32502.521576810894
23,35429.41159562873
24,32372.38896833918
25,32862.51909428341
26,36405.942041940434
27,36391.66586891418
28,38844.60175713707
29,35218.83868397373
