,distance,num_discovered_nodes
0,27814.795810938773,148
1,25882.808657297755,148
2,29381.858581858436,149
3,25557.98716342726,144
4,25485.99390531076,148
5,25439.19428113003,148
6,27804.7330792209,149
7,25717.975693249125,144
8,25275.107751623484,147
9,26472.650558603575,148
10,24915.24246933516,149
11,27204.170913223068,149
12,25166.46493629008,149
13,25350.33849445765,147
14,27179.303557806546,149
15,26388.28600619942,148
16,25895.52904220445,149
17,27107.266456987803,148
18,25750.566857127484,148
19,26240.40469297768,148
20,27183.65984420584,147
21,26042.113126119366,149
22,25696.73839346488,148
23,25188.470830272134,148
24,28070.679151070457,148
25,24605.155944612485,147
26,26006.647911193046,147
27,25957.18907919286,147
28,26741.75481998402,149
29,24226.769393974282,144
30,28893.006744078226,148
31,25570.351421077798,148
32,26578.16616569083,149
33,28226.501767945447,146
34,26502.612562335104,147
35,27011.98748276031,150
36,27074.971998705212,149
37,26891.38903235088,149
38,27083.36941963276,148
39,25195.53984387603,149
40,26467.249890905976,145
41,25389.643904541677,149
42,25370.449745338414,149
43,26167.66104246322,149
44,28600.37894144116,148
45,26577.689465412906,148
46,24968.252521386457,145
47,25878.05455286001,150
48,25208.292998817982,147
49,24710.104430197116,147
50,24938.63465469675,148
51,29655.46910476597,148
52,26109.809750605513,147
53,25932.51259545455,149
54,25456.78667254136,147
55,24262.89334877766,148
56,25043.91214444869,149
57,26186.672960219188,149
58,25644.892684639413,148
59,25595.89723362448,149
60,27070.41186337976,149
61,26395.97499520509,149
62,28450.801119061685,150
63,26547.937556739864,147
64,24956.880180898435,148
65,25540.274043328896,146
66,26399.352911175993,150
67,27442.165841883016,148
68,25366.482680022888,148
69,26142.101061428068,148
70,24407.868657799034,148
71,27650.869363903785,150
72,26559.102551868953,149
73,25919.568178643436,148
74,25461.18406324838,148
75,25102.218778365164,149
76,24507.420251875516,147
77,24944.75960743963,148
78,25984.685930875155,149
79,27602.840782775955,149
80,26316.63944074283,149
81,26999.352230782595,149
82,26798.728106111677,149
83,25382.97371264424,147
84,25032.079919417523,147
85,25177.56249551425,148
86,27924.82241069116,147
87,27260.563111587275,148
88,24230.21081814774,146
89,26597.714764197553,149
90,28312.807956838948,148
91,26493.208726228833,147
92,26385.328135787666,145
93,26993.42046214605,149
94,25338.61680176842,145
95,27058.957620592406,148
96,26748.68909378397,148
97,24270.175844975234,147
98,24778.439325649466,145
99,26494.75092620664,149
100,24392.94241729087,148
101,27439.566429303843,148
102,28428.799590022518,149
103,26489.785496295368,150
104,27289.81541446314,149
105,26712.505280576384,148
106,25369.261565783076,148
107,25465.528817198207,148
108,26783.3361546156,147
109,24917.077298255066,147
110,24641.309331520457,144
111,26991.233475231653,148
112,25910.18529637088,148
113,26309.02729796656,149
114,25001.521763475077,148
115,23738.85664805871,145
116,24227.99471560875,147
117,25185.592021908396,149
118,25444.807564519997,149
119,25372.223129895043,148
