,10,num_discovered_nodes
0,26641.284549200464,62
1,25252.690281963085,60
2,26928.767589334377,64
3,27973.014268436524,65
4,23236.908839696895,53
5,23066.686619004366,59
6,27347.981019143866,64
7,23721.043871952785,60
8,22973.405935128565,57
9,25888.028448022233,58
10,26546.70615386712,64
11,25440.417863072384,59
12,26694.682582075322,60
13,28520.91962790296,58
14,26477.706414330416,61
15,28934.164090200484,67
16,32070.63413698827,68
17,23127.09881433076,59
18,22341.555846549138,54
19,26000.539410434558,66
20,25872.040045880454,59
21,20599.63567594483,53
22,24492.539368536414,58
23,25089.77757426753,63
24,26626.63867393574,61
25,20774.9230972085,61
26,24378.430561292425,61
27,26280.12822036772,57
28,24281.376604934267,59
29,25602.21870036894,68
0,24907.183482049222,67
1,28534.79501179144,68
2,24804.033375600244,55
3,24547.334449690065,67
4,24152.99248501725,60
5,20805.54789362611,55
6,23668.65705946102,49
7,25449.911684951105,60
8,20834.145692712977,58
9,24288.91261490292,69
10,23424.294121603827,54
11,23841.162649834423,56
12,22567.005482762892,50
13,25392.18441707463,65
14,23749.523809032697,65
15,24881.01736154176,56
16,23424.616164029787,52
17,26317.072382897695,63
18,26105.042585107964,68
19,22880.854475776814,54
20,20381.225065786573,55
21,28356.221334522812,63
22,24129.464390623605,53
23,26692.28348070869,60
24,27100.679359778533,64
25,25356.189377117513,65
26,30862.4960756139,70
27,24600.656487433876,56
28,25620.984718739703,62
29,28624.28425162255,59
0,24896.602027727462,60
1,23518.53801430736,68
2,23989.439529983578,56
3,26504.852332416227,62
4,23749.12516298718,57
5,26447.79683994146,74
6,25792.881152443915,64
7,22326.31551214939,56
8,25457.296938692358,69
9,26447.878108898007,60
10,23436.362892092042,59
11,22851.60309697473,57
12,22242.334046710996,53
13,20900.979143261102,55
14,23081.088849917887,54
15,27671.97204573,68
16,26291.200832447263,60
17,25416.319604945114,61
18,23177.550272861874,63
19,26517.910214357624,67
20,26948.081956678976,61
21,23397.84193857323,57
22,25340.499520194335,62
23,26357.30776699101,61
24,27950.39202022338,73
25,21747.030269778472,57
26,28190.439156478118,61
27,22992.91301587411,50
28,26762.89608305531,65
29,22365.55084445706,55
0,23133.148914181817,57
1,21239.272768724346,54
2,23118.06047816821,53
3,25714.475121254774,62
4,26188.42361858633,62
5,21604.399556922657,60
6,23911.95893650728,61
7,25106.117365136546,63
8,25003.92046039851,63
9,23725.795640597604,59
10,27161.179802451978,65
11,26008.22180939352,64
12,23997.45782026795,55
13,23694.304970048634,62
14,22736.054685155876,57
15,22092.501241211146,51
16,25089.53735989293,61
17,26004.627697145737,58
18,20798.1432378947,52
19,24458.89959445084,66
20,28065.980341803574,66
21,23619.138196231168,55
22,25228.89606648844,63
23,21523.93007625072,55
24,22986.46458577873,58
25,26665.823518959176,67
26,26690.21386674438,63
27,19700.84146475379,49
28,23409.846304990562,58
29,30370.59845802981,65
