,50,num_discovered_nodes
0,29394.03760742856,50
1,28194.414716347408,48
2,26577.4224402297,47
3,29212.745990749143,49
4,30050.8559140419,46
5,28110.947857936473,48
6,27909.389903823016,49
7,27947.96184332713,49
8,26106.808879817305,48
9,28486.2490638589,48
10,27191.109275398794,49
11,25547.81795560889,49
12,27021.3586883842,50
13,24856.138552340177,43
14,26284.4884392658,47
15,27299.58866104583,45
16,27066.083086514307,48
17,27649.894954953787,49
18,26334.540838747358,48
19,28432.235925223973,48
20,27847.791886635387,49
21,27229.33140519063,49
22,27336.898377328347,46
23,24959.274893827875,44
24,26110.29115390029,46
25,26954.46920746163,47
26,28096.85349001196,48
27,28090.994549104453,47
28,25123.847385439516,45
29,27216.75060643661,47
0,29110.35186306786,46
1,27805.288233009047,47
2,27851.27489903568,49
3,26903.097223127832,48
4,27340.540980816575,46
5,25726.753663107902,48
6,26596.243990948704,48
7,29854.953920486318,49
8,27844.364533173262,47
9,30530.73808475914,47
10,24672.900857034067,46
11,26814.794654449022,46
12,27536.495936021576,43
13,26661.333458651592,48
14,24530.625966652005,41
15,29190.43592704561,48
16,27097.81449850778,49
17,28405.024479155403,47
18,27755.70994944459,49
19,27062.20295268705,48
20,26159.804809779504,46
21,25475.60197280585,48
22,28747.354902705887,47
23,27458.38842182623,48
24,27054.537934796263,49
25,27193.225867552326,49
26,29109.78619183107,47
27,28734.978072948375,49
28,26770.57172078569,48
29,25448.565532542703,47
0,27568.78698414839,49
1,27666.66139877818,48
2,26980.938362166555,49
3,26961.46465787563,47
4,26347.111721777863,46
5,27170.127188626502,48
6,28533.65553440345,49
7,27119.894766661244,47
8,27569.208700876177,50
9,27609.04591697398,50
10,27346.92134659636,47
11,25728.727507997548,43
12,26247.58016594797,48
13,26353.803759711944,49
14,27066.78682772947,47
15,24357.22574723285,49
16,25347.70120410732,41
17,27611.660196135956,48
18,26530.923994482717,47
19,28668.000105317467,47
20,28605.190039986475,49
21,25980.310181856225,46
22,26434.095820485472,49
23,27422.897111256287,44
24,27468.00225087983,50
25,29336.75174532868,49
26,25870.54610862157,45
27,27602.617349672466,49
28,28215.709143015745,48
29,26508.739164269144,49
0,28460.04131819823,47
1,25577.24468083225,45
2,28112.2512368412,47
3,27410.027844907687,47
4,27350.91544048462,48
5,28319.604504098967,46
6,27118.19492009206,47
7,26457.568930837027,45
8,28486.37267829064,46
9,28114.237564149134,49
10,28036.84989338048,47
11,29265.742980963714,48
12,27266.351886887205,49
13,27292.578887073712,49
14,27154.547333493734,50
15,27933.128712569,47
16,28110.331644945018,48
17,27091.269497841877,46
18,25134.799560363346,46
19,27803.976714604643,47
20,26828.550681546065,48
21,29523.577906156504,49
22,27583.869973989462,49
23,28336.016278522176,49
24,27863.912921268813,49
25,27416.17956514948,47
26,27317.125433408022,46
27,25748.812676825863,45
28,26128.75099418351,46
29,27102.43016238442,49
