,distance,num_discovered_nodes
0,30340.413161666664,150
1,33688.70698594088,150
2,31562.003884766305,150
3,30486.924895665008,150
4,32890.5688414253,150
5,32442.080758449858,150
6,31645.08979567456,150
7,31605.31592359079,150
8,34120.574136516974,150
9,32087.987633649478,150
10,35027.55487943123,150
11,32211.740710998176,150
12,34274.39041008838,150
13,32774.66888638236,150
14,29374.67488435727,150
15,33716.059196135866,150
16,33299.95528060924,150
17,33797.356477806585,150
18,33017.64642486598,150
19,34374.74165682672,150
20,36954.19258966686,150
21,32724.698319984444,150
22,31563.73231266786,150
23,33269.77073624237,150
24,34289.60930902374,150
25,34003.818362129045,150
26,42011.590226133885,150
27,33740.59934074211,150
28,31910.41979076802,150
29,30300.684164929437,150
30,33580.2460772934,150
31,33172.117628107386,150
32,32582.33669417401,150
33,32927.001107316086,150
34,34467.66312559439,150
35,30555.00532310833,150
36,32884.059702062405,150
37,31634.159774404907,150
38,40283.051734981564,150
39,41125.101288928614,150
40,33868.60607487725,150
41,38541.072976684176,150
42,36743.18228735476,150
43,35208.14460731914,150
44,35018.06918748077,150
45,35154.078449063054,150
46,34680.04451328185,150
47,32909.61694182768,150
48,34015.28624300424,150
49,31744.430523357383,150
50,34538.02837995011,150
51,30853.04168076767,150
52,34963.34033983251,150
53,33495.338918882895,150
54,34259.17857366233,150
55,32855.671470209534,150
56,33311.17487114346,150
57,33768.22481144415,150
58,32356.153446023367,150
59,33432.19668524593,150
60,31211.67011160113,150
61,32281.375869031974,150
62,35275.11985095311,150
63,32883.26474166636,150
64,32339.913433180624,150
65,34686.353461116036,150
66,33646.383572614424,150
67,33528.32321735912,150
68,33333.3237427427,150
69,37026.5872036636,150
70,32474.193638638517,150
71,35581.29979788548,150
72,32501.213067566518,150
73,34355.771623031724,150
74,34058.758726028165,150
75,32583.759844142725,150
76,35446.92141894527,150
77,32619.345982728602,150
78,32688.69721524698,150
79,34270.35876637463,150
80,33556.515759512455,150
81,31117.556904860172,150
82,31892.509299984362,150
83,34996.287768144306,150
84,33170.04252005188,150
85,40560.00897733066,150
86,32205.05705577037,150
87,35124.3375055892,150
88,41026.635468932036,150
89,33536.003696570064,150
90,42791.82241528161,150
91,34182.63841698764,150
92,38293.520659578935,150
93,35088.06677541885,150
94,40255.67386348164,150
95,33161.97597420209,150
96,36645.83103569507,150
97,33396.31729621647,150
98,33192.27088022762,150
99,32795.46641969627,150
100,32177.943028447873,150
101,32404.800780104226,150
102,31701.380819859944,150
103,31643.419708566093,150
104,33441.15944852469,150
105,31448.810806120717,150
106,31937.571529534926,150
107,31328.502717143856,150
108,33984.39882605313,150
109,32588.206410003506,150
110,33732.614707640416,150
111,33420.48563811174,150
112,33458.45531325532,150
113,34610.422108856124,150
114,33203.607500024336,150
115,33121.41858915387,150
116,35197.75208439638,150
117,32163.027290800084,150
118,34144.90621718967,150
119,33375.010188598964,150
