,distance,num_discovered_nodes
0,29448.87070287563,148
1,30638.64109958983,148
2,30738.56737282748,148
3,28580.734950759062,148
4,31800.7628763378,150
5,32197.66536623274,150
6,34770.3169229514,148
7,31643.481746225574,148
8,30317.426940165504,150
9,30829.07857333528,148
10,30949.98984281906,148
11,31004.141519694174,150
12,28076.45124671656,148
13,33120.11421125215,150
14,31472.212061031783,150
15,31985.16079562384,150
16,29996.62457814964,148
17,30687.014396199753,148
18,28875.5006851829,148
19,29753.35994055494,150
20,29580.070096442352,148
21,27515.5288152257,150
22,31037.981800604775,148
23,28239.749091360587,148
24,31985.66964072427,150
25,31429.39974408836,148
26,29607.070729745534,148
27,33391.368956373604,150
28,31985.853056582346,150
29,31225.65065529359,150
30,31511.184706114043,148
31,30211.446663135815,150
32,29491.32235366492,148
33,31457.21538122676,148
34,30075.83647948364,148
35,33118.647858481,150
36,31445.44005829953,150
37,30666.89935953902,148
38,29896.677787872708,148
39,32993.047203926355,150
40,30824.707730884962,148
41,33125.91514756018,148
42,32524.40159690609,150
43,30406.630061695974,150
44,28910.629121898255,148
45,30853.944916550445,148
46,30178.350617637378,148
47,31625.128682900326,150
48,30797.72568121491,150
49,31048.006526274174,150
50,31307.02223114074,148
51,33442.27743560954,148
52,30736.47900132099,148
53,31185.583697320482,148
54,33979.35332090833,150
55,32618.329503354915,148
56,30499.45869019397,148
57,31797.328688816953,148
58,32100.597028541444,148
59,30927.56492006621,150
60,32460.19493989743,148
61,28343.810382906548,148
62,30337.03114090289,150
63,34235.72204030097,148
64,32673.791722869046,150
65,36427.4436968555,150
66,34362.156372952406,150
67,33369.85673928169,148
68,31579.70889497071,148
69,31649.104659843928,150
70,28203.52508148759,148
71,29586.064748926176,148
72,32118.268508400186,148
73,29854.464240790272,150
74,30983.432442467074,150
75,31208.540196028658,150
76,32350.93216888274,148
77,29215.311000961785,148
78,30623.143512892035,150
79,31781.227681204953,148
80,30235.407959220942,148
81,31257.42757256326,150
82,32094.648386586392,148
83,28451.19056653356,150
84,28265.634284680025,148
85,29948.648845867498,150
86,30317.73744062603,150
87,30023.922054252904,150
88,30871.395669235062,148
89,30724.37998285031,150
90,30711.486180384745,148
91,26811.317555113696,148
92,28628.655897544206,148
93,31325.1863223847,148
94,33456.70530089116,150
95,28624.23183556032,148
96,31015.13999125224,148
97,29534.60723490429,150
98,29610.37937552601,148
99,31380.85005047144,148
100,30965.61200307411,150
101,30136.54339317551,148
102,29345.94105351772,148
103,31247.309269334793,150
104,33503.3053680078,148
105,31698.610171098975,148
106,31378.97793311494,148
107,32488.174464636886,148
108,29854.120338963305,148
109,33998.54480248936,150
110,31274.529262809505,148
111,33562.22077946328,148
112,30677.341700062265,150
113,31890.819117886866,148
114,29747.92547525185,148
115,32085.2612580002,148
116,30870.356137286537,148
117,31890.646534803353,150
118,29317.49156573038,148
119,30891.545783146474,150
