,0.25
0.0,40796.68379654044
1.0,46378.21528557527
2.0,42412.540676367404
3.0,44136.44586848535
4.0,44360.892807164084
5.0,45255.7671802386
6.0,45491.014313854255
7.0,46111.558632221866
8.0,44090.04379935181
9.0,41409.494727025085
10.0,42063.847065113034
11.0,39997.13176473664
12.0,42966.56043344933
13.0,45208.8967063052
14.0,42035.72851187488
15.0,45066.50835866125
16.0,42615.302503762
17.0,42774.03323200624
18.0,42181.831571755465
19.0,44127.96196203277
20.0,43657.697998927586
21.0,45234.47065794873
22.0,43341.069811784764
23.0,42811.85875875866
24.0,42408.132227610986
25.0,45594.1779876575
26.0,43413.29505810642
27.0,41844.30572296502
28.0,44899.21935676655
29.0,41957.36742758377
0.0,44025.06676990206
1.0,43385.77684438919
2.0,46640.133665460686
3.0,47726.61134286606
4.0,40107.23501057805
5.0,44682.98606276089
6.0,42627.562792988196
7.0,43937.08123478665
8.0,44939.33690161783
9.0,44485.18213035993
10.0,44683.07511486861
11.0,48068.45520598826
12.0,43128.94810495861
13.0,41961.721813847886
14.0,42929.916170086224
15.0,42914.32531945206
16.0,41012.75013303871
17.0,40076.406147615424
18.0,40566.88409394344
19.0,42531.892968086584
20.0,43761.00895991985
21.0,42904.348669670246
22.0,44776.71560871077
23.0,44766.885588358484
24.0,46905.94561293835
25.0,40344.707500034056
26.0,47425.20349074325
27.0,44210.897343230165
28.0,41142.974304050505
29.0,42940.720014622646
0.0,44540.800830113796
1.0,42662.587628678164
2.0,46945.67162474251
3.0,42913.26405236022
4.0,47204.15203897379
5.0,46085.257032633875
6.0,46460.4209315374
7.0,43423.08031204106
8.0,45884.025520199466
9.0,46249.21867362054
10.0,43584.10387721464
11.0,40628.61246535212
12.0,43325.706012800685
13.0,43412.88674600259
14.0,46645.17328888012
15.0,41533.21119358649
16.0,46086.91873715528
17.0,44177.62888115867
18.0,42150.117816822785
19.0,43884.97940943826
20.0,42424.04984784071
21.0,46748.10646220421
22.0,43816.91334669335
23.0,43475.066371996116
24.0,43266.64627685725
25.0,42251.03033601629
26.0,47773.58850580747
27.0,46365.75876694478
28.0,44901.73000652499
29.0,44533.634842021056
0.0,42908.48250804506
1.0,46215.66383210459
2.0,40243.17829185919
3.0,47370.93885437937
4.0,38894.933068863866
5.0,43092.77056509634
6.0,42171.358079467835
7.0,41631.122253814974
8.0,42972.31481364179
9.0,46890.56461596032
10.0,41556.74397863942
11.0,42393.33899517638
12.0,42368.118106884314
13.0,44590.338861167824
14.0,44691.403191985686
15.0,43934.73408840104
16.0,43312.67219862553
17.0,41943.6252331523
18.0,41668.35992206174
19.0,46491.59914063394
20.0,43538.78732785138
21.0,44445.38023582754
22.0,46088.31904222501
23.0,45888.294971854484
24.0,45368.21185567807
25.0,40587.73313552109
26.0,45666.57906231212
27.0,42877.00889574688
28.0,43814.40279690372
29.0,43559.178066868815
