,0.5
0.0,51676.228121205364
1.0,56034.02072603985
2.0,51808.27722174592
3.0,55581.264538023825
4.0,53130.85068997913
5.0,48653.01852672287
6.0,60765.506073649696
7.0,48750.18805643542
8.0,52167.58476318959
9.0,54413.55077878366
10.0,49947.86430861564
11.0,53824.11479038024
12.0,53554.10139328372
13.0,51578.117074733826
14.0,56073.45902252528
15.0,54531.71843871541
16.0,53489.33163248481
17.0,54364.316486691925
18.0,49939.30698592457
19.0,54044.10425978847
20.0,53651.025582971015
21.0,53249.24793878924
22.0,51701.93379050901
23.0,55215.917985836815
24.0,59703.52815435287
25.0,56397.32328119597
26.0,52964.911958678174
27.0,51498.90856326255
28.0,53806.34101844644
29.0,52547.22959158244
0.0,58160.69303188957
1.0,57917.34048939924
2.0,49941.11947648131
3.0,51422.203725482315
4.0,50761.14066028972
5.0,51693.10633004337
6.0,51535.70577024378
7.0,55158.001124436174
8.0,54059.71693069136
9.0,54952.548270557585
10.0,54597.28003169966
11.0,54700.18413780293
12.0,53568.47567686952
13.0,55389.14577963378
14.0,54137.43134361625
15.0,62996.05108283327
16.0,53615.688717435994
17.0,49767.49380262788
18.0,56583.404177000186
19.0,57059.33196955107
20.0,55835.303987976935
21.0,50926.724178993005
22.0,53832.40968042495
23.0,57807.31459676273
24.0,56912.091224367985
25.0,51860.723693190324
26.0,56997.55192389956
27.0,51079.03818422054
28.0,52808.02238982458
29.0,54184.29230902063
0.0,51841.93991202373
1.0,53545.32988036172
2.0,52092.910683337184
3.0,51123.17049015807
4.0,54344.8102674213
5.0,56095.94018228177
6.0,53734.551485118674
7.0,55878.077430377176
8.0,57727.66578044625
9.0,53421.773286352254
10.0,52753.93313540149
11.0,53521.12707039295
12.0,52325.051475373126
13.0,57394.421231265726
14.0,56674.22579318874
15.0,56243.9929900833
16.0,53414.27855400316
17.0,50890.87904534783
18.0,53355.8755333814
19.0,52964.6767251988
20.0,55859.70127847948
21.0,52072.07523471611
22.0,57429.552795743584
23.0,53219.06969782968
24.0,55148.15550338991
25.0,51297.405821409375
26.0,59692.03619961192
27.0,52603.828236476555
28.0,55451.79566839385
29.0,55474.496874051976
0.0,58063.325943173724
1.0,57426.81298208037
2.0,53113.29115988607
3.0,51604.33911642606
4.0,51997.88560841718
5.0,56987.43572383994
6.0,54141.93181483321
7.0,54365.32388015785
8.0,53219.80573149847
9.0,53457.59297592048
10.0,49587.81048818489
11.0,50608.005648374354
12.0,55865.65449627547
13.0,50697.977439171016
14.0,53300.45602140505
15.0,53446.13906665632
16.0,55885.44804414327
17.0,56943.976209641856
18.0,54972.19847170959
19.0,49785.866089243114
20.0,53902.67649989064
21.0,53420.05384031269
22.0,57947.326515257344
23.0,52097.58138424004
24.0,51019.21411919292
25.0,54790.72072389024
26.0,57170.92350256887
27.0,51053.86056494559
28.0,53669.255837820245
29.0,54436.25764703661
