,0.5
0.0,37128.94722498209
1.0,35876.671723644315
2.0,38659.21785447413
3.0,40250.234811509305
4.0,37350.870250068714
5.0,35744.795460085974
6.0,37471.52096338237
7.0,36362.84480592743
8.0,33536.61242104996
9.0,37887.595794631314
10.0,39141.7984461092
11.0,37763.70051477643
12.0,34973.216438077565
13.0,36973.76552111898
14.0,38806.28547705699
15.0,34571.17267563153
16.0,37350.439103602155
17.0,37321.935816436984
18.0,38276.955539215276
19.0,37030.59783532971
20.0,35711.186954877645
21.0,34901.807599088446
22.0,39650.60696983509
23.0,37702.798543260826
24.0,35081.88669091349
25.0,36340.54555804518
26.0,35121.62632612962
27.0,39210.28647675225
28.0,36312.07082398012
29.0,36404.764559767056
0.0,35900.88029405986
1.0,36799.53503576737
2.0,38000.04151309213
3.0,35781.51797748034
4.0,36022.62834441304
5.0,38011.4950358219
6.0,36621.471496005135
7.0,38051.69289695961
8.0,33997.754778705494
9.0,37142.54919786755
10.0,37572.73321660284
11.0,37609.557729585715
12.0,37934.656057478904
13.0,33936.66010513675
14.0,34609.47125131311
15.0,37388.12194790777
16.0,35632.14434861389
17.0,36462.58801524727
18.0,34855.23641871898
19.0,42370.00230723232
20.0,35509.70867842418
21.0,37429.651277326615
22.0,36714.645962321214
23.0,36208.704606402614
24.0,35630.54802256644
25.0,36395.07222008495
26.0,35317.76267717648
27.0,38970.826327817515
28.0,35193.34120429076
29.0,37475.21554486021
0.0,34991.97079484446
1.0,37999.398633519515
2.0,33736.05504036966
3.0,35714.92528727825
4.0,39028.100477659784
5.0,35518.0945574917
6.0,38744.15655640212
7.0,38608.81543383796
8.0,36046.916400247756
9.0,35298.94489287354
10.0,38214.98054052475
11.0,39231.84132260896
12.0,35864.13114728334
13.0,36596.09528474634
14.0,35172.7703868185
15.0,35392.67922014885
16.0,37910.089645306936
17.0,35100.609703606024
18.0,33488.378987103155
19.0,37518.566800810135
20.0,34239.018962211354
21.0,35399.92311004043
22.0,37338.132403420066
23.0,34261.862891750934
24.0,35016.400415110584
25.0,37191.815059435015
26.0,36668.39898216135
27.0,35703.72875297071
28.0,36728.080168346765
29.0,36137.91881549282
0.0,37844.71050559655
1.0,34004.93250562152
2.0,37527.6626758948
3.0,38121.4518295114
4.0,32015.564342850357
5.0,35592.67342615828
6.0,37938.517790938924
7.0,35689.802914050895
8.0,36351.16360507163
9.0,34957.94871723717
10.0,36008.89520126475
11.0,36023.60048175573
12.0,36098.1795374654
13.0,35631.120255125614
14.0,34183.98914831214
15.0,37460.31851993262
16.0,37599.42480552606
17.0,34020.914943644624
18.0,34695.508769978864
19.0,36494.016154625286
20.0,34508.75496283563
21.0,35981.11755705022
22.0,34577.58335812847
23.0,36542.70576063212
24.0,36050.14851791736
25.0,38362.476147702946
26.0,36628.093486493904
27.0,34595.24350235503
28.0,33994.298957480765
29.0,35412.04030236828
