,0.5
0.0,67382.63248251105
1.0,70140.72027694497
2.0,71091.83923736587
3.0,63771.312324847546
4.0,72983.22221828306
5.0,69851.18162702759
6.0,65445.27688908019
7.0,70322.51259868797
8.0,69197.28327815229
9.0,65261.74288350075
10.0,70489.36353685473
11.0,69563.48765488117
12.0,66934.36754901477
13.0,74483.42271309602
14.0,69655.48831687093
15.0,69477.71232298174
16.0,70698.30559780612
17.0,67646.01976061254
18.0,68726.22077805233
19.0,68614.50114301003
20.0,71491.48465564019
21.0,68327.85328890642
22.0,69234.63966038616
23.0,68449.43507791702
24.0,66853.89343728988
25.0,75454.12339022211
26.0,73283.29053523156
27.0,62665.231894235134
28.0,66826.57801669213
29.0,66743.40747685639
0.0,66542.34654029284
1.0,73991.85660279491
2.0,66033.09279748886
3.0,72973.18217542168
4.0,67823.47132558125
5.0,71479.21493890014
6.0,69869.32891194483
7.0,61927.02350509866
8.0,74038.63552339724
9.0,69665.84854423457
10.0,72936.02218039638
11.0,66849.72207840621
12.0,65883.10602806443
13.0,63495.65159704379
14.0,68214.90200804103
15.0,68851.92356493219
16.0,61956.1023441917
17.0,68829.03801053617
18.0,65578.07783442124
19.0,70531.78371569791
20.0,67352.2426794695
21.0,66962.8389863087
22.0,64771.66154286122
23.0,72350.53271154469
24.0,69073.80224189107
25.0,67275.15668831808
26.0,70211.5701839793
27.0,65272.688588539015
28.0,71988.27750329852
29.0,66246.17810901237
0.0,67873.90098694495
1.0,67958.10754907802
2.0,69652.24298325049
3.0,69087.59576295057
4.0,69558.92132417565
5.0,65350.31674748017
6.0,73900.63751178827
7.0,64264.73177473344
8.0,66483.40446962544
9.0,68254.63933772506
10.0,70204.26324255309
11.0,70037.69136554773
12.0,71140.46210941725
13.0,72019.96523117714
14.0,71646.00348815281
15.0,69195.25364589872
16.0,69399.821838212
17.0,69905.98504913629
18.0,70835.58793613159
19.0,70397.43714861762
20.0,67715.7227353808
21.0,69336.15986257727
22.0,73939.78366407628
23.0,66581.09758589874
24.0,75268.74392851263
25.0,65139.392623034284
26.0,70845.6334442387
27.0,71574.66481657099
28.0,68038.69557797519
29.0,66216.73114712528
0.0,69082.52387102923
1.0,65785.14690939964
2.0,72763.24764724317
3.0,73281.7804119224
4.0,71313.94781553355
5.0,66906.96691408021
6.0,71573.20835122517
7.0,68140.93177481633
8.0,70087.36280100534
9.0,72625.04021278101
10.0,69663.26634126581
11.0,71489.82975079492
12.0,67783.51023713082
13.0,63045.153522571905
14.0,73215.57293590202
15.0,69250.02891829195
16.0,69988.30679221287
17.0,72677.84783963591
18.0,67720.20467172671
19.0,68592.07139893697
20.0,67269.59900273988
21.0,68793.55256532384
22.0,64783.815853435546
23.0,69488.7530676583
24.0,65411.79629704381
25.0,72165.36772241959
26.0,68572.40341745928
27.0,69147.52910168236
28.0,68740.52106293477
29.0,68171.08934817174
