,0.25
0.0,44705.28857874101
1.0,44365.09189477738
2.0,43666.26891685299
3.0,44040.81330036752
4.0,43471.44561958232
5.0,50189.832324001945
6.0,45742.36344713877
7.0,45404.24784941682
8.0,43739.02937805992
9.0,43991.82345634827
10.0,40133.093933665565
11.0,41004.22489776287
12.0,41500.462910576825
13.0,41979.83416211944
14.0,44507.45466046361
15.0,42405.487325761314
16.0,42854.268319688614
17.0,48706.66002213275
18.0,42151.05488240026
19.0,45418.120106181916
20.0,44658.14158587043
21.0,43649.01978095362
22.0,42520.172841449166
23.0,45666.518719560125
24.0,43787.66630140474
25.0,46614.241786541534
26.0,47273.19119012724
27.0,45382.52381978448
28.0,42382.2887940021
29.0,44043.229024794055
0.0,45305.73525180089
1.0,44462.35561789962
2.0,40748.71012682308
3.0,42458.62591430223
4.0,42946.850088631756
5.0,46121.3829512284
6.0,40594.51004852053
7.0,42855.299755932414
8.0,39599.50722914237
9.0,42597.23388479344
10.0,42646.46221556158
11.0,45243.99389368337
12.0,41209.5324695761
13.0,42166.54036285565
14.0,42685.33019843503
15.0,46121.82619829084
16.0,44060.49698156295
17.0,45637.63267226037
18.0,44217.90810649873
19.0,42286.60757099148
20.0,45681.084319910755
21.0,45476.28338568113
22.0,45157.81141863549
23.0,45573.21760426584
24.0,45336.28356952413
25.0,44981.88507169418
26.0,42939.367883105464
27.0,42066.5923918182
28.0,39927.9690731054
29.0,44610.62162330661
0.0,44062.36956616296
1.0,41756.88496388754
2.0,41399.35149609941
3.0,46168.92691766374
4.0,40738.283930651676
5.0,41439.41306482256
6.0,40678.300819875214
7.0,46547.90739614834
8.0,42672.30194347586
9.0,41990.54162029732
10.0,42017.08106165013
11.0,46308.60928205279
12.0,42751.76369394475
13.0,47500.907373566864
14.0,43576.404035195264
15.0,42488.30939268002
16.0,47749.68655094958
17.0,43067.64146755747
18.0,48477.12658925269
19.0,42363.00297593798
20.0,42475.12332621008
21.0,46965.03474949087
22.0,40865.187653306915
23.0,41635.47242077163
24.0,44746.89638111395
25.0,40820.57564839855
26.0,39469.92506445517
27.0,39415.76039967472
28.0,43097.0454432836
29.0,42289.91888749422
0.0,46004.53576862822
1.0,44633.68837912128
2.0,41335.513737862544
3.0,43016.167919892505
4.0,40867.028802316665
5.0,41546.44895374348
6.0,47360.154172232214
7.0,43159.46406264944
8.0,40570.32058325089
9.0,47117.04343974625
10.0,42556.10426334088
11.0,40706.17734047206
12.0,45973.74929716168
13.0,42684.7560709869
14.0,42613.105688559226
15.0,39125.92833453808
16.0,39080.32901834638
17.0,40963.42994618958
18.0,48759.12062188837
19.0,42754.12842875328
20.0,44109.22187176921
21.0,41191.732231973976
22.0,42105.278636756775
23.0,41385.232441764
24.0,42212.38383535744
25.0,46149.659158220595
26.0,42273.688403354114
27.0,48590.22855205503
28.0,40605.98074747197
29.0,43125.699915309546
