,0.5
0.0,44538.83824626625
1.0,41275.82252339224
2.0,46948.46107459624
3.0,42607.553045743385
4.0,46296.03301915497
5.0,46036.739230096406
6.0,45083.950768555944
7.0,47178.04034576801
8.0,46459.01777581943
9.0,46763.370889651276
10.0,43652.04176243708
11.0,43778.99186624049
12.0,43805.41036115984
13.0,46734.725957404225
14.0,46128.783246054314
15.0,45558.906174789925
16.0,48395.73107298314
17.0,44231.76593417127
18.0,45621.462906778135
19.0,45770.882573140974
20.0,43568.14309681557
21.0,44774.55885715898
22.0,46208.3720438092
23.0,44499.533862036995
24.0,45215.1504433946
25.0,52714.165697511526
26.0,43543.29384317712
27.0,45859.16369453104
28.0,50639.74688557267
29.0,44451.28965311347
0.0,47456.0060583644
1.0,41457.5964583888
2.0,41637.560793145065
3.0,48795.978418940096
4.0,43423.88846745643
5.0,44175.053441300945
6.0,41256.41352601762
7.0,46208.641370675
8.0,43563.48501824998
9.0,50846.651431682
10.0,41138.452153983104
11.0,42774.516080315705
12.0,45763.07704801407
13.0,43758.69538235476
14.0,46204.14669555467
15.0,42347.319342387134
16.0,42652.53397940243
17.0,45019.46254240932
18.0,44868.87387621894
19.0,46233.252422873484
20.0,44566.49632278104
21.0,43723.246783621624
22.0,44273.79336596512
23.0,39368.48928731534
24.0,45500.92520856697
25.0,42895.89011962119
26.0,47030.547166858654
27.0,43928.45375474317
28.0,42222.948350022205
29.0,50374.541647057624
0.0,40998.669843238065
1.0,48316.809132860544
2.0,45234.06081201768
3.0,46194.345127429006
4.0,46895.35774168735
5.0,49176.920623244856
6.0,42692.289543941515
7.0,44246.72898011212
8.0,43381.50141653768
9.0,44769.535513763796
10.0,42486.87454057232
11.0,45279.296862228366
12.0,43260.9234786019
13.0,46396.809314208265
14.0,46534.484952098566
15.0,47093.31142222432
16.0,44937.81777230525
17.0,48568.56831156267
18.0,46117.42888521659
19.0,45570.79593133338
20.0,45431.614822440606
21.0,46524.7313860582
22.0,47679.71324152986
23.0,44263.654868961385
24.0,42799.336722926935
25.0,47727.35715018589
26.0,42524.3156568739
27.0,48004.22113522009
28.0,42976.17110941541
29.0,43219.674554319696
0.0,45926.1906019929
1.0,45433.196831305344
2.0,41911.72820833526
3.0,42944.274402252886
4.0,44034.00801938253
5.0,49937.517777737616
6.0,46408.61084140387
7.0,47090.16138215872
8.0,48681.086458707265
9.0,42973.85315257749
10.0,41941.59273472773
11.0,46564.298946845935
12.0,43761.59973252749
13.0,45832.43738858477
14.0,45949.30772552623
15.0,44049.18816921418
16.0,52017.25619064588
17.0,41983.222845916556
18.0,43943.16489377408
19.0,46904.953292481696
20.0,44553.05898412365
21.0,51644.049836962775
22.0,48646.761920764366
23.0,44708.58907591748
24.0,47385.3359144986
25.0,43457.99018315975
26.0,46723.07037611802
27.0,49251.03890221143
28.0,46804.15891527025
29.0,44965.09499910582
