,0.75
0.0,42450.66126718591
1.0,46509.50978902088
2.0,46345.23395042071
3.0,46229.874836843184
4.0,42792.87170782037
5.0,44139.913206276484
6.0,44104.876350917926
7.0,45311.475125410056
8.0,43253.70296019969
9.0,43599.52340516624
10.0,45029.13993363118
11.0,45585.48734723434
12.0,41780.23261706448
13.0,44169.24295252954
14.0,46464.887646250216
15.0,43782.84590532809
16.0,45870.67444309343
17.0,45767.204866597815
18.0,43250.17242355873
19.0,43251.36080808205
20.0,42862.34999520842
21.0,44675.990399294766
22.0,44160.99508807444
23.0,45724.369255030506
24.0,43692.03391144586
25.0,42728.25922746499
26.0,46811.83451503141
27.0,43538.72269534478
28.0,46578.20238732795
29.0,47891.662368600926
0.0,49027.305288979915
1.0,45577.84949636518
2.0,43025.714702072575
3.0,44191.204184379225
4.0,46563.487578094064
5.0,44492.80203560452
6.0,47030.31055927666
7.0,42620.201804277785
8.0,45955.108968579276
9.0,45209.02758369347
10.0,44658.44478796327
11.0,45974.48135820206
12.0,43124.15729122661
13.0,44094.06664423832
14.0,42338.646411049645
15.0,43998.31199289787
16.0,44352.259945360536
17.0,46045.690960227155
18.0,45465.68522033979
19.0,45755.07339340723
20.0,45765.75013159921
21.0,47175.31990363454
22.0,44905.65511571172
23.0,46948.543057685165
24.0,43524.11891151893
25.0,40340.32656120939
26.0,44654.431985706906
27.0,44014.16433695301
28.0,44637.5701134475
29.0,44538.277035993015
0.0,44069.25949106552
1.0,45093.03871658088
2.0,46840.4435239816
3.0,42295.00881362267
4.0,44094.814825871006
5.0,47291.409249720935
6.0,44183.20970759247
7.0,42735.983816199645
8.0,45021.376247074346
9.0,45158.87057411199
10.0,46238.940730004004
11.0,44920.30427562141
12.0,47407.47832502967
13.0,45116.779712603886
14.0,41856.10738890378
15.0,41462.83748005675
16.0,47386.37961307793
17.0,45151.31313486744
18.0,45437.60698173882
19.0,46058.37043031916
20.0,45178.61292255861
21.0,42745.67874883857
22.0,44513.75039139991
23.0,46657.87406273458
24.0,43801.67998942798
25.0,49132.47128947244
26.0,44395.933978610046
27.0,44712.722245114805
28.0,44810.17182849849
29.0,45058.334724195774
0.0,44054.53059462765
1.0,42321.70612708737
2.0,44684.54820720034
3.0,42662.47541517835
4.0,42483.105743332926
5.0,42389.817378518266
6.0,45403.151186191535
7.0,44774.295708018115
8.0,43657.030040202946
9.0,46207.13529271223
10.0,45575.655696232425
11.0,45174.20206566411
12.0,44531.179861280114
13.0,44173.37485695174
14.0,44888.45168065312
15.0,45058.46446601469
16.0,44649.9675143112
17.0,43768.46449374472
18.0,44565.77313988381
19.0,43455.682188834966
20.0,42717.985078615384
21.0,43555.6470069158
22.0,45943.953375228964
23.0,42941.381610672695
24.0,44733.106265320945
25.0,42440.062075959235
26.0,43443.89451585015
27.0,41233.1548748279
28.0,42568.7797313845
29.0,43462.23613375228
