,0.25
0.0,36671.54567693061
1.0,35693.2541896038
2.0,34860.02855455563
3.0,35227.903000142156
4.0,36259.54511432191
5.0,33582.245611195736
6.0,35385.938408458904
7.0,38618.84625059869
8.0,35451.836191930095
9.0,34485.10120247608
10.0,40148.89012741989
11.0,36286.44009964758
12.0,35103.51992607991
13.0,34838.691725080935
14.0,37960.105227903165
15.0,36238.78114452776
16.0,34983.045005713706
17.0,38310.074261290516
18.0,33471.154108593255
19.0,35582.35725171963
20.0,35940.79551968821
21.0,34256.762401341926
22.0,34500.21576477737
23.0,36995.57696254174
24.0,34965.07384929531
25.0,33872.26485260408
26.0,35666.69496373773
27.0,36646.7285212407
28.0,35670.343624305
29.0,34704.68423574535
0.0,37621.87082443084
1.0,34737.619575445126
2.0,33767.326009159435
3.0,34503.14789751114
4.0,35349.238573955336
5.0,32019.62503391272
6.0,38742.79047590266
7.0,33427.118883086965
8.0,35856.324333050936
9.0,34205.16385260505
10.0,34545.38444064982
11.0,40787.216012195204
12.0,35407.45096386608
13.0,36315.92091283122
14.0,34013.16293179946
15.0,40807.06519102721
16.0,35303.224683190994
17.0,36144.108157171904
18.0,35560.30670662333
19.0,32556.869817584244
20.0,35917.017181800096
21.0,34494.02511692785
22.0,34044.42071392402
23.0,35118.981397926975
24.0,36340.78266371295
25.0,34827.0269935943
26.0,34524.563101829684
27.0,34196.90381753744
28.0,35003.39808356161
29.0,34936.373115166316
0.0,38845.66228542628
1.0,36867.29878683361
2.0,38123.37737083055
3.0,38991.56702326831
4.0,36314.5510339468
5.0,35830.29795978514
6.0,34598.177031563006
7.0,33716.272718006694
8.0,33543.802941653936
9.0,35771.914812552786
10.0,33921.70537334523
11.0,38785.321480090846
12.0,36282.07723203492
13.0,35001.67365357258
14.0,34581.00887714529
15.0,35862.389066908836
16.0,33977.863943811724
17.0,34860.47518668408
18.0,34525.910725478934
19.0,38301.31147190951
20.0,35349.443284020716
21.0,35458.03528584515
22.0,36996.58071309339
23.0,33612.834424354514
24.0,36760.858714358736
25.0,32674.609075266573
26.0,38924.99175227753
27.0,34314.63136942158
28.0,34693.741977688645
29.0,36781.89470888447
0.0,33331.596466400086
1.0,34508.32334056165
2.0,34198.423555346206
3.0,35870.746471891194
4.0,33251.43106145654
5.0,35652.93259666327
6.0,34415.208558821
7.0,33141.664247236615
8.0,38417.7441899225
9.0,34553.807524208154
10.0,37203.698515725286
11.0,35119.483308124094
12.0,37413.58689352852
13.0,32042.543133074625
14.0,34670.79932976047
15.0,40212.67878771121
16.0,35593.477963484685
17.0,37005.867356330185
18.0,36423.5936006888
19.0,34293.20394831522
20.0,34407.044042799695
21.0,36299.99674825177
22.0,33681.61983976664
23.0,33667.596355899484
24.0,35358.067387631774
25.0,36054.19040395799
26.0,34550.485616823564
27.0,35220.338372553655
28.0,33586.164464133864
29.0,34149.952373075925
