,0.5
0.0,37852.22952180766
1.0,38132.37813917277
2.0,38103.07954125456
3.0,36879.30949289848
4.0,37777.09691695446
5.0,36129.02634931922
6.0,34810.522825613225
7.0,37862.117099524665
8.0,36824.224972809214
9.0,36551.04208586607
10.0,36095.058660776784
11.0,37595.70635536189
12.0,38439.69131017529
13.0,39551.820277811166
14.0,38093.04686600502
15.0,37859.80965053549
16.0,35478.26366683206
17.0,35684.87847526906
18.0,41606.55597021944
19.0,35873.537374691485
20.0,37084.0875756787
21.0,37210.308677747635
22.0,34104.79793180042
23.0,39599.48316568938
24.0,39412.11844391078
25.0,35461.509199969696
26.0,39047.07379109313
27.0,38202.74658330126
28.0,36411.37118777957
29.0,34951.69850065958
0.0,36931.52932148144
1.0,34899.69661889862
2.0,35078.52389380567
3.0,38439.43625449673
4.0,36049.20924530976
5.0,36682.01483423875
6.0,34242.3480126679
7.0,34746.72380781845
8.0,34633.363027993866
9.0,39215.75024218946
10.0,37347.40846311454
11.0,37406.782329175374
12.0,38353.990307288455
13.0,39503.96206211492
14.0,35507.38354054885
15.0,37118.556454744685
16.0,36024.16633633621
17.0,38909.35319606397
18.0,38172.754568612785
19.0,38734.41438757362
20.0,37763.71165959509
21.0,38248.8069059341
22.0,36158.28253981654
23.0,38558.506816173416
24.0,37569.544934297846
25.0,37204.769173030865
26.0,40127.6062777973
27.0,34886.36425027762
28.0,37645.99483426706
29.0,39253.080012463935
0.0,35838.196558687734
1.0,34429.76732180963
2.0,35474.852785512376
3.0,37777.83094389045
4.0,38645.065359026834
5.0,37042.944159944345
6.0,37832.313454743104
7.0,37993.508012163606
8.0,36125.355730005766
9.0,38095.52827431866
10.0,38914.95849347783
11.0,34462.72351636488
12.0,33805.27828142708
13.0,40723.01090986355
14.0,36150.947769733786
15.0,37189.71853837584
16.0,36040.96894848483
17.0,35303.23748844861
18.0,39679.14240624483
19.0,35224.54909939772
20.0,36379.049646952975
21.0,36116.832244910765
22.0,36164.95566894853
23.0,36112.78783296921
24.0,37587.91575266242
25.0,37455.09644491833
26.0,36288.04841543898
27.0,33316.03561377596
28.0,36951.235565470786
29.0,34625.96825920722
0.0,37984.04656667333
1.0,38212.504821749055
2.0,37578.84829687398
3.0,34936.83629577786
4.0,37054.15243049869
5.0,36413.15259847003
6.0,37536.142790343285
7.0,37178.08254677555
8.0,37384.88867907188
9.0,37083.53901959321
10.0,33410.311754936716
11.0,34572.973019182275
12.0,38097.533179417995
13.0,38149.05595791291
14.0,37802.25757588138
15.0,35833.04866003293
16.0,36657.641469970506
17.0,37010.742012773255
18.0,38053.177085322845
19.0,41225.28729460859
20.0,37606.40062117135
21.0,34433.950159012486
22.0,35976.62881371334
23.0,38052.34306894385
24.0,36599.901776689716
25.0,37254.81258776516
26.0,39039.14805113767
27.0,35033.577672104926
28.0,36602.92769411592
29.0,36616.79504811591
