,0.75
0.0,58223.42460281829
1.0,65622.52069524956
2.0,63499.05184450487
3.0,66789.47706120128
4.0,63070.97200333628
5.0,64766.908724099114
6.0,64445.321331027146
7.0,63737.43046417902
8.0,63257.16401083381
9.0,66976.47757103785
10.0,62504.004897278486
11.0,62638.69161887865
12.0,61051.69598589388
13.0,64347.17034470784
14.0,65788.73765750612
15.0,60415.246637750075
16.0,63294.49527403072
17.0,69185.44373650472
18.0,61853.41519923628
19.0,59784.72486496035
20.0,66725.49421989101
21.0,62028.6438878126
22.0,63000.46943663986
23.0,66284.18816225037
24.0,64676.48929070407
25.0,57008.254973375966
26.0,61346.066750839316
27.0,58157.558779510524
28.0,59244.129200164425
29.0,63057.51912495304
0.0,60413.41112264171
1.0,69067.50108988406
2.0,61917.92193807218
3.0,61430.624142164124
4.0,62496.2107989275
5.0,63899.65763853488
6.0,62704.35660999134
7.0,68894.00748242582
8.0,62025.811423025196
9.0,65036.798102944835
10.0,61494.327943081866
11.0,65502.0034205845
12.0,64757.61802924914
13.0,64052.62438841992
14.0,63061.38827981968
15.0,63350.44618457924
16.0,63574.132625125625
17.0,68058.99250231464
18.0,65110.17016734591
19.0,65720.00189651719
20.0,57881.73665967631
21.0,66380.28411776148
22.0,63456.87320418906
23.0,61814.362439032324
24.0,60299.893408014235
25.0,57829.70540846459
26.0,55638.22022012488
27.0,67672.56041105474
28.0,63136.252261100286
29.0,62859.56215363039
0.0,67997.00495305524
1.0,64934.104381413636
2.0,60916.07442421159
3.0,63682.125086693224
4.0,60271.27247063604
5.0,65040.70211558747
6.0,63617.471323651516
7.0,63247.5932621128
8.0,61540.10737151957
9.0,61700.777648804775
10.0,65563.78635654713
11.0,64499.51015681693
12.0,63127.229409695734
13.0,61280.22945208978
14.0,64519.363044898215
15.0,60856.63627497497
16.0,61954.56906155984
17.0,59663.654803764766
18.0,65503.55694624192
19.0,64062.153151788945
20.0,65507.774177152576
21.0,60460.80763163773
22.0,62100.91504489452
23.0,63426.992614278075
24.0,64862.31600971815
25.0,59458.667835830754
26.0,64791.490372266875
27.0,68147.14387906772
28.0,66868.65633910881
29.0,65036.15257005752
0.0,65060.249020502284
1.0,61958.6480258646
2.0,61046.47541818416
3.0,66011.61339505615
4.0,63322.51653792791
5.0,59334.403812073535
6.0,63517.24903164046
7.0,65674.18288178231
8.0,61931.45597503218
9.0,61239.430259081135
10.0,61095.32938208728
11.0,63751.02350883747
12.0,63506.39458819804
13.0,63447.46079999509
14.0,68820.31727259044
15.0,66005.5311416209
16.0,61573.5836205379
17.0,67546.09137871278
18.0,63974.27508139153
19.0,63591.532418825554
20.0,68597.07155742522
21.0,60851.94197264194
22.0,64900.33954865862
23.0,63961.522937084286
24.0,69287.8480194302
25.0,65139.49187111294
26.0,58225.26024946608
27.0,67022.6271521933
28.0,71013.0107156472
29.0,67841.49180925013
