,0.75
0.0,60856.87653290501
1.0,60222.992761365276
2.0,57003.21721952612
3.0,63509.83679165522
4.0,58424.299762124676
5.0,57591.22389593421
6.0,57605.50045435273
7.0,62406.42812299437
8.0,61512.148671068084
9.0,60378.38727372725
10.0,57214.33391125876
11.0,55425.452662798045
12.0,63206.6036052004
13.0,58006.37720514018
14.0,58729.138795609804
15.0,59867.00252972707
16.0,63257.454405727694
17.0,54554.521503010124
18.0,58594.65746431207
19.0,54504.843507293845
20.0,62953.27629035829
21.0,62024.62585033281
22.0,62310.319383933806
23.0,61001.37779222991
24.0,59881.196033500535
25.0,60232.56286965216
26.0,58281.58358929591
27.0,59985.67036366449
28.0,61240.80921829811
29.0,61815.0194116182
0.0,55687.675111600896
1.0,64346.416251141134
2.0,58331.68714292732
3.0,60483.99500942579
4.0,60838.94589020036
5.0,57492.318233676364
6.0,58940.07944678668
7.0,64803.60963742357
8.0,56307.46787110338
9.0,66730.61660573795
10.0,64385.17950213952
11.0,59994.88584601817
12.0,60553.52855950872
13.0,60204.00620671745
14.0,58261.121351203314
15.0,60491.06456446865
16.0,61352.50916241366
17.0,54924.66385236038
18.0,58160.22583788
19.0,60688.64357563402
20.0,59664.157316537596
21.0,60406.97613272911
22.0,58041.00967091997
23.0,59110.0060096746
24.0,59429.54031443394
25.0,61181.75164500912
26.0,57644.872500634825
27.0,61903.99995354375
28.0,58480.94088165373
29.0,63299.512394649246
0.0,57093.61399086072
1.0,62035.27100445465
2.0,60041.37534748713
3.0,61756.101039093475
4.0,57264.99139732836
5.0,64148.08223379972
6.0,59401.505748721975
7.0,57956.32107132026
8.0,53029.59131082012
9.0,59258.01169079543
10.0,60453.67685287237
11.0,55781.22654071033
12.0,58748.168796163984
13.0,61443.13751465933
14.0,61140.113660298826
15.0,59996.757207831804
16.0,57187.45401360577
17.0,57842.420115388166
18.0,62542.94599081227
19.0,61895.213190951086
20.0,61577.34261107343
21.0,58535.49575077152
22.0,57796.9770970254
23.0,50991.00773949049
24.0,65614.68906226603
25.0,64786.869955897644
26.0,57604.30821181605
27.0,57981.618555499226
28.0,61636.263297754944
29.0,61454.699156332186
0.0,63846.78772948239
1.0,61852.918315905496
2.0,60766.9006330382
3.0,61904.49672147777
4.0,54789.36676339835
5.0,64490.90355974786
6.0,59061.384812533026
7.0,58750.37398314626
8.0,60158.45584376787
9.0,61453.71332834349
10.0,64655.594322983874
11.0,60306.925534419424
12.0,56173.1707731654
13.0,57980.94195207777
14.0,55564.847431436036
15.0,62869.22897237394
16.0,62821.84587911413
17.0,61024.90962783421
18.0,57398.01138667506
19.0,61823.25462691807
20.0,58238.20411861446
21.0,63266.59987889124
22.0,59652.39299341843
23.0,58089.16141316161
24.0,65176.30821453286
25.0,59913.07201128714
26.0,55212.28021190329
27.0,59579.38334137757
28.0,60634.85755833963
29.0,63263.56039212357
