,0.75
0.0,59328.21598318077
1.0,65590.09822792272
2.0,61871.81734956872
3.0,69912.96056632014
4.0,64785.03966185089
5.0,61957.099624729824
6.0,57688.9571200577
7.0,65783.08675334963
8.0,63848.26641952172
9.0,62639.18303309981
10.0,60703.04295265829
11.0,62279.0179009224
12.0,65162.37401647256
13.0,65655.02064852188
14.0,63848.31980597357
15.0,66419.68479536673
16.0,66111.94877583986
17.0,63016.82210834843
18.0,55292.077008066844
19.0,65858.8144625182
20.0,61933.044879727335
21.0,62937.97943064031
22.0,65936.72332950312
23.0,63571.35573707068
24.0,64036.68693519267
25.0,59349.47887733567
26.0,66067.65469528324
27.0,59251.427924597454
28.0,59402.80112089816
29.0,63471.09082152878
0.0,62393.9180975085
1.0,62277.89259978409
2.0,60283.58395659483
3.0,61562.44052880752
4.0,60434.60670585746
5.0,62714.99687274088
6.0,66561.73331514577
7.0,67022.11184564009
8.0,69432.52320102364
9.0,66861.97313017298
10.0,65961.26698562251
11.0,66338.31279413529
12.0,66662.60465024518
13.0,62084.43863690633
14.0,65211.885272737636
15.0,58300.090166092676
16.0,61213.644605739275
17.0,59312.97532785996
18.0,62943.337054509866
19.0,66726.20755803776
20.0,58889.16715247128
21.0,65629.4868262769
22.0,64973.33807019272
23.0,63870.64019161428
24.0,67427.31823206598
25.0,61755.953690894006
26.0,62882.54064895088
27.0,65861.69518940679
28.0,67279.84230731621
29.0,63157.35267919137
0.0,59513.77997095166
1.0,61963.617107255996
2.0,63920.38765678079
3.0,62060.17488102633
4.0,58891.068956478346
5.0,64301.2901877809
6.0,65140.41427884457
7.0,61328.040880704895
8.0,61168.75732352764
9.0,64633.52759891993
10.0,68034.83845561078
11.0,63260.771339809675
12.0,66427.34274119663
13.0,67482.4505551958
14.0,62765.7398417942
15.0,63912.575387455945
16.0,63510.24077940715
17.0,61669.09238555671
18.0,66685.21763741742
19.0,62820.74012296902
20.0,59005.96721434622
21.0,64223.69902637112
22.0,60997.19357978595
23.0,61455.01466067037
24.0,60373.86161576128
25.0,61144.23598855188
26.0,63250.50761597358
27.0,65130.34907678009
28.0,56997.78043775506
29.0,66878.04867835133
0.0,65390.84788072612
1.0,66561.12760495635
2.0,60796.13735004004
3.0,64812.89642519576
4.0,62780.142332255804
5.0,58067.09998147111
6.0,62821.8525126817
7.0,64722.87399742048
8.0,59016.755532545285
9.0,65566.06308644627
10.0,64592.564369993044
11.0,65178.245698483224
12.0,63285.38487335696
13.0,65862.51684095005
14.0,64076.1912907317
15.0,64807.324672760486
16.0,68254.9393498315
17.0,64621.70590700874
18.0,60947.54586630635
19.0,64269.20193137584
20.0,61651.171854310676
21.0,59941.59246517048
22.0,62493.803450607316
23.0,67915.59919753729
24.0,65120.79136683701
25.0,60162.56401190785
26.0,64617.95920428468
27.0,65442.52122199431
28.0,61869.56206583735
29.0,60672.81142576748
