distance,distribution,trigger,dod,instance_name
43470.88892210397,C,endogenous,0.75,p94
43941.88231946708,C,endogenous,0.75,p94
45966.930314487116,C,endogenous,0.75,p94
42544.47531278303,C,endogenous,0.75,p94
47208.889738685226,C,endogenous,0.75,p94
43570.94084335605,C,endogenous,0.75,p94
48751.772363804295,C,endogenous,0.75,p94
45798.06716960999,C,endogenous,0.75,p94
45091.78003497989,C,endogenous,0.75,p94
42213.230869773615,C,endogenous,0.75,p94
45946.91839597715,C,endogenous,0.75,p94
45199.567064650866,C,endogenous,0.75,p94
41201.69959611278,C,endogenous,0.75,p94
45169.09072452434,C,endogenous,0.75,p94
44533.122516915995,C,endogenous,0.75,p94
46551.892469208586,C,endogenous,0.75,p94
44541.85694800359,C,endogenous,0.75,p94
44183.88366468959,C,endogenous,0.75,p94
45587.851521011165,C,endogenous,0.75,p94
44136.87584686525,C,endogenous,0.75,p94
44614.464265534094,C,endogenous,0.75,p94
43097.939171911836,C,endogenous,0.75,p94
39671.42293294428,C,endogenous,0.75,p94
45016.192404164736,C,endogenous,0.75,p94
43136.75981101519,C,endogenous,0.75,p94
42021.27262376839,C,endogenous,0.75,p94
42895.61557708199,C,endogenous,0.75,p94
45488.362101126746,C,endogenous,0.75,p94
47116.630326123115,C,endogenous,0.75,p94
44058.528398712384,C,endogenous,0.75,p94
45010.955431890565,C,endogenous,0.75,p94
43470.158531950314,C,endogenous,0.75,p94
43537.894000435284,C,endogenous,0.75,p94
40420.851047430355,C,endogenous,0.75,p94
47634.264464571446,C,endogenous,0.75,p94
47354.88430781612,C,endogenous,0.75,p94
44279.11513445424,C,endogenous,0.75,p94
45049.928656978176,C,endogenous,0.75,p94
44053.52698782236,C,endogenous,0.75,p94
45299.18112971249,C,endogenous,0.75,p94
43969.32497297928,C,endogenous,0.75,p94
43847.11483128723,C,endogenous,0.75,p94
47458.202468716336,C,endogenous,0.75,p94
42161.55676347922,C,endogenous,0.75,p94
49573.390104736034,C,endogenous,0.75,p94
43412.56320982667,C,endogenous,0.75,p94
43686.29356693328,C,endogenous,0.75,p94
45627.72729289816,C,endogenous,0.75,p94
43801.70751604533,C,endogenous,0.75,p94
46342.50856147776,C,endogenous,0.75,p94
45798.43409981968,C,endogenous,0.75,p94
44907.573382791415,C,endogenous,0.75,p94
43912.878053744564,C,endogenous,0.75,p94
42506.757722574264,C,endogenous,0.75,p94
46949.63627075046,C,endogenous,0.75,p94
42431.95046530648,C,endogenous,0.75,p94
49029.66075335257,C,endogenous,0.75,p94
44836.06671138358,C,endogenous,0.75,p94
47064.400725381434,C,endogenous,0.75,p94
42051.05368244813,C,endogenous,0.75,p94
44532.60202444781,C,endogenous,0.75,p94
47452.479412938825,C,endogenous,0.75,p94
41716.892981575715,C,endogenous,0.75,p94
43921.754865062336,C,endogenous,0.75,p94
44804.34678011231,C,endogenous,0.75,p94
44081.701498473965,C,endogenous,0.75,p94
42184.519675340285,C,endogenous,0.75,p94
43112.30072272493,C,endogenous,0.75,p94
41736.992055516515,C,endogenous,0.75,p94
42773.90803124212,C,endogenous,0.75,p94
44981.658215584655,C,endogenous,0.75,p94
48980.33896834523,C,endogenous,0.75,p94
43332.634095109766,C,endogenous,0.75,p94
44536.958832813565,C,endogenous,0.75,p94
44087.18410503276,C,endogenous,0.75,p94
46830.17664965909,C,endogenous,0.75,p94
42932.466961478065,C,endogenous,0.75,p94
44289.11972466425,C,endogenous,0.75,p94
44633.982430601754,C,endogenous,0.75,p94
44104.180053279866,C,endogenous,0.75,p94
47986.36903194039,C,endogenous,0.75,p95
47396.836930573045,C,endogenous,0.75,p95
44373.846737370055,C,endogenous,0.75,p95
46980.61298829111,C,endogenous,0.75,p95
47075.885028583536,C,endogenous,0.75,p95
44252.89597242675,C,endogenous,0.75,p95
45572.04934449548,C,endogenous,0.75,p95
47276.30906110606,C,endogenous,0.75,p95
47664.29861376092,C,endogenous,0.75,p95
45481.51583523626,C,endogenous,0.75,p95
44576.86239611061,C,endogenous,0.75,p95
48567.220426503896,C,endogenous,0.75,p95
46259.49043964868,C,endogenous,0.75,p95
45398.204959479015,C,endogenous,0.75,p95
49526.744052469854,C,endogenous,0.75,p95
48003.55587730218,C,endogenous,0.75,p95
46866.580515210146,C,endogenous,0.75,p95
45485.328515284265,C,endogenous,0.75,p95
46005.958969319676,C,endogenous,0.75,p95
48250.08864630915,C,endogenous,0.75,p95
46311.12457374376,C,endogenous,0.75,p95
49424.521984017374,C,endogenous,0.75,p95
45166.25774243178,C,endogenous,0.75,p95
44727.78732035422,C,endogenous,0.75,p95
46510.42316071921,C,endogenous,0.75,p95
45429.94047023027,C,endogenous,0.75,p95
46551.00041856252,C,endogenous,0.75,p95
45651.42427691157,C,endogenous,0.75,p95
45045.901628740095,C,endogenous,0.75,p95
46306.15294043414,C,endogenous,0.75,p95
49279.28753667625,C,endogenous,0.75,p95
47970.157688349864,C,endogenous,0.75,p95
45092.986681354894,C,endogenous,0.75,p95
44919.251955460066,C,endogenous,0.75,p95
45686.92329871436,C,endogenous,0.75,p95
45070.391399460095,C,endogenous,0.75,p95
49546.04730809587,C,endogenous,0.75,p95
46054.27826916963,C,endogenous,0.75,p95
44784.755436948624,C,endogenous,0.75,p95
47236.69520750751,C,endogenous,0.75,p95
46988.250780482565,C,endogenous,0.75,p95
44277.47589088302,C,endogenous,0.75,p95
43698.72980225074,C,endogenous,0.75,p95
46715.61633396256,C,endogenous,0.75,p95
49472.260295451466,C,endogenous,0.75,p95
45968.228620026486,C,endogenous,0.75,p95
47159.639998813116,C,endogenous,0.75,p95
46843.18302946717,C,endogenous,0.75,p95
43947.39911751002,C,endogenous,0.75,p95
46774.08321222097,C,endogenous,0.75,p95
48077.52725759064,C,endogenous,0.75,p95
49505.602323100975,C,endogenous,0.75,p95
50144.34955522218,C,endogenous,0.75,p95
48126.55197203496,C,endogenous,0.75,p95
54253.48585417,C,endogenous,0.75,p95
46751.10061006785,C,endogenous,0.75,p95
50927.55873460671,C,endogenous,0.75,p95
45261.43080432599,C,endogenous,0.75,p95
46501.74048488742,C,endogenous,0.75,p95
46758.78584702285,C,endogenous,0.75,p95
46056.73678203591,C,endogenous,0.75,p95
49469.40642917875,C,endogenous,0.75,p95
47684.08427147092,C,endogenous,0.75,p95
51011.37427278719,C,endogenous,0.75,p95
48342.45579651304,C,endogenous,0.75,p95
48047.05548861627,C,endogenous,0.75,p95
45808.75494543959,C,endogenous,0.75,p95
44421.75604825153,C,endogenous,0.75,p95
47385.29352954858,C,endogenous,0.75,p95
44933.04010897548,C,endogenous,0.75,p95
46312.23670751333,C,endogenous,0.75,p95
49373.92926650043,C,endogenous,0.75,p95
49588.50597763512,C,endogenous,0.75,p95
47697.67226504538,C,endogenous,0.75,p95
45485.904909652156,C,endogenous,0.75,p95
47915.31254686429,C,endogenous,0.75,p95
44657.77388552623,C,endogenous,0.75,p95
49072.61623637191,C,endogenous,0.75,p95
47063.00103541461,C,endogenous,0.75,p95
46262.59649559542,C,endogenous,0.75,p95
45255.82788444129,C,endogenous,0.75,p95
48629.241128845104,C,endogenous,0.75,p95
48194.37609518664,C,endogenous,0.75,p95
44340.7415907828,C,endogenous,0.75,p95
44611.68021587639,C,endogenous,0.75,p95
48093.97687627738,C,endogenous,0.75,p95
44483.60154814394,C,endogenous,0.75,p95
46723.09062102987,C,endogenous,0.75,p95
45937.822466861035,C,endogenous,0.75,p95
46177.26322727674,C,endogenous,0.75,p95
45590.80391786728,C,endogenous,0.75,p95
49921.548615192594,C,endogenous,0.75,p95
47850.310567282766,C,endogenous,0.75,p95
46001.69706923617,C,endogenous,0.75,p95
48242.14516418366,C,endogenous,0.75,p95
47763.030384990896,C,endogenous,0.75,p95
51066.83889241183,C,endogenous,0.75,p95
48328.830228537845,C,endogenous,0.75,p95
44797.0532011341,C,endogenous,0.75,p95
44753.253260361926,C,endogenous,0.75,p95
43739.20724272743,C,endogenous,0.75,p95
47880.509187142976,C,endogenous,0.75,p95
45232.187711907936,C,endogenous,0.75,p95
48615.671738445104,C,endogenous,0.75,p95
44508.871573186116,C,endogenous,0.75,p95
48163.47058927828,C,endogenous,0.75,p95
42708.59554514893,C,endogenous,0.75,p95
48539.332195992814,C,endogenous,0.75,p95
47597.96115193047,C,endogenous,0.75,p95
45186.078788409366,C,endogenous,0.75,p95
44688.408460140665,C,endogenous,0.75,p95
47490.766630074766,C,endogenous,0.75,p95
48940.9370333429,C,endogenous,0.75,p95
45218.71808535797,C,endogenous,0.75,p95
45149.80145678666,C,endogenous,0.75,p95
48355.78709531162,C,endogenous,0.75,p95
49314.202816601915,C,endogenous,0.75,p95
46713.408737162295,C,endogenous,0.75,p95
44070.37488796623,C,endogenous,0.75,p95
49608.57585903086,C,endogenous,0.75,p95
39232.5166327986,C,endogenous,0.75,p96
46237.25935604264,C,endogenous,0.75,p96
44220.41405954198,C,endogenous,0.75,p96
41441.925260366435,C,endogenous,0.75,p96
39167.919972074735,C,endogenous,0.75,p96
44683.75479148066,C,endogenous,0.75,p96
40800.08456722501,C,endogenous,0.75,p96
45041.57643035393,C,endogenous,0.75,p96
45611.70765462402,C,endogenous,0.75,p96
39483.326808287515,C,endogenous,0.75,p96
41776.3892430748,C,endogenous,0.75,p96
43914.23775763041,C,endogenous,0.75,p96
44978.130635913534,C,endogenous,0.75,p96
44318.07260573279,C,endogenous,0.75,p96
44374.905989979336,C,endogenous,0.75,p96
43587.54444791887,C,endogenous,0.75,p96
42149.42254036948,C,endogenous,0.75,p96
42715.95599193352,C,endogenous,0.75,p96
43502.132492302,C,endogenous,0.75,p96
40243.200887039086,C,endogenous,0.75,p96
42468.742271399686,C,endogenous,0.75,p96
43487.981753308166,C,endogenous,0.75,p96
40619.545416211615,C,endogenous,0.75,p96
43414.2796265462,C,endogenous,0.75,p96
41278.13887217062,C,endogenous,0.75,p96
42625.54695164292,C,endogenous,0.75,p96
41043.568110297376,C,endogenous,0.75,p96
43046.620580130846,C,endogenous,0.75,p96
43524.93618884792,C,endogenous,0.75,p96
44336.26466120038,C,endogenous,0.75,p96
43746.358619047984,C,endogenous,0.75,p96
44084.878602496115,C,endogenous,0.75,p96
44556.50806217387,C,endogenous,0.75,p96
44181.642409913584,C,endogenous,0.75,p96
40736.71520263698,C,endogenous,0.75,p96
43083.500468796614,C,endogenous,0.75,p96
40625.337980720586,C,endogenous,0.75,p96
42936.68535084431,C,endogenous,0.75,p96
42901.209653796315,C,endogenous,0.75,p96
44972.918142509196,C,endogenous,0.75,p96
45830.143067134384,C,endogenous,0.75,p96
44538.869714022556,C,endogenous,0.75,p96
42364.946516014235,C,endogenous,0.75,p96
48632.877876328486,C,endogenous,0.75,p96
40467.02179706179,C,endogenous,0.75,p96
44094.892639718186,C,endogenous,0.75,p96
43847.559529529826,C,endogenous,0.75,p96
43211.117613534196,C,endogenous,0.75,p96
43131.03374545663,C,endogenous,0.75,p96
40540.40957957328,C,endogenous,0.75,p96
42845.75643708991,C,endogenous,0.75,p96
40824.114295418345,C,endogenous,0.75,p96
42921.51937732259,C,endogenous,0.75,p96
43510.584268132654,C,endogenous,0.75,p96
45126.52794425909,C,endogenous,0.75,p96
44262.374881491756,C,endogenous,0.75,p96
45758.36676679843,C,endogenous,0.75,p96
42092.745577963135,C,endogenous,0.75,p96
46021.387014736836,C,endogenous,0.75,p96
43501.88636966788,C,endogenous,0.75,p96
38669.69001575707,C,endogenous,0.75,p96
41783.6058960623,C,endogenous,0.75,p96
42679.44140434573,C,endogenous,0.75,p96
43105.78740527188,C,endogenous,0.75,p96
42366.2372976895,C,endogenous,0.75,p96
39730.68420985461,C,endogenous,0.75,p96
43760.56027670522,C,endogenous,0.75,p96
43584.06806995936,C,endogenous,0.75,p96
45119.913636967736,C,endogenous,0.75,p96
42350.27656698472,C,endogenous,0.75,p96
41851.33313151103,C,endogenous,0.75,p96
44958.44887261053,C,endogenous,0.75,p96
43192.175583508295,C,endogenous,0.75,p96
43870.996856948266,C,endogenous,0.75,p96
46616.73387606557,C,endogenous,0.75,p96
41753.027395972655,C,endogenous,0.75,p96
42586.47820575368,C,endogenous,0.75,p96
42978.65932019581,C,endogenous,0.75,p96
43179.57559833041,C,endogenous,0.75,p96
46546.73796041616,C,endogenous,0.75,p96
46104.67905552941,C,endogenous,0.75,p96
43226.91818001577,C,endogenous,0.75,p96
42133.14602818456,C,endogenous,0.75,p96
38129.26095055252,C,endogenous,0.75,p96
42821.85507489226,C,endogenous,0.75,p96
41922.51492236895,C,endogenous,0.75,p96
42322.915873924816,C,endogenous,0.75,p96
40895.80707748248,C,endogenous,0.75,p96
41273.23427585136,C,endogenous,0.75,p96
41246.87184068088,C,endogenous,0.75,p96
44773.43392028584,C,endogenous,0.75,p96
44958.853928360804,C,endogenous,0.75,p96
43208.20903553244,C,endogenous,0.75,p96
43056.786104126695,C,endogenous,0.75,p96
41776.85075508303,C,endogenous,0.75,p96
45095.57514346429,C,endogenous,0.75,p96
44397.49246192005,C,endogenous,0.75,p96
41055.406495271476,C,endogenous,0.75,p96
42237.85697721492,C,endogenous,0.75,p96
39930.99658451088,C,endogenous,0.75,p96
41440.51139224156,C,endogenous,0.75,p96
40751.015393053414,C,endogenous,0.75,p96
44362.50683926321,C,endogenous,0.75,p96
43917.741462487385,C,endogenous,0.75,p96
39979.89652261695,C,endogenous,0.75,p96
44326.112988673456,C,endogenous,0.75,p96
40409.01170622293,C,endogenous,0.75,p96
45201.97997785878,C,endogenous,0.75,p96
43852.02189156853,C,endogenous,0.75,p96
42746.358079733014,C,endogenous,0.75,p96
43086.07728434031,C,endogenous,0.75,p96
43847.13494347916,C,endogenous,0.75,p96
45541.65075240732,C,endogenous,0.75,p96
44650.87143104472,C,endogenous,0.75,p96
43779.310872048285,C,endogenous,0.75,p96
41664.937278028265,C,endogenous,0.75,p96
42746.173494273644,C,endogenous,0.75,p96
43738.15660915035,C,endogenous,0.75,p96
44634.212370406836,C,endogenous,0.75,p96
40984.559175201066,C,endogenous,0.75,p96
26370.782996682534,C,endogenous,0.75,p97
27299.769587681407,C,endogenous,0.75,p97
26850.494960142598,C,endogenous,0.75,p97
27570.316940997996,C,endogenous,0.75,p97
26991.43584175494,C,endogenous,0.75,p97
25687.920818742597,C,endogenous,0.75,p97
27128.370852171152,C,endogenous,0.75,p97
25512.158819049826,C,endogenous,0.75,p97
26630.36343944033,C,endogenous,0.75,p97
26472.182113250845,C,endogenous,0.75,p97
25667.65726800847,C,endogenous,0.75,p97
27913.65589148774,C,endogenous,0.75,p97
26546.433897576535,C,endogenous,0.75,p97
26545.28712422272,C,endogenous,0.75,p97
27099.012622800245,C,endogenous,0.75,p97
27696.634723746494,C,endogenous,0.75,p97
27478.18379201689,C,endogenous,0.75,p97
27464.61203896592,C,endogenous,0.75,p97
26752.67749564561,C,endogenous,0.75,p97
25799.74586206006,C,endogenous,0.75,p97
26594.986183568,C,endogenous,0.75,p97
25590.23635433032,C,endogenous,0.75,p97
26730.891194902797,C,endogenous,0.75,p97
25095.600383782006,C,endogenous,0.75,p97
26022.223002955077,C,endogenous,0.75,p97
25696.92608414154,C,endogenous,0.75,p97
27068.300133970093,C,endogenous,0.75,p97
26509.676489631787,C,endogenous,0.75,p97
27895.543027270127,C,endogenous,0.75,p97
25146.218645271514,C,endogenous,0.75,p97
27007.480672493657,C,endogenous,0.75,p97
26648.17724899016,C,endogenous,0.75,p97
25661.871020042618,C,endogenous,0.75,p97
24792.286040282128,C,endogenous,0.75,p97
25772.37309889084,C,endogenous,0.75,p97
25877.388500135192,C,endogenous,0.75,p97
26745.332655842216,C,endogenous,0.75,p97
25673.190187206557,C,endogenous,0.75,p97
25734.680638624686,C,endogenous,0.75,p97
26624.14298586792,C,endogenous,0.75,p97
27650.630497870934,C,endogenous,0.75,p97
26538.4240304054,C,endogenous,0.75,p97
27908.399448416367,C,endogenous,0.75,p97
26853.00957137034,C,endogenous,0.75,p97
28296.098293708907,C,endogenous,0.75,p97
25018.18123083652,C,endogenous,0.75,p97
26752.520428965698,C,endogenous,0.75,p97
30847.402327920463,C,endogenous,0.75,p97
28166.25188947923,C,endogenous,0.75,p97
27503.93176911016,C,endogenous,0.75,p97
26879.49878932329,C,endogenous,0.75,p97
27541.844726616193,C,endogenous,0.75,p97
26641.69213215741,C,endogenous,0.75,p97
27944.69481087209,C,endogenous,0.75,p97
26906.310747545875,C,endogenous,0.75,p97
27351.63800826184,C,endogenous,0.75,p97
26086.469546834083,C,endogenous,0.75,p97
25752.906878663496,C,endogenous,0.75,p97
24817.286576166527,C,endogenous,0.75,p97
25903.71136440676,C,endogenous,0.75,p97
25086.90847089948,C,endogenous,0.75,p97
27942.139448379014,C,endogenous,0.75,p97
25279.52929056872,C,endogenous,0.75,p97
28280.379491601034,C,endogenous,0.75,p97
26129.5803588656,C,endogenous,0.75,p97
26229.365572773444,C,endogenous,0.75,p97
26461.591058180577,C,endogenous,0.75,p97
26683.67859135305,C,endogenous,0.75,p97
25405.885480719433,C,endogenous,0.75,p97
25828.877640278446,C,endogenous,0.75,p97
28517.487415948905,C,endogenous,0.75,p97
26463.098641645454,C,endogenous,0.75,p97
25774.364446539916,C,endogenous,0.75,p97
26999.17512872723,C,endogenous,0.75,p97
25577.01776656245,C,endogenous,0.75,p97
25251.727246037706,C,endogenous,0.75,p97
24583.38197234016,C,endogenous,0.75,p97
26660.73057106945,C,endogenous,0.75,p97
26016.511405216665,C,endogenous,0.75,p97
25892.557699631743,C,endogenous,0.75,p97
26867.852302293995,C,endogenous,0.75,p97
26570.902870819133,C,endogenous,0.75,p97
27349.75444706894,C,endogenous,0.75,p97
27851.015391920668,C,endogenous,0.75,p97
25336.87969939466,C,endogenous,0.75,p97
26873.79702477021,C,endogenous,0.75,p97
29171.09467078534,C,endogenous,0.75,p97
28036.003355385412,C,endogenous,0.75,p97
25425.782466392382,C,endogenous,0.75,p97
26441.64866568712,C,endogenous,0.75,p97
25894.49939995188,C,endogenous,0.75,p97
27990.08121162835,C,endogenous,0.75,p97
27072.405075013532,C,endogenous,0.75,p97
26412.626475539862,C,endogenous,0.75,p97
25886.48510472468,C,endogenous,0.75,p97
23856.867664100333,C,endogenous,0.75,p97
26365.52335270176,C,endogenous,0.75,p97
26182.44865702362,C,endogenous,0.75,p97
24501.329458568984,C,endogenous,0.75,p97
27275.21912782476,C,endogenous,0.75,p97
25851.72261568813,C,endogenous,0.75,p97
24792.911510269318,C,endogenous,0.75,p97
27736.391484010644,C,endogenous,0.75,p97
26730.04916070571,C,endogenous,0.75,p97
27867.328530629453,C,endogenous,0.75,p97
27796.979184555013,C,endogenous,0.75,p97
25704.769792310093,C,endogenous,0.75,p97
25688.4054515198,C,endogenous,0.75,p97
25039.901793076835,C,endogenous,0.75,p97
27167.030436310382,C,endogenous,0.75,p97
27378.783758615908,C,endogenous,0.75,p97
26565.901880245743,C,endogenous,0.75,p97
26822.390329005084,C,endogenous,0.75,p97
27025.495134596815,C,endogenous,0.75,p97
26338.943330048656,C,endogenous,0.75,p97
27956.427916228757,C,endogenous,0.75,p97
24951.65499738954,C,endogenous,0.75,p97
26066.272874432332,C,endogenous,0.75,p97
25813.084206951997,C,endogenous,0.75,p97
23990.45649001721,C,endogenous,0.75,p97
24573.560241707968,C,endogenous,0.75,p98
26249.80485457562,C,endogenous,0.75,p98
24316.89481043382,C,endogenous,0.75,p98
27111.405362622132,C,endogenous,0.75,p98
25855.81745451214,C,endogenous,0.75,p98
25654.534856743252,C,endogenous,0.75,p98
24884.183460268243,C,endogenous,0.75,p98
25485.582632590034,C,endogenous,0.75,p98
24841.379839015517,C,endogenous,0.75,p98
26082.98163020484,C,endogenous,0.75,p98
24090.875506132335,C,endogenous,0.75,p98
24760.555567721105,C,endogenous,0.75,p98
25283.16068733685,C,endogenous,0.75,p98
27165.43076665607,C,endogenous,0.75,p98
26336.199121503647,C,endogenous,0.75,p98
23925.078733601466,C,endogenous,0.75,p98
25729.55858977003,C,endogenous,0.75,p98
24614.550090679764,C,endogenous,0.75,p98
25279.16590545709,C,endogenous,0.75,p98
24668.432557895565,C,endogenous,0.75,p98
25724.774511499952,C,endogenous,0.75,p98
25907.731116643467,C,endogenous,0.75,p98
26370.460705881636,C,endogenous,0.75,p98
25308.825858800108,C,endogenous,0.75,p98
23555.337314285665,C,endogenous,0.75,p98
23375.680955154257,C,endogenous,0.75,p98
24868.809430984453,C,endogenous,0.75,p98
26999.303646811935,C,endogenous,0.75,p98
27421.247178237,C,endogenous,0.75,p98
25350.348157093988,C,endogenous,0.75,p98
25385.988492028442,C,endogenous,0.75,p98
24178.006689258036,C,endogenous,0.75,p98
24020.868439036152,C,endogenous,0.75,p98
24107.31751883216,C,endogenous,0.75,p98
24779.444515100582,C,endogenous,0.75,p98
25369.71174687855,C,endogenous,0.75,p98
26983.82772174756,C,endogenous,0.75,p98
26898.719204707828,C,endogenous,0.75,p98
24136.320804268627,C,endogenous,0.75,p98
27389.21903972053,C,endogenous,0.75,p98
26215.325352539803,C,endogenous,0.75,p98
26184.779785908868,C,endogenous,0.75,p98
25072.18543311258,C,endogenous,0.75,p98
23262.24655123274,C,endogenous,0.75,p98
26363.84392352072,C,endogenous,0.75,p98
24605.22032124522,C,endogenous,0.75,p98
25502.481391899444,C,endogenous,0.75,p98
25719.685139737394,C,endogenous,0.75,p98
24981.40255286331,C,endogenous,0.75,p98
26729.66709740346,C,endogenous,0.75,p98
25313.611509456317,C,endogenous,0.75,p98
25746.354950769248,C,endogenous,0.75,p98
27548.500267142324,C,endogenous,0.75,p98
27410.717753970162,C,endogenous,0.75,p98
26491.65374944086,C,endogenous,0.75,p98
25418.5986715263,C,endogenous,0.75,p98
25651.313653047597,C,endogenous,0.75,p98
24622.45471596179,C,endogenous,0.75,p98
25939.86117540001,C,endogenous,0.75,p98
27136.0923315603,C,endogenous,0.75,p98
25970.798421012783,C,endogenous,0.75,p98
25903.698688964032,C,endogenous,0.75,p98
24792.085059536577,C,endogenous,0.75,p98
25852.63306903486,C,endogenous,0.75,p98
25607.865310245386,C,endogenous,0.75,p98
24523.894466921025,C,endogenous,0.75,p98
26887.01456416893,C,endogenous,0.75,p98
24512.64538706544,C,endogenous,0.75,p98
25356.705439872807,C,endogenous,0.75,p98
24292.335912722152,C,endogenous,0.75,p98
24596.531877116693,C,endogenous,0.75,p98
25492.243033800118,C,endogenous,0.75,p98
25669.559307034826,C,endogenous,0.75,p98
25682.42625711939,C,endogenous,0.75,p98
24556.857231829203,C,endogenous,0.75,p98
23109.83457469787,C,endogenous,0.75,p98
24456.808120767142,C,endogenous,0.75,p98
26558.80293484791,C,endogenous,0.75,p98
26211.888957855263,C,endogenous,0.75,p98
22479.52331950975,C,endogenous,0.75,p98
24794.04634312136,C,endogenous,0.75,p98
26340.0095739086,C,endogenous,0.75,p98
24976.533350825044,C,endogenous,0.75,p98
25236.48009073335,C,endogenous,0.75,p98
24311.263100572887,C,endogenous,0.75,p98
24420.793637595936,C,endogenous,0.75,p98
26057.831195610805,C,endogenous,0.75,p98
26344.549092172387,C,endogenous,0.75,p98
24271.053298812607,C,endogenous,0.75,p98
25459.28976677096,C,endogenous,0.75,p98
24838.85307998486,C,endogenous,0.75,p98
25395.10743496943,C,endogenous,0.75,p98
27187.29322959963,C,endogenous,0.75,p98
25821.595486694132,C,endogenous,0.75,p98
25475.853054763462,C,endogenous,0.75,p98
25562.359432568825,C,endogenous,0.75,p98
25227.74216018853,C,endogenous,0.75,p98
23366.040727855358,C,endogenous,0.75,p98
24803.34092181293,C,endogenous,0.75,p98
24708.663911456133,C,endogenous,0.75,p98
25271.93732192057,C,endogenous,0.75,p98
27116.17908410518,C,endogenous,0.75,p98
24173.89721463462,C,endogenous,0.75,p98
24503.497611660758,C,endogenous,0.75,p98
25932.059434132865,C,endogenous,0.75,p98
25505.440678310424,C,endogenous,0.75,p98
25706.29422818265,C,endogenous,0.75,p98
26903.238718594494,C,endogenous,0.75,p98
24648.562459092525,C,endogenous,0.75,p98
23179.41112539914,C,endogenous,0.75,p98
24712.583764122573,C,endogenous,0.75,p98
26211.430647507706,C,endogenous,0.75,p98
24313.88656906989,C,endogenous,0.75,p98
25171.142872077442,C,endogenous,0.75,p98
24834.152189304194,C,endogenous,0.75,p98
26560.546502534653,C,endogenous,0.75,p98
24678.808232710293,C,endogenous,0.75,p98
23701.76134424428,C,endogenous,0.75,p98
24656.32809731708,C,endogenous,0.75,p98
28300.460101551278,C,endogenous,0.75,p98
27731.51536396377,C,endogenous,0.75,p99
26549.47097993225,C,endogenous,0.75,p99
27575.012613768216,C,endogenous,0.75,p99
28418.696855107963,C,endogenous,0.75,p99
29783.3001789786,C,endogenous,0.75,p99
28094.195372459726,C,endogenous,0.75,p99
28707.722071905668,C,endogenous,0.75,p99
27672.771483685035,C,endogenous,0.75,p99
30236.685039198066,C,endogenous,0.75,p99
28144.592188384657,C,endogenous,0.75,p99
29218.449729978434,C,endogenous,0.75,p99
29325.911145226524,C,endogenous,0.75,p99
28090.27385228396,C,endogenous,0.75,p99
27749.60307648551,C,endogenous,0.75,p99
27320.398723244904,C,endogenous,0.75,p99
29196.900413704196,C,endogenous,0.75,p99
28574.82025277192,C,endogenous,0.75,p99
30013.86528204316,C,endogenous,0.75,p99
28123.11152828356,C,endogenous,0.75,p99
29263.7370964534,C,endogenous,0.75,p99
28363.032380013232,C,endogenous,0.75,p99
29300.507456591826,C,endogenous,0.75,p99
26668.051132248765,C,endogenous,0.75,p99
27864.301225708976,C,endogenous,0.75,p99
29351.306946840683,C,endogenous,0.75,p99
30682.783363721137,C,endogenous,0.75,p99
32149.131415298736,C,endogenous,0.75,p99
29041.221375432477,C,endogenous,0.75,p99
27276.96010046341,C,endogenous,0.75,p99
28520.89475979284,C,endogenous,0.75,p99
29588.276785944352,C,endogenous,0.75,p99
30494.393677667857,C,endogenous,0.75,p99
29510.956955495167,C,endogenous,0.75,p99
27352.132065312948,C,endogenous,0.75,p99
29479.960001069376,C,endogenous,0.75,p99
27472.085961921548,C,endogenous,0.75,p99
29021.476682352564,C,endogenous,0.75,p99
28466.92711107084,C,endogenous,0.75,p99
28217.232519009838,C,endogenous,0.75,p99
30096.32846585016,C,endogenous,0.75,p99
30560.836449164457,C,endogenous,0.75,p99
27888.46256899526,C,endogenous,0.75,p99
29324.80265897627,C,endogenous,0.75,p99
28609.800335471904,C,endogenous,0.75,p99
31462.492717810263,C,endogenous,0.75,p99
30401.404699758164,C,endogenous,0.75,p99
30581.982918064037,C,endogenous,0.75,p99
28699.811796766207,C,endogenous,0.75,p99
29885.617346717983,C,endogenous,0.75,p99
26215.491286028882,C,endogenous,0.75,p99
28406.88763187241,C,endogenous,0.75,p99
28681.67757617216,C,endogenous,0.75,p99
30015.968202892018,C,endogenous,0.75,p99
30312.764861898828,C,endogenous,0.75,p99
28205.168815184352,C,endogenous,0.75,p99
26162.28831225188,C,endogenous,0.75,p99
29044.93843882333,C,endogenous,0.75,p99
29316.18474732063,C,endogenous,0.75,p99
28751.20320773189,C,endogenous,0.75,p99
27926.88217313999,C,endogenous,0.75,p99
28579.81446275497,C,endogenous,0.75,p99
27910.19738014526,C,endogenous,0.75,p99
29744.34742005252,C,endogenous,0.75,p99
29430.688741792244,C,endogenous,0.75,p99
29708.669599257206,C,endogenous,0.75,p99
29120.457389080253,C,endogenous,0.75,p99
28349.975649250682,C,endogenous,0.75,p99
30110.997054611475,C,endogenous,0.75,p99
28188.723818765826,C,endogenous,0.75,p99
30480.9054160216,C,endogenous,0.75,p99
27392.5789249675,C,endogenous,0.75,p99
30319.9222299237,C,endogenous,0.75,p99
28496.00965173355,C,endogenous,0.75,p99
29009.908761381226,C,endogenous,0.75,p99
30446.31376477776,C,endogenous,0.75,p99
