,distance,num_discovered_nodes,distribution,trigger,dod,visibility,instance_name
2974,2873.110776748029,7.49190038832415,R,endogenous,0.75,50,p76
2975,2214.715270849825,7.530981760335755,R,endogenous,0.75,50,p77
2976,2423.97360279469,7.4600711165796385,R,endogenous,0.75,50,p78
2977,3113.365360881424,6.9594866033000296,R,endogenous,0.75,50,p79
2978,2554.8697901526043,7.979802058720413,R,endogenous,0.75,50,p80
2979,2061.6033834824907,3.14090211666053,R,endogenous,0.75,50,p81
2980,1459.9147441706418,4.28951395521553,R,endogenous,0.75,5,p62
2981,1940.1568984837663,4.901658954293094,R,endogenous,0.75,5,p63
2982,1707.8334296048733,4.495998843665431,R,endogenous,0.75,5,p64
2983,1308.1051967619876,4.205430329669376,R,endogenous,0.75,5,p65
2984,1620.3413373951005,4.507315870730985,R,endogenous,0.75,5,p66
2985,2360.8597047641456,5.385918979087943,R,endogenous,0.75,5,p67
2986,1900.753743702105,5.131812954666282,R,endogenous,0.75,5,p68
2987,1849.8853005783578,4.605896841472431,R,endogenous,0.75,5,p69
2988,1308.8758326046727,3.4058361510729167,R,endogenous,0.75,5,p70
2989,1375.3687353506755,4.201431995442141,R,endogenous,0.75,5,p71
2990,1346.3261430119214,4.5492634919652355,R,endogenous,0.75,5,p72
2991,1632.3117246391664,4.367365287197847,R,endogenous,0.75,5,p73
2992,1951.24152487309,4.801078018534589,R,endogenous,0.75,5,p74
2993,1616.8088779161644,5.027543184915518,R,endogenous,0.75,5,p75
2994,1863.4017508287304,5.1660386353639325,R,endogenous,0.75,5,p76
2995,1462.9943476872888,3.9683534534681586,R,endogenous,0.75,5,p77
2996,1496.6808960270278,4.56683943323647,R,endogenous,0.75,5,p78
2997,1919.6130541420666,5.131192030382516,R,endogenous,0.75,5,p79
2998,1624.6431518143238,4.557130344283552,R,endogenous,0.75,5,p80
2999,2555.838003767833,7.326709511704935,R,endogenous,0.75,5,p81
3000,1837.1516488227246,0.313559129561065,R,exogenous,0.25,100,p62
3001,2269.783481923817,0.29455849314245275,R,exogenous,0.25,100,p63
3002,1987.9630833468434,0.44407080466049564,R,exogenous,0.25,100,p64
3003,1392.774205525274,0.5279313256417326,R,exogenous,0.25,100,p65
3004,1715.0160018261356,0.7536558889039154,R,exogenous,0.25,100,p66
3005,2441.4682481820387,0.3651483716701113,R,exogenous,0.25,100,p67
3006,2273.1314406088036,0.8359901625143227,R,exogenous,0.25,100,p68
3007,2474.666706413925,0.0,R,exogenous,0.25,100,p69
3008,1744.9569875772754,0.0,R,exogenous,0.25,100,p70
3009,1561.6273706843062,0.20066416332414025,R,exogenous,0.25,100,p71
3010,1595.053053867586,0.4078192327620708,R,exogenous,0.25,100,p72
3011,2008.148543344492,0.23535538418048893,R,exogenous,0.25,100,p73
3012,2552.1458289385664,0.38566759754783614,R,exogenous,0.25,100,p74
3013,1762.460215659407,0.5628558631559912,R,exogenous,0.25,100,p75
3014,1988.8235987969213,0.4078192327620711,R,exogenous,0.25,100,p76
3015,1391.7331950202667,0.717869162489782,R,exogenous,0.25,100,p77
3016,2022.9899802709513,0.4601789933084218,R,exogenous,0.25,100,p78
3017,2224.005733299334,0.7465607417862732,R,exogenous,0.25,100,p79
3018,2104.2026946466676,0.0,R,exogenous,0.25,100,p80
3019,3119.968506270651,0.0,R,exogenous,0.25,100,p81
3020,1842.5756429877943,3.009787954227302,R,exogenous,0.25,10,p62
3021,2232.4484592360022,3.503139848124565,R,exogenous,0.25,10,p63
3022,2383.9382671016,3.9757581240644435,R,exogenous,0.25,10,p64
3023,1653.8175821059235,3.639150638122415,R,exogenous,0.25,10,p65
3024,1760.2340566501953,3.1295107501036012,R,exogenous,0.25,10,p66
3025,2943.3732178488717,3.774416310821444,R,exogenous,0.25,10,p67
3026,2520.1767937355985,3.563116377460569,R,exogenous,0.25,10,p68
3027,2544.9401483715833,3.3438664113613776,R,exogenous,0.25,10,p69
3028,1461.6434575945655,3.2948478582422562,R,exogenous,0.25,10,p70
3029,1565.0610533931697,3.004152121978645,R,exogenous,0.25,10,p71
3030,1708.709439384225,3.6975936606868833,R,exogenous,0.25,10,p72
3031,1927.651064037594,3.645101467158679,R,exogenous,0.25,10,p73
3032,2681.4211624887107,3.4328186228635773,R,exogenous,0.25,10,p74
3033,2077.1950601476683,3.6014313992146656,R,exogenous,0.25,10,p75
3034,2215.8461303022095,3.6071435504894365,R,exogenous,0.25,10,p76
3035,1566.5779965568736,3.6418724983334667,R,exogenous,0.25,10,p77
3036,2042.7708706126682,3.5009002443669264,R,exogenous,0.25,10,p78
3037,2726.2844606284484,3.670907275332575,R,exogenous,0.25,10,p79
3038,2595.0101471069825,3.976506637994812,R,exogenous,0.25,10,p80
3039,3386.270998391098,3.7118837848851083,R,exogenous,0.25,10,p81
3040,1857.3720538630805,3.502660053585046,R,exogenous,0.25,15,p62
3041,2147.93780440237,3.564521331810201,R,exogenous,0.25,15,p63
3042,2080.744090828996,3.7751119967803985,R,exogenous,0.25,15,p64
3043,1577.8872548865918,3.7262694526313367,R,exogenous,0.25,15,p65
3044,2114.445074151727,3.466162967069741,R,exogenous,0.25,15,p66
3045,3036.5062688118464,3.7972421069833837,R,exogenous,0.25,15,p67
3046,2687.8331151881894,3.4331450004096142,R,exogenous,0.25,15,p68
3047,2880.0441335742844,3.821617707825041,R,exogenous,0.25,15,p69
