,40,num_discovered_nodes
0,45711.767209029545,104
1,51307.69831902443,124
2,52055.13294993428,116
3,50687.33837567072,117
4,47584.70953947558,104
5,66181.30021669436,117
6,49694.3485560352,118
7,46446.446871302025,117
8,48759.20251204126,110
9,55246.75550732473,117
10,35015.18254455356,99
11,46512.08718938083,116
12,53347.69954620142,129
13,48560.03434662036,100
14,50945.1804871576,119
15,52195.25354044174,119
16,44166.590983344475,113
17,43204.67324440176,104
18,48793.21635155889,117
19,49721.03262989359,116
20,53914.957562572105,118
21,52262.85378687515,116
22,49949.01345649521,119
23,54359.93641815496,121
24,60584.32068103491,124
25,50790.81876775886,120
26,51022.57767403195,121
27,46079.38108073522,108
28,52756.89975957281,113
29,45637.479729776576,117
0,44785.4217033524,115
1,51343.57373963686,109
2,53466.64294140725,115
3,57736.685226797,133
4,45788.41524569995,112
5,43868.41645782284,103
6,58917.63177382364,120
7,52211.921211996625,106
8,53390.257222844644,113
9,51054.631392998446,114
10,45117.09957449318,102
11,52409.13283751511,124
12,49785.53745629248,114
13,50790.86162961784,127
14,56616.981524928764,118
15,48843.04424863991,123
16,43656.836753113,120
17,53141.474105080415,116
18,54648.21439874442,115
19,49252.882374883804,116
20,50378.73621206318,112
21,49825.55640356159,117
22,49014.402652254415,115
23,52456.70814089789,128
24,59816.571751012256,118
25,46447.54636883873,114
26,53052.157703299614,124
27,47141.52468089043,107
28,54684.19516880612,128
29,39535.84947348466,98
0,57060.70011839771,120
1,47155.89775316428,114
2,48830.88631356905,108
3,48974.355629989484,120
4,45407.52262408488,110
5,54936.777625835326,126
6,56020.16924341618,123
7,49984.69757599766,114
8,38216.06318280674,108
9,51586.50947512253,112
10,60010.68763302751,129
11,55091.335440848576,124
12,44244.056395392596,104
13,53675.72604563711,120
14,61419.83864279376,125
15,50287.749131755125,114
16,56915.9165403631,123
17,52350.93890446207,113
18,53132.23472394278,121
19,44928.47395265686,101
20,49912.197908267925,121
21,56749.394799039284,123
22,45024.59582934448,102
23,54112.882901749865,128
24,42751.70281774798,96
25,63725.227845950285,132
26,46985.71004394595,126
27,45207.808027884814,108
28,55480.62191627098,118
29,52142.047517158346,118
0,44816.551617036836,111
1,53882.198731869925,113
2,50001.075648840975,115
3,54825.1145536118,124
4,45739.20514458365,107
5,46267.41982793614,111
6,41345.18172072892,108
7,48998.39276725758,105
8,46435.395636051224,111
9,49145.94290341549,113
10,56363.214898955994,113
11,46226.04643156837,118
12,48958.2571663224,109
13,46788.53350172586,106
14,52135.76613936574,108
15,51951.11118803846,104
16,49327.762946414354,110
17,51841.22612603292,111
18,54389.71059395351,125
19,44940.62940305225,109
20,50086.74603189752,125
21,54762.297893016344,119
22,53603.47955958561,110
23,48024.30500720558,120
24,37598.07973279574,101
25,56873.63014693443,126
26,54066.22418195418,114
27,52674.657495378575,125
28,55396.97222714604,120
29,57464.969252716,117
