,30,num_discovered_nodes
0,29423.763609662394,71
1,31450.90691101625,81
2,32928.24817218454,83
3,35045.11076834623,86
4,34149.75599454228,75
5,33607.07481517424,85
6,34346.39848174436,84
7,30656.2535228973,72
8,32852.74384450054,84
9,34423.964776513436,85
10,33272.23794764314,80
11,35752.57930175993,88
12,33125.05708417073,85
13,32777.42095024306,83
14,30487.94862633607,78
15,30214.21854482113,74
16,32943.550007170415,82
17,33742.70120446948,82
18,35303.33084864722,90
19,33787.01583068859,85
20,32654.288400853053,77
21,31861.62212512315,76
22,36000.22670700157,90
23,34853.87306486892,80
24,35236.62774076712,88
25,34121.996902588806,83
26,30379.008989281436,70
27,34479.179251043744,88
28,32045.353998573482,86
29,35481.93735884533,87
0,33674.35151281868,85
1,34070.38908512258,87
2,28704.866529096063,77
3,28313.002613356464,72
4,31399.111299690743,76
5,29951.756079400187,77
6,31958.632103781994,81
7,32038.076281125712,82
8,32033.297849783936,82
9,30134.709083180685,78
10,32237.322181203952,81
11,32288.846100518265,78
12,29101.374117792708,76
13,33002.081327966014,82
14,32752.46901406205,84
15,33353.211543734295,77
16,34657.235543405935,89
17,30308.14142734241,81
18,34309.72437589853,82
19,32228.885895747135,81
20,33065.953910718636,80
21,31376.2119693786,82
22,29624.46958900907,77
23,28294.955822620108,72
24,28214.133033473496,70
25,31851.85104911256,83
26,32569.431580740886,79
27,34329.796525344944,84
28,31070.21765981611,78
29,31027.508241280055,75
0,37457.97817878556,90
1,32654.479005992696,81
2,33788.87796949193,83
3,35717.10193471464,86
4,30688.741415275184,79
5,32125.58715534241,83
6,31532.274535122597,80
7,35568.853286919286,84
8,31887.201223498625,82
9,31512.929309571948,83
10,33413.16113368424,78
11,30038.95944045448,74
12,33532.20239916771,84
13,32113.71019075126,77
14,32174.53824390438,78
15,30950.74950306598,73
16,32022.43414390411,81
17,28584.01520863685,72
18,32974.10386652299,82
19,29086.71064082041,72
20,33419.397383059026,85
21,30305.63272371367,75
22,34182.78748539636,79
23,30363.0401680463,78
24,31728.795768159176,80
25,31539.3636096543,77
26,28852.00346373779,69
27,32170.388962580717,78
28,33515.90615749977,89
29,29647.831812996028,71
0,32993.46644369439,81
1,32734.056724765214,79
2,32605.59670154658,84
3,28535.35714041046,71
4,34307.270293922345,82
5,32962.433390184095,80
6,30024.86030758404,76
7,32477.372639087866,78
8,33558.84727928084,87
9,34704.705358269646,85
10,32035.17496207965,78
11,32206.177840913242,77
12,29512.92208841541,73
13,30906.648892674548,78
14,34041.8052094735,83
15,36308.220341932414,88
16,29531.507263347037,74
17,28098.515866006575,75
18,28275.81827617889,72
19,29118.401838944217,76
20,32507.85811759795,70
21,33328.282252280296,82
22,32224.555701393852,82
23,32791.16174345834,83
24,33287.59235670051,79
25,31968.061260385566,81
26,28412.32990855501,67
27,34703.74454073245,85
28,30845.060482125682,82
29,31497.45775931901,84
