,distance,num_discovered_nodes
0,28464.35219450864,150
1,27652.945136080863,150
2,29489.570067246663,150
3,29994.564143329357,150
4,28929.08321344562,150
5,27599.12914570039,150
6,28149.49847800878,150
7,28169.346752791935,150
8,29683.428274753045,150
9,28221.71074539067,150
10,27771.460733764627,150
11,29239.185741593927,150
12,29971.98826035344,150
13,28608.90282084263,150
14,28843.641915712476,150
15,27898.211373655864,150
16,27658.488952828426,150
17,29132.105680635694,150
18,27928.416000467063,150
19,27733.478387891464,150
20,28085.967902502958,150
21,29329.435146807133,150
22,31185.470097536527,150
23,27529.338847419513,150
24,28216.617260607778,150
25,29305.162909404287,150
26,28933.454978928952,150
27,28301.591291391727,150
28,29445.743532271015,150
29,29916.590412064586,150
30,28607.486559508754,150
31,27863.293843688687,150
32,28193.880396172928,150
33,27924.33311168691,150
34,27900.946100786445,150
35,29584.20819456712,150
36,29687.51026040788,150
37,27875.620397923714,150
38,28829.059329791224,150
39,27477.009823069886,150
40,29245.754623471617,150
41,27688.274891537523,150
42,28234.08402769625,150
43,27897.46194600345,150
44,28947.388334048374,150
45,29431.335499568137,150
46,28960.393331591084,150
47,28313.032983538444,150
48,28175.244562505934,150
49,27907.90415976767,150
50,27303.333200935,150
51,27808.64656041227,150
52,30396.851099309886,150
53,28601.585892854255,150
54,27610.96323025517,150
55,28852.555244347193,150
56,28048.637282130097,150
57,27327.429485979064,150
58,29231.353523156165,150
59,28917.28431503037,150
60,28106.175212470243,150
61,27272.11905478089,150
62,29949.70871403467,150
63,28662.0471052829,150
64,28958.73822602336,150
65,28211.52672024228,150
66,30259.547912899383,150
67,29084.76896745826,150
68,27218.010128491424,150
69,27999.475237462022,150
70,28160.428459524584,150
71,29102.677487628698,150
72,28709.1578693724,150
73,29573.402534520315,150
74,28993.303561461562,150
75,28661.417561469527,150
76,28308.70432902874,150
77,27746.737349116684,150
78,28644.37034614581,150
79,29162.061126570938,150
80,28810.834489903755,150
81,29029.224385430192,150
82,27468.785486571156,150
83,29199.871867613583,150
84,28562.073302153243,150
85,28299.324961220915,150
86,28388.714280659748,150
87,29960.219812934058,150
88,27831.295788305695,150
89,28358.740844040196,150
90,29146.102271130363,150
91,28929.461864253906,150
92,27899.02525923631,150
93,29707.952143777944,150
94,29617.702778349558,150
95,29068.199502181167,150
96,29117.99361285509,150
97,28419.360872590227,150
98,28958.660431666503,150
99,28685.453337908566,150
100,28491.603370822213,150
101,28101.60125238881,150
102,29163.672642800055,150
103,28036.972471255984,150
104,26986.85252305571,150
105,28661.17224534972,150
106,28149.033364640305,150
107,28344.23850324549,150
108,28796.50863100132,150
109,28932.846724416373,150
110,29345.67371519784,150
111,29133.108694219558,150
112,28690.55887152673,150
113,28057.362550253594,150
114,29193.41832848029,150
115,28244.611741737448,150
116,28432.80351370363,150
117,28581.371115805006,150
118,27515.35562827928,150
119,28557.698624139364,150
