,distance,num_discovered_nodes
0,41513.900927874594,130
1,36178.124452075135,114
2,36543.77671723646,115
3,40864.134857583645,126
4,36693.277215700495,126
5,35207.48642210643,103
6,34151.42060562774,121
7,33745.51066887647,124
8,39949.74462220773,127
9,36094.88568286912,111
10,44983.43694763926,131
11,38069.83957003082,117
12,42696.26446974801,141
13,34743.627226760655,122
14,37171.93785133916,131
15,34351.19403543209,122
16,39450.526310576104,130
17,45733.18991164382,129
18,40602.53413171438,110
19,32365.55098950685,108
20,35666.49071180219,125
21,37724.42054798069,125
22,38340.19697772548,124
23,37756.55642872939,127
24,40236.91360349541,131
25,40292.62827830627,106
26,32530.889181290902,123
27,34975.99872916107,114
28,37393.458090342145,122
29,41531.96976836714,127
30,36520.8691508146,119
31,42318.79881113526,124
32,37919.39201990876,127
33,38533.935165436,128
34,40594.27245672707,127
35,36357.38234891965,123
36,39751.596451634556,132
37,36132.47851107833,127
38,32509.070686687235,113
39,38077.8693586062,126
40,41990.06309199964,133
41,40374.915249948346,126
42,40614.64228061473,125
43,35795.881879341425,122
44,39330.078117393554,131
45,40341.196658752415,133
46,40514.712503383846,126
47,40657.52814058826,126
48,42082.88648657596,115
49,38617.60588789145,131
50,32913.55213873785,113
51,39972.335376372226,122
52,43030.150043529735,129
53,35022.03921761817,119
54,33096.78245244758,121
55,34810.89815712018,114
56,40732.91815970145,124
57,33376.447112829395,111
58,38506.40640139324,125
59,36207.377156050854,120
60,35907.21037935346,114
61,37972.85235880764,122
62,33241.30219096478,111
63,41045.479997303315,134
64,30882.570242827733,110
65,43100.147910361855,132
66,42896.98243906344,128
67,39074.01798982159,124
68,37311.812904464954,121
69,36970.78025276281,127
70,38138.37779136188,128
71,35049.970138025594,118
72,39533.28145384586,127
73,39067.57287424862,137
74,37526.510332671,118
75,38976.96686579182,133
76,38728.331574016054,124
77,37008.11207621001,120
78,41073.60038780572,121
79,36376.45562651806,127
80,41285.749822882615,131
81,38768.93319132381,125
82,37011.589184857905,128
83,36521.920484099224,120
84,32875.751922973024,114
85,32470.81521317165,114
86,40006.193041447565,125
87,38405.21389389391,127
88,39621.26362917992,130
89,37233.26892761946,122
90,39925.628708338125,131
91,37247.22265663162,131
92,34819.36215116928,115
93,41336.99615775521,122
94,37604.59830008236,128
95,38241.41077273683,121
96,40971.43084769575,125
97,39943.53783763963,121
98,43170.53060041376,121
99,31587.259830603212,117
100,32793.27916242612,121
101,39092.197276433166,131
102,34898.23425606417,126
103,35855.42048313198,111
104,38684.15257448348,118
105,38671.350959394986,125
106,43275.04983662946,134
107,37930.93277985297,119
108,42197.6006018307,132
109,39974.31435057793,118
110,41994.61077703332,134
111,37129.792621437926,130
112,30497.794238041526,106
113,37551.64340274274,130
114,43531.42900598007,129
115,43639.50310992029,127
116,38275.97367084737,122
117,39198.789234569675,123
118,44842.92139538274,131
119,39551.258493348505,123
