,distance,num_discovered_nodes
0,40362.250650221235,147
1,35901.0512630242,148
2,39489.21470178286,143
3,39094.45751639629,144
4,37390.250258037486,149
5,36649.805192878855,145
6,37120.019357237026,147
7,43181.029337256135,147
8,39360.60542705668,148
9,36171.91477526408,144
10,34992.30314527931,144
11,37415.73593882637,145
12,38747.26387712606,146
13,40099.18545409295,149
14,36739.814412318236,146
15,37193.773451769805,145
16,37122.384239274645,145
17,36494.65858189386,140
18,34728.57330337608,143
19,36709.36673564326,148
20,39040.3671591499,149
21,35286.99786580564,140
22,36650.82275236292,144
23,39286.46768272655,150
24,37987.48571384071,149
25,35140.43529278951,143
26,37300.85392209978,143
27,37579.268849778746,144
28,40247.271349113355,150
29,36843.65440859389,146
30,40839.99632676341,148
31,37184.31032192667,146
32,36939.88927540243,143
33,35764.07168005227,146
34,36755.27401936405,150
35,35670.63015650928,145
36,39661.14936269318,148
37,36858.04240563302,144
38,37219.55595850948,144
39,37061.36522319082,138
40,40681.6044090238,148
41,40326.423931011355,148
42,36578.639278903196,148
43,35918.92164258034,146
44,40687.85565977408,148
45,35310.55452167982,143
46,36466.16263220499,140
47,38529.971137533656,149
48,37824.12469384863,144
49,37721.79376305622,146
50,40126.957075843646,150
51,36240.87409910227,146
52,39087.80870013369,147
53,37424.684647990405,147
54,34288.02506636135,136
55,36470.45946940258,141
56,36831.69945683677,141
57,38819.1929611631,148
58,39125.00055554944,143
59,38539.795625541854,147
60,38257.0637168279,147
61,38690.13100654155,145
62,37540.02611421319,146
63,36824.503124266914,144
64,37199.85893010929,146
65,39592.635548145925,144
66,36994.55132866711,143
67,36917.88615307547,145
68,42327.469807514404,150
69,35432.04690197786,145
70,35749.66157578207,139
71,39686.55336167543,149
72,37948.59745570836,145
73,35996.41120029138,144
74,37699.87235048721,143
75,38226.26986208516,148
76,37546.14594350561,150
77,36226.316099706506,146
78,38931.22692730482,149
79,36993.17878348792,145
80,38874.53977160489,147
81,40459.05928939691,149
82,37943.031433951124,144
83,38828.26630838913,145
84,37329.71711265283,145
85,40522.607670187455,144
86,36085.698161995024,145
87,36503.00608643696,147
88,37742.97814743354,150
89,40526.45523045787,149
90,35413.60687811645,144
91,35982.11591554709,143
92,36908.1469754238,145
93,37508.09254259932,146
94,38057.49522806829,147
95,37175.660196784636,145
96,35759.70912365217,145
97,44120.878195099256,150
98,36941.042554997526,143
99,38380.65972527904,143
100,36915.80124880475,142
101,31858.55827376229,142
102,37650.853797393225,144
103,37779.563250008374,150
104,37620.22576401846,148
105,38406.50395970801,148
106,36432.302187726404,143
107,40729.796484997285,147
108,38196.27631815646,148
109,36561.85055672562,146
110,37313.32760343867,149
111,39291.83297602098,148
112,41007.93768443242,147
113,36977.50835562968,150
114,36227.2970284191,143
115,37586.007061898774,147
116,38169.48468604049,145
117,38134.23213006995,148
118,38137.718642119544,148
119,37440.35650291043,146
